scenario,sigma_xl,last_year,initial_production_labor_share_pct,final_production_labor_share_pct,production_labor_share_change_pct,initial_aggregate_labor_share_pct,final_aggregate_labor_share_pct,aggregate_labor_share_change_pct,initial_human_research_population_pct,final_human_research_population_pct,final_ai_displacement_contribution_pct,final_research_reallocation_contribution_pct,final_aggregate_labor_share_growth_pct
complements,0.75,200.0,36.25858933307853,43.82650932535037,20.872075090267405,43.660827503719446,47.69379964539121,9.237049255028884,16.953957572174545,8.108580882199746,0.02737493385653043,-0.012036565627627713,0.01534191153962361
cobb_douglas,1.0,200.0,53.599999999999994,53.599999999999994,0.0,57.79084398142037,55.30711712605038,-4.29778609249678,7.251743862345619,3.0866138297530505,-0.0,-0.011808978876494056,-0.011808978876626242
substitutes,2.0,196.0,65.58263824390829,0.7168486794509863,-98.9069535800238,68.14900959697061,0.7862869310640965,-98.84622397931511,3.7658234040959617,8.831159322353004,-41.22920111333698,0.9026641258690561,-40.27729181757351
strong_substitutes,4.0,135.5,66.95307753696494,0.050013627120797814,-99.92530048063409,69.2961933472325,0.5493971118624392,-99.20717562491565,3.381305230615731,90.8966345033644,-116.00569317760035,77.25968634786184,-38.715226714031914
