scenario,time,time_to_terminal,log_capital,log_capability,log_population,log_consumption,log_shadow_value,log_output,log_service_composite,log_wage,log_ai_price,log_ai_marginal_cost,log_ai_services,log_inference_compute,log_human_research,log_production_labor,log_automated_research,log_effective_research,log_output_per_capita,log_consumption_per_capita,log_capital_per_capita,capital_growth,capability_growth,consumption_growth,consumption_per_capita_growth,shadow_growth,output_growth,output_per_capita_growth,wage_growth,output_capital_ratio,capability_growth_to_output_capital,gross_capital_return,net_capital_return,human_research_share,production_labor_population_share,ai_share,inverse_demand_elasticity,monopoly_soc_margin,automated_research_share,inference_share,research_resource_share,investment_share,consumption_share,resource_share_sum,production_labor_share,aggregate_labor_share,ai_markup,ai_profit_share,shadow_capability_to_output,shadow_capability_to_capital,human_to_automated_research_ratio,singularity_time_estimate,monopoly_foc_log_error,research_compute_foc_log_error,research_human_foc_log_error,labor_market_error,euler_residual,capital_law_residual,capability_law_residual,consumption_euler_path_residual,shadow_costate_residual,sigma_xl,population_growth,terminal_output_capital_ratio
sigma4_n012,10.0,137.5389392038869,1.5418807172611633,0.024212841538666978,0.12,0.07156018392740854,-0.6721491380281316,0.39057377177432606,-0.1764878580923252,-0.1305417734484277,0.26359681015059877,-0.024212841538666978,-7.002290495353019,-7.026503336891686,-7.370147754863024,0.11944128352265038,-8.869309718572326,-7.778306659144168,0.27057377177432607,-0.04843981607259146,1.4218807172611632,0.036151301182950166,0.0029453074452631786,0.026353660187448454,0.014353660187448453,0.05074165660750241,0.019979115753743226,0.007979115753743226,0.007978464376945382,0.31622321268923775,0.009314014047911223,0.10435366018744846,0.05435366018744846,0.0005585604243630624,0.9994414395756369,0.0011959793489348851,0.2500956783479148,0.18761950295855107,0.20284286692888562,0.0006009029552084572,9.516641230455652e-05,0.27243825793273974,0.7268656726997472,0.9999999999999999,0.6691986938362136,0.6695726906424407,1.333503449834749,0.00020040320857791572,0.35398169781807604,0.11193722971722296,4.477934825569898,34.9661276342084,-3.095702166833192e-11,-3.3306690738754696e-16,-2.7755575615628914e-16,0.0,0.0,4.891565042602908e-08,-1.3319969606462312e-10,2.732452994078094e-08,2.7782583435220776e-08,4.0,0.012,3.0
sigma4_n012,11.0,136.5389392038869,1.5766618293264134,0.027212697936086317,0.132,0.09710642615274069,-0.6222490231661617,0.41009933054362935,-0.1644762285583389,-0.12301505904500099,0.26060104056334943,-0.027212697936086317,-6.948240070528764,-6.975452768464851,-7.289838346897705,0.1314017723841971,-8.773946881800155,-7.694934596460043,0.27809933054362934,-0.034893573847259315,1.4446618293264133,0.033471636356655995,0.003054697854592008,0.02477376906028183,0.012773769060281829,0.04909379827369326,0.01909205442407469,0.007092054424074689,0.00709500336940061,0.31143566381903587,0.00980843946108556,0.10277376906028184,0.05277376906028183,0.0005980487133393279,0.9994019512866607,0.001234288246190405,0.2500987430596952,0.1876233276663787,0.20406264128122129,0.00062014818587442,0.00010266429009584998,0.26802208627319696,0.7312551012508327,0.9999999999999999,0.6691730268750523,0.6695734644239373,1.3335088996213458,0.00020682493907315126,0.3659949821037844,0.11398389020592826,4.411031378993637,36.34991976219642,-3.287016145381294e-11,2.220446049250313e-16,-3.3306690738754696e-16,0.0,0.0,3.3184019164467227e-08,-1.0507538849430231e-10,1.8646205187516918e-08,1.898546565098913e-08,4.0,0.012,3.0
sigma4_n012,12.0,135.5389392038869,1.608935869726055,0.030322851365026854,0.14400000000000002,0.12117225441942554,-0.5738965438477157,0.428794832797537,-0.15246866300307638,-0.11631483878547003,0.25749481347262115,-0.030322851365026854,-6.8970558498160095,-6.927378701181036,-7.210680588237083,0.14336020369591687,-8.68138868262047,-7.613035007311743,0.284794832797537,-0.022827745580574474,1.4649358697260548,0.031127992354700124,0.0031659303036717587,0.023387683322508297,0.011387683322508297,0.0476411433705698,0.018315975542360086,0.006315975542360085,0.006322452056339856,0.3072354040076009,0.010304575131560797,0.1013876833225083,0.0513876833225083,0.000639591678069763,0.9993604083219302,0.0012710927663428257,0.2501016874213074,0.18762700199569338,0.2051530563353422,0.0006386375148318951,0.00011053442849785642,0.26405808476647125,0.735192743290199,1.0,0.6691483678465502,0.6695766234827599,1.3335141354385736,0.00021299463861779806,0.3781862328165926,0.11619220002951842,4.352315900643713,37.69648219546866,-3.4779484847646813e-11,0.0,-8.326672684688674e-17,0.0,0.0,2.1075311128215812e-08,-7.738294987430505e-11,1.1908396827658985e-08,1.2142029749695471e-08,4.0,0.012,3.0
sigma4_n012,13.0,134.5389392038869,1.63901312139875,0.033545228726706657,0.156,0.1439369893360214,-0.5269112502117983,0.44676275980370994,-0.1404650302356381,-0.11033869471202301,0.2542762236896179,-0.033545228726706657,-6.84832068096162,-6.881865909688327,-7.132533677518517,0.15531643712450605,-8.591289483755013,-7.53243021754612,0.2907627598037099,-0.012063010663978607,1.48301312139875,0.02907056803136618,0.0032791730461529077,0.02216735056276104,0.010167350562761041,0.046355112420182455,0.017634429401724994,0.005634429401724993,0.005644379612035344,0.30353742594776073,0.010803191849947553,0.10016735056276105,0.050167350562761046,0.0006833292996158713,0.9993166707003841,0.0013065964526890854,0.25010452771621516,0.18763054628756806,0.20612927517974225,0.0006564732118863938,0.00011880200862524884,0.2604969314227971,0.7387277933566911,1.0,0.6691245803766983,0.6695821254615252,1.3335191862378428,0.00021894641141529325,0.39057753304151,0.11855489901244644,4.300605411824017,39.0095408803317,-3.668439857440475e-11,-2.220446049250313e-16,-1.27675647831893e-15,0.0,0.0,1.187367074800827e-08,-5.041954397391746e-11,6.744506335365497e-09,6.886405459760603e-09,4.0,0.012,3.0
sigma4_n012,14.0,133.5389392038869,1.6671587047361074,0.03688192103337678,0.168,0.1655544440823625,-0.4811386968486153,0.46409067396221126,-0.1284652217920958,-0.10499910889620856,0.25094320066830456,-0.03688192103337678,-6.801676357572989,-6.8385582786063654,-7.055276369284299,0.1672703251646266,-8.503353003889163,-7.452966948954243,0.2960906739622112,-0.0024455559176375097,1.4991587047361075,0.0272584755155761,0.0033945863039939682,0.021089613115327054,0.009089613115327053,0.04521207933598912,0.01703390789697945,0.00503390789697945,0.005047296704197013,0.30027155489493046,0.011305054536989975,0.09908961311532706,0.04908961311532706,0.0007294086874284897,0.9992705913125716,0.001340991163392714,0.2501072792930714,0.18763397971205453,0.20700441613348664,0.0006737516730395428,0.00012749369088419136,0.25729535234401407,0.7419034022920622,1.0,0.6691015359205268,0.6695899406402446,1.333524079309243,0.00022471240643357545,0.4031899654637115,0.12106647784782197,4.254922868524986,40.29243083535326,-3.858974945147864e-11,-4.440892098500626e-16,-3.3306690738754696e-16,0.0,0.0,4.989825257845082e-09,-2.4442014384673527e-11,2.84846608453182e-09,2.912441128544163e-09,4.0,0.012,3.0
sigma4_n012,15.0,132.5389392038869,1.6936005262235105,0.0403351759146974,0.18,0.18615730190647062,-0.43644601034821956,0.4808538421623536,-0.11646915147970886,-0.10022084027962491,0.24749351608199355,-0.0403351759146974,-6.756813157364335,-6.797148333279033,-6.978803762530232,0.17922171256170027,-8.417323859901929,-7.374512345361512,0.3008538421623536,0.006157301906470625,1.5136005262235106,0.025657838990866044,0.0035123236658286426,0.020135185343954316,0.008135185343954316,0.04419234065780029,0.016503217228625022,0.004503217228625022,0.004520028090287953,0.2973793495271343,0.01181091986183177,0.09813518534395432,0.04813518534395432,0.0007779846511883029,0.9992220153488117,0.0013744578495577305,0.25010995662796465,0.18763732034643296,0.2077898842405271,0.0006905638118279495,0.00013663769433692682,0.2544152413782944,0.7447575571155407,1.0,0.6690791132407963,0.6696000518035343,1.3335288403921077,0.00023032294737572977,0.4160438246322486,0.12372284194391923,4.214454217782403,41.54814162937892,-4.0502295961530876e-11,-2.7755575615628914e-16,-2.220446049250313e-16,0.0,0.0,1.8480522011310452e-07,-1.0648029962097294e-09,1.0601787721678524e-07,1.0857568664979222e-07,4.0,0.012,3.0
sigma4_n012,16.0,131.5389392038869,1.7185354206299508,0.0439073922368011,0.192,0.2058605142989936,-0.3927184456832893,0.4971172629357908,-0.10447675503297466,-0.09593889764606767,0.2439247892745371,-0.0439073922368011,-6.713461756380968,-6.757369148617769,-6.903024785859364,0.191170435781017,-8.332980997963949,-7.296950859255369,0.3051172629357908,0.013860514298993598,1.5265354206299508,0.024240375773349115,0.0036325330852262595,0.01928788764095387,0.00728788764095387,0.043279342953814505,0.016033009696825307,0.004033009696825306,0.004053244349877527,0.29481178073016323,0.012321533000579315,0.09728788764095388,0.047287887640953874,0.0008292202257143598,0.9991707797742856,0.001407167214163989,0.2501125733771331,0.18764058524147706,0.2084956306969119,0.0007069953907385229,0.00014626386675916297,0.25182296171977,0.7473237790227323,1.0,0.6690571979665101,0.6696124541568872,1.3335334937686478,0.00023580664275134962,0.4291587781108256,0.12652106359083348,4.178516219486078,42.77935416741366,-4.242774881424438e-11,4.440892098500626e-16,-8.881784197001252e-16,0.0,0.0,1.5245133567001745e-07,-1.0088709459857292e-09,8.784741292039433e-08,9.009489265743298e-08,4.0,0.012,3.0
sigma4_n012,17.0,130.5389392038869,1.7421343568477974,0.04760111393386415,0.20400000000000001,0.22476420223190002,-0.34985644147922157,0.5129373849513811,-0.09248798926625679,-0.09209682159891544,0.24023449354894222,-0.04760111393386415,-6.671386382716376,-6.71898749665024,-6.82786002265787,0.20311632235461588,-8.250132082668149,-7.220181546070192,0.30893738495138107,0.02076420223190001,1.5381343568477974,0.022982281705628146,0.003755357972420392,0.01853403906414724,0.006534039064147238,0.04245906926866312,0.01561541590866522,0.0036154159086652198,0.003639094088569994,0.2925273911034765,0.012837628497811336,0.09653403906414725,0.04653403906414724,0.0008832873172768648,0.9991167126827232,0.001439280838977024,0.25011514246711813,0.18764379053434993,0.20913038020246316,0.0007231275876457683,0.00015640379465935782,0.24948871088728897,0.749631757730406,1.0000000000000002,0.6690356818378853,0.669627155011211,1.3335380624241753,0.0002411905744688377,0.4425540334502859,0.12945917682753277,4.146530912692178,43.9884781015473,-4.437197831386186e-11,4.440892098500626e-16,2.7755575615628914e-17,0.0,0.0,1.2531769183130037e-07,-9.50278974433394e-10,7.251682394848746e-08,7.448015500177707e-08,4.0,0.012,3.0
sigma4_n012,18.0,129.5389392038869,1.7645463517636695,0.05141902651819444,0.216,0.24295584327245207,-0.3077733993243264,0.528363398855435,-0.08050283168145658,-0.08864539287542567,0.23641995973351992,-0.05141902651819444,-6.630379664592872,-6.681798691111067,-6.753240062343308,0.21505919032247195,-8.168609264906607,-7.144116016991403,0.31236339885543507,0.026955843272452068,1.5485463517636695,0.02186339959329263,0.003880937823652731,0.017862004244654596,0.005862004244654596,0.04171958125401202,0.01524377035211355,0.00324377035211355,0.003270929511967058,0.2904909219534988,0.013359928074702397,0.0958620042446546,0.0458620042446546,0.0009403672548594431,0.9990596327451405,0.0014709518994470952,0.25011767615195574,0.18764695152029853,0.20970180187973253,0.0007390373552137223,0.00016709088638074485,0.24738604259996938,0.751707829158436,1.0,0.6690144622273704,0.6696441736807072,1.3335425681487303,0.0002465004174158315,0.45624844985852353,0.13253603283925713,4.118006563923044,45.17767920528247,-4.63411808926395e-11,1.6653345369377348e-16,1.1102230246251565e-16,0.0,0.0,1.0255281626334045e-07,-8.890821260633397e-10,5.9580785884832954e-08,6.128552126200004e-08,4.0,0.012,3.0
sigma4_n012,19.0,128.5389392038869,1.7859018048776392,0.0553639533223868,0.228,0.260512146648221,-0.2663937774684145,0.5434383381076144,-0.06852127985374101,-0.0855415318121264,0.23247838003995014,-0.0553639533223868,-6.590258244293022,-6.645622197615409,-6.679104071777275,0.2269988475948462,-8.088265552213976,-7.068676658344982,0.31543833810761446,0.03251214664822097,1.5579018048776392,0.020866554466959356,0.0040094088783325585,0.017261828277736764,0.005261828277736764,0.04105064967155675,0.014912392021781962,0.0029123920217819614,0.002943087077100781,0.2886722069022326,0.013889140632407551,0.09526182827773677,0.04526182827773677,0.0010006514192863075,0.9989993485807137,0.0015023261043904039,0.25012018608835124,0.18765008274671974,0.2102166588221942,0.0007547978931650674,0.0001783604794115289,0.24549143551932043,0.7535754061081029,0.9999999999999999,0.6689934415100584,0.6696635412830876,1.3335470316706957,0.00025176059677650307,0.47026065060000355,0.13575117982798277,4.0925223048960255,46.3489061299648,-4.8347222059152983e-11,-1.1102230246251565e-16,-2.498001805406602e-16,0.0,0.0,8.344947746707909e-08,-8.253302962932252e-10,4.866609227063834e-08,5.013648948781757e-08,4.0,0.012,3.0
sigma4_n012,20.0,127.53893920388691,1.806315209630238,0.05943885251068521,0.24,0.2775005844264111,-0.22565153291077977,0.5581999740721093,-0.05654335090428253,-0.08274740348639556,0.22840681124367457,-0.05943885251068521,-6.550859212098316,-6.610298064609001,-6.60539861972664,0.2389350913015266,-8.00897184351188,-6.993795164765363,0.3181999740721093,0.03750058442641113,1.566315209630238,0.019977031930506234,0.004140904639651453,0.01672494903774894,0.0047249490377489385,0.04044346297182654,0.014616412238876997,0.0026164122388769966,0.002650715358321065,0.2870453001143907,0.014425962166951547,0.09472494903774895,0.04472494903774894,0.0010643418844249308,0.998935658115575,0.0015335425798753406,0.25012268340639005,0.18765319810159867,0.21068093131194732,0.0007704790923986365,0.00019024995122722877,0.24378393202264456,0.7552553389337294,0.9999999999999999,0.6689725264714834,0.6696853005862812,1.3335514729124875,0.0002569944361178416,0.4846091183811764,0.13910476982389508,4.069716022933557,47.50391344415932,4.7072241937673454e-11,-2.220446049250313e-16,-9.71445146547012e-16,0.0,0.0,6.74204478599838e-08,-7.590847030808368e-10,3.946022199274868e-08,4.071915417347416e-08,4.0,0.012,3.0
sigma4_n012,21.0,126.53893920388691,1.8258873985042456,0.06364681456659384,0.252,0.2939806649934334,-0.18548882466888383,0.5726815572231723,-0.04456908101974459,-0.08022967670166398,0.22420217689879873,-0.06364681456659384,-6.512037151768175,-6.575683966334769,-6.53207669180132,0.2508677071132379,-7.930614462017095,-6.919411308148476,0.32068155722317226,0.04198066499343339,1.5738873985042456,0.019182162650607612,0.00427555630915138,0.016243966953837265,0.0042439669538372644,0.03989039383132391,0.01435163749397006,0.0023516374939700595,0.002389637932531663,0.28558777864799173,0.01497107589614793,0.09424396695383727,0.04424396695383727,0.0011316520850525827,0.9988683479149474,0.001564734738541982,0.25012517877908336,0.18765631090043933,0.21109992035090305,0.0007861479721208661,0.0002027988373523481,0.2422448291664462,0.7567662240240806,0.9999999999999999,0.6689516277251768,0.6697095058838899,1.3335559105938204,0.00026222430270226183,0.4993122800101581,0.14259748489976512,4.049274665803745,48.64428200070128,4.4637807339320545e-11,-5.551115123125783e-16,-3.885780586188048e-16,0.0,0.0,5.397774770904418e-08,-6.904303101462617e-10,3.170137731489664e-08,3.276968538884484e-08,4.0,0.012,3.0
