scenario,time,time_to_terminal,log_capital,log_capability,log_population,log_consumption,log_shadow_value,log_output,log_service_composite,log_wage,log_ai_price,log_ai_marginal_cost,log_ai_services,log_inference_compute,log_human_research,log_production_labor,log_automated_research,log_effective_research,log_output_per_capita,log_consumption_per_capita,log_capital_per_capita,capital_growth,capability_growth,consumption_growth,consumption_per_capita_growth,shadow_growth,output_growth,output_per_capita_growth,wage_growth,output_capital_ratio,capability_growth_to_output_capital,gross_capital_return,net_capital_return,human_research_share,production_labor_population_share,ai_share,inverse_demand_elasticity,monopoly_soc_margin,automated_research_share,inference_share,research_resource_share,investment_share,consumption_share,resource_share_sum,production_labor_share,aggregate_labor_share,ai_markup,ai_profit_share,shadow_capability_to_output,shadow_capability_to_capital,human_to_automated_research_ratio,singularity_time_estimate,monopoly_foc_log_error,research_compute_foc_log_error,research_human_foc_log_error,labor_market_error,euler_residual,capital_law_residual,capability_law_residual,consumption_euler_path_residual,shadow_costate_residual,sigma_xl,population_growth,terminal_output_capital_ratio
sigma4_n012,104.0,43.53893920388691,2.9304175389117515,1.3748676131327515,1.248,1.2455615011049372,2.0613343507901423,1.6103340066817085,0.9601436102101948,-0.017876511864321376,-1.0779815364787206,-1.3748676131327515,-0.1668305741137701,-1.5416981872465216,-1.0131412516115905,1.1379267719081954,-2.286972692152786,-1.3734951162510025,0.36233400668170845,-0.0024384988950627573,1.6824175389117515,0.014797276121359879,0.03277444944768437,0.010147286201803656,-0.0018527137981963447,0.009955381845350641,0.017379620423918496,0.005379620423918496,0.0016082548248697037,0.2671129884903141,0.1226988235687117,0.08814728620180366,0.03814728620180366,0.10423146252594206,0.8957685374740579,0.08589165945608872,0.2568713327564871,0.19559930810191126,0.22167101460005875,0.042765131460717046,0.02029650249155731,0.24258377133805875,0.694354594709667,1.0,0.6124525881644205,0.6837174588554441,1.3456619883991476,0.014782280374862386,6.2081811170705175,1.6582858112698426,3.5745219271813196,133.55629051780542,-6.858957846134217e-13,-4.440892098500626e-16,-5.284661597215745e-14,0.0,0.0,1.8919436994488392e-08,-7.640099247696597e-10,4.0396196006320384e-08,1.9484359150417907e-08,4.0,0.012,3.0
sigma4_n012,105.0,42.53893920388691,2.945345663750992,1.4078553631803992,1.26,1.2558305254741782,2.071040057374558,1.6281128961027724,0.9793266075596195,-0.016246077440426276,-1.1100770982846666,-1.4078553631803992,-0.02488176125400421,-1.4327371244344034,-0.9595391702535936,1.144971599848595,-2.2301097419470075,-1.3191697360010541,0.3681128961027724,-0.004169474525821837,1.685345663750992,0.01506350197580554,0.03320000213300564,0.010398931884166775,-0.0016010681158332256,0.009458468265984243,0.018193110936648438,0.0061931109366484376,0.0016527491186746346,0.26787555116414175,0.12393815706108324,0.08839893188416678,0.03839893188416678,0.10865917066714229,0.8913408293328577,0.09417559672856662,0.2575340477382853,0.196328655216383,0.22195244595360353,0.04684785665031059,0.021105478280553383,0.24288704845608564,0.6891596166130504,1.0,0.6069023501918602,0.6808869628984783,1.3468631079351916,0.01624979315782904,6.364798184598071,1.704973821747737,3.562884863763714,134.47215247748133,-7.254197242900773e-13,-4.440892098500626e-16,-5.728750807065808e-14,-1.1102230246251565e-16,0.0,2.1262724067550032e-08,-1.4175841056562888e-10,4.5664036066317415e-08,2.2229587741742773e-08,4.0,0.012,3.0
sigma4_n012,106.0,41.53893920388691,2.9605540655881057,1.4412655169262967,1.272,1.2663767232418564,2.0802566562171028,1.6467514167843804,0.9996545897616501,-0.014570683469678825,-1.1425064803342673,-1.4412655169262967,0.11840590306473753,-1.3228596138615591,-0.9064108161015374,1.151840160085946,-2.1736305998534666,-1.2652971813889045,0.3747514167843804,-0.005623276758143669,1.6885540655881057,0.015358301716252895,0.03361925727360197,0.010702671359695944,-0.0012973286403040567,0.008977671309755821,0.01910017471407066,0.007100174714070661,0.0016982369488438565,0.26879597381726045,0.12507351503879982,0.08870267135969595,0.03870267135969595,0.11322131723994809,0.8867786827600519,0.10327350440732608,0.25826188035258607,0.19711916677101796,0.22224190377045355,0.051323269628925874,0.021919425709320463,0.24315208590395926,0.6836052187577943,1.0,0.6008067520470914,0.6775160067866225,1.3481847211447158,0.017869978323982585,6.519324435342848,1.7523681602286425,3.5509663714469992,135.37123267428933,-7.454037387333301e-13,0.0,-6.195044477408373e-14,0.0,0.0,2.3660503665687282e-08,5.914414374919019e-10,5.103411721517348e-08,2.5088153759317278e-08,4.0,0.012,3.0
sigma4_n012,107.0,40.53893920388691,2.976072777864986,1.4750917946286297,1.284,1.2772554063046377,2.0890018342447423,1.6663470636236148,1.021258278997268,-0.012849126062956406,-1.175256071444064,-1.4750917946286297,0.2629757871540094,-1.2121160074746204,-0.8537336974008822,1.1585254501091413,-2.117510366339374,-1.2118543458467088,0.3823470636236148,-0.006744593695362289,1.692072777864986,0.01568463854565645,0.03403226736577695,0.011065044530258368,-0.0009349554697416322,0.008516187497372752,0.020108699202436853,0.008108699202436852,0.001745160633781495,0.2698940743341163,0.12609490389791436,0.08906504453025837,0.03906504453025837,0.11792178687183404,0.8820782131281659,0.11325087579988881,0.2590600700639911,0.19797345705825795,0.22253961801208016,0.05622110430688369,0.02273482407138902,0.2433719180671671,0.6776721535545603,1.0,0.5941219132140745,0.673547883137375,1.3496370752830447,0.019656982479041796,6.670845178042385,1.8004215843539526,3.5387610108183614,136.25173184471424,-7.409628466348295e-13,0.0,-6.59472476627343e-14,0.0,0.0,2.6075483623017037e-08,1.4242516749307654e-09,5.6390603559927643e-08,2.8006372800731816e-08,4.0,0.012,3.0
sigma4_n012,108.0,39.53893920388691,2.9919349337390577,1.5093280217082667,1.296,1.2885287455656795,2.09729664795585,1.6870053437274382,1.0442788292441032,-0.011079689863545461,-1.208312179243928,-1.5093280217082667,0.40877168802825503,-1.1005563336800117,-0.8014800227568448,1.165019174986285,-2.0617178192965198,-1.1588125900178166,0.3910053437274381,-0.007471254434320507,1.6959349337390577,0.016045752829302484,0.03443919224743668,0.011493237561035617,-0.0005067624389643831,0.008077564766906391,0.021226813392560828,0.009226813392560828,0.0017941051322356572,0.2711916289728352,0.12699209182037988,0.08949323756103562,0.03949323756103562,0.12276540480889482,0.8772345951911051,0.12417439770834753,0.2599339518166678,0.19889359950936503,0.22284590861216075,0.061571161384410426,0.023547793362312528,0.24353905420848435,0.6713419910447926,0.9999999999999999,0.5868031535354071,0.6689238622737766,1.3512307481933898,0.0216256850801824,6.81836240147369,1.849082806582783,3.5262599200802214,137.11177280361318,-7.107647803650252e-13,0.0,-6.88338275267597e-14,0.0,0.0,2.846239592624311e-08,2.3390189576866227e-09,6.159332417883523e-08,3.0914435827228415e-08,4.0,0.012,3.0
sigma4_n012,109.0,38.53893920388691,3.008177056326197,1.5439682422300314,1.308,1.3002664419690464,2.1051658912237925,1.708839993838717,1.068868007837421,-0.009259991856313654,-1.2416612400448785,-1.5439682422300314,0.5557389958972174,-0.988229246332814,-0.7496161887729291,1.1713114476225193,-2.0062145892981427,-1.1061371578597976,0.40083999383871705,-0.007733558030953658,1.7001770563261969,0.016445188951173986,0.03484031149473561,0.011995133079449015,-4.8669205509853375e-06,0.007665735701003684,0.02246283956508499,0.01046283956508499,0.0018458256878517432,0.27271252448317884,0.12775471739247016,0.08999513307944902,0.03999513307944902,0.12775815851927244,0.8722418414807276,0.13611098343218078,0.26088887867457444,0.19988095867577596,0.22316121305349065,0.06740276486485225,0.024354111754928683,0.24364553508165845,0.6645975882985606,1.0,0.5788056411004389,0.6635838979219936,1.352976529707837,0.02379159403470886,6.96079811602792,1.898296826639729,3.5134497884914477,137.94941882064495,-6.574740751830177e-13,0.0,-6.927791673660977e-14,0.0,0.0,3.0765990012560085e-08,3.3109246802554004e-09,6.64758760277745e-08,3.3724352840706906e-08,4.0,0.012,3.0
sigma4_n012,110.0,37.53893920388691,3.0248393780757534,1.5790068451393682,1.32,1.3125464498938808,2.1126384977700416,1.7319731502884812,1.0951882918260933,-0.007386795852007744,-1.2752900624487216,-1.5790068451393682,0.7038260593456267,-0.8751807857937415,-0.6981022441577298,1.1773904374383344,-1.9509542526743309,-1.0537865553515509,0.41197315028848114,-0.0074535501061192555,1.7048393780757534,0.01688682692371081,0.035236037544988816,0.012579364904649414,0.0005793649046494133,0.007285053726272318,0.023825247468245436,0.011825247468245436,0.001901278861016209,0.27448292395348306,0.12837242126931112,0.09057936490464942,0.04057936490464942,0.13290745179298782,0.8670925482070122,0.1491266123138585,0.2619301289851087,0.20093600846377205,0.22348611924128278,0.07374412587534585,0.02514924499509334,0.24368301663474776,0.6574236124948131,1.0,0.5700851697497148,0.6574674997825157,1.3548852747834759,0.026170704374939333,7.097000234755155,1.948005375734151,3.500311653948947,138.76269669233375,-5.844214001626824e-13,0.0,-6.88338275267597e-14,0.0,0.0,3.2917753817890416e-08,4.307096498901153e-09,7.08428573338582e-08,3.632760105145433e-08,4.0,0.012,3.0
sigma4_n012,111.0,36.53893920388691,3.04196619468792,1.614438704012138,1.332,1.325455758146994,2.119747981580274,1.7565354767992112,1.123412884406265,-0.005455794180881712,-1.3091861053610068,-1.614438704012138,0.8529857592971741,-0.7614529447149638,-0.6468913299152061,1.183241959056236,-1.8958813350895545,-1.001711889648657,0.4245354767992111,-0.006544241853006172,1.7099661946879199,0.017374920117645867,0.035626929614413064,0.013255378808488948,0.0012553788084889474,0.006940332928697916,0.02532261697996141,0.01332261697996141,0.0019616571345082434,0.276531450934815,0.12883500048177585,0.09125537880848895,0.04125537880848895,0.13822239542915382,0.8617776045708462,0.16328498080413203,0.26306279846433056,0.20205814227932115,0.2238214043345756,0.08062162046046373,0.02592838895543436,0.2436428836209583,0.6498071069631436,1.0,0.5605990628612315,0.6505147730549373,1.3569677279361794,0.02877931667830473,7.225751256946963,1.9981474791776073,3.4868195087670495,139.5496245082081,-4.96269692007445e-13,0.0,-6.861178292183467e-14,0.0,0.0,3.483072372537088e-08,5.2856385795996275e-09,7.446532922748827e-08,3.859211486403197e-08,4.0,0.012,3.0
sigma4_n012,112.0,35.53893920388691,3.0596062605186973,1.650259331162672,1.344,1.3390912355668165,2.1265329193185005,1.7826662622048328,1.153725666020392,-0.003461352847657917,-1.3433377900689931,-1.650259331162672,1.0031772949092235,-0.6470820362534486,-0.5959290942389448,1.1888489905034456,-1.8409302167468398,-0.949856165354333,0.43866626220483274,-0.0049087644331835545,1.7156062605186972,0.017914140825001715,0.03601370851897194,0.014033501375186296,0.0020335013751862953,0.00663689241865739,0.026963616632791343,0.014963616632791343,0.00202842745933296,0.27888939810662516,0.12913258361009175,0.0920335013751863,0.0420335013751863,0.143714139576882,0.856285860423118,0.17864598108929272,0.2642916784871434,0.20324548284138805,0.2241680802614653,0.08805899437782362,0.026686526165316454,0.2435163949797645,0.6417380844770955,1.0,0.5503071926701738,0.6426676161606238,1.3592343198501144,0.03163381295200249,7.345779923592801,2.048660141514527,3.472938697735745,140.30824385041905,-4.030109579389318e-13,0.0,-6.572520305780927e-14,0.0,0.0,3.639154731033267e-08,6.19450139793809e-09,7.707321631779396e-08,4.035801217175394e-08,4.0,0.012,3.0
sigma4_n012,113.0,34.53893920388691,3.0778132343298443,1.6864650470890663,1.356,1.3535605506521757,2.1330374799106075,1.8105135082081276,1.1863211057899685,-0.001396215953026081,-1.3777348449488909,-1.6864650470890663,1.1543681791332658,-0.5320968679558005,-0.545153079380208,1.1941911076293685,-1.7860239280988324,-0.8981535329491435,0.4545135082081275,-0.002439449347824363,1.7218132343298442,0.018509635777847103,0.03639727256036133,0.014925019714551298,0.0029250197145512975,0.00638060656133883,0.028757006680368846,0.016757006680368846,0.002103374285855608,0.28159096883197365,0.12925582347805945,0.0929250197145513,0.0429250197145513,0.1493962541263004,0.8506037458736996,0.19526403562812758,0.2656211228502502,0.20449470146712317,0.22452744674117794,0.09607651476567962,0.02741849656261267,0.24329486155760574,0.633210127114102,0.9999999999999999,0.5391730961291544,0.6338710577571481,1.3616949385593176,0.034750389105165855,7.455775886508246,2.099479155275924,3.4586240920307088,141.0366558687819,-3.1086244689504383e-13,-4.440892098500626e-16,-6.23945339839338e-14,0.0,0.0,3.744872234881513e-08,6.970070277889651e-09,7.834292095609818e-08,4.143113761442829e-08,4.0,0.012,3.0
sigma4_n012,114.0,33.53893920388691,3.096646186598698,1.7230531664303186,1.368,1.3689831777813437,2.1393120080196724,1.840234036417802,1.221404171403331,0.0007488355397411439,-1.4123686802737536,-1.7230531664303186,1.3065364364313266,-0.41651672999899203,-0.4944920760682441,1.1992438176569102,-1.7310728218013245,-0.8465284823066416,0.47223403641780193,0.0009831777813436027,1.728646186598698,0.019167094228849227,0.036778714709256144,0.015942275600134136,0.003942275600134135,0.006177962877902694,0.030711676226591322,0.018711676226591322,0.002188648027257045,0.2846735624246489,0.12919610235668164,0.09394227560013414,0.04394227560013414,0.15528516532808068,0.8447148346719193,0.21318632856778819,0.26705490628542305,0.20580085838708148,0.224901152788798,0.10469009529244912,0.028119082004418365,0.24296985515526145,0.6242209675478709,0.9999999999999999,0.5271651598595819,0.6240747033456904,1.3643586792180535,0.03814474484796894,7.554407275385265,2.150540031090609,3.4438180209812046,141.73306035747052,-2.2737367544323206e-13,0.0,-5.773159728050814e-14,0.0,0.0,3.779565676750862e-08,7.535291210447603e-09,7.787793897262585e-08,4.157311370850403e-08,4.0,0.012,3.0
sigma4_n012,115.0,32.53893920388691,3.1161701824872035,1.7600222018847387,1.3800000000000001,1.3854915066232276,2.1454136702357887,1.871993653730021,1.259190288819767,0.0029853767740022352,-1.4472327896380004,-1.7600222018847387,1.4596729908878814,-0.3003492109968573,-0.4438654390854264,1.2039777697194332,-1.6759731023499733,-0.7948949715903693,0.4919936537300209,0.0054915066232275045,1.7361701824872033,0.019892831773431166,0.03715934140660547,0.017098778557899118,0.0050987785578991175,0.006036130034727468,0.03283672448728403,0.02083672448728403,0.002286820374175491,0.2881781168421185,0.12894574304878123,0.09509877855789912,0.04509877855789912,0.1614006591687692,0.8385993408312308,0.23245098674363412,0.2685960789394907,0.20715727684815427,0.22529126791643123,0.11391042731633257,0.028783103268423697,0.24253344611771027,0.6147730232975334,1.0,0.514257838881765,0.6132342512599949,1.3672335780615974,0.04183173380190229,7.64034086782416,2.201779043321444,3.4284479404133346,142.3957966531658,-1.5787371410169726e-13,-4.440892098500626e-16,-5.218048215738236e-14,0.0,0.0,3.714681343428006e-08,7.797087912819745e-09,7.517971906817467e-08,4.048611875612229e-08,4.0,0.012,3.0
sigma4_n012,116.0,31.538939203886912,3.1364569580828556,1.7973720879127562,1.3920000000000001,1.4032320764077926,2.1514071755837416,1.9059674252072658,1.2999054164774977,0.005327791573020768,-1.4823231738510916,-1.7973720879127562,1.6137842306760324,-0.18358785723672377,-0.3931823554423426,1.2083578134591464,-1.6206051891088404,-0.7431554786784099,0.5139674252072657,0.011232076407792446,1.7444569580828555,0.020693893782742473,0.03754069341337883,0.018409343537737634,0.006409343537737634,0.005963039089615228,0.03514159619633084,0.023141596196330837,0.002400948632130806,0.2921495258719322,0.1284982178264267,0.09640934353773764,0.04640934353773764,0.1677664650826542,0.8322335349173458,0.2530852724498718,0.27024682179598974,0.20855546414428708,0.22570036460615936,0.12374215389105031,0.029405527434984872,0.24197846486915786,0.604873853804807,1.0,0.5004328674585858,0.6013130286900623,1.3703263375446872,0.04582497865036375,7.712264379456942,2.2531343818573366,3.412423810493409,143.02338490995794,-1.0325074129013956e-13,0.0,-4.618527782440651e-14,0.0,0.0,3.5104702745397676e-08,7.642739857649516e-09,6.960537319439242e-08,3.779004526579394e-08,4.0,0.012,3.0
sigma4_n012,117.0,30.538939203886912,3.157585711800298,1.835104426542199,1.4040000000000001,1.4223669629815836,2.1573655855624714,1.9423401135360434,1.3437863114058883,0.0077937951431541475,-1.5176387829409779,-1.835104426542199,1.7688947355655171,-0.06620969097668183,-0.3423410544131269,1.212341867708551,-1.5648318809393436,-0.6911999586160277,0.5383401135360433,0.018366962981583468,1.7535857118002978,0.021578183160466613,0.03792456927235447,0.01989026008653138,0.007890260086531379,0.005967482076641668,0.03763628090958093,0.025636280909580932,0.002534652262520254,0.2966371517773678,0.12784834618698612,0.09789026008653139,0.04789026008653138,0.17441093750657524,0.8255890624934248,0.2751038560314362,0.2720083084825149,0.20998509206468016,0.22613161416395086,0.1341831254018648,0.029981582740909837,0.2412987811256612,0.5945365107315643,1.0000000000000002,0.48568041645893767,0.5882834917799141,1.373642050660572,0.050136458139197454,7.768910211080929,2.304547397429156,3.3956351468304993,143.61456611754483,-6.328271240363392e-14,0.0,-3.885780586188048e-14,0.0,0.0,3.1114737723825225e-08,6.934795467039567e-09,6.03080150679558e-08,3.298898678099488e-08,4.0,0.012,3.0
sigma4_n012,118.0,29.538939203886912,3.1796440380524547,1.873222758235255,1.416,1.4430753542281884,2.1633712335466937,1.9813068536050968,1.3910810761907266,0.010405041260803438,-1.5531819722926052,-1.873222758235255,1.925050158893725,0.051827400658470024,-0.29122794669098995,1.2158795491596524,-1.5084962809818943,-0.6389046864963449,0.5653068536050969,0.02707535422818852,1.7636440380524547,0.02255461819268094,0.03831305210553473,0.02155950145591986,0.009559501455919859,0.006059233116548501,0.04033158544025639,0.02833158544025639,0.00269220619242283,0.3016954589573329,0.12699247193824395,0.09955950145591987,0.04955950145591986,0.18136785779024464,0.8186321422097553,0.2985072374419129,0.273880578995353,0.21143404744272584,0.2265888988312817,0.14522377461940764,0.030506877329099156,0.24048959319252444,0.5837797548589688,1.0,0.47000015091391834,0.5741286307733221,1.3771839329354114,0.05477607446667396,7.809079835690816,2.355963925063194,3.3779476951330376,144.168339146316,-3.6415315207705135e-14,0.0,-3.175237850427948e-14,0.0,0.0,2.4403877273149188e-08,5.5039749910501534e-09,4.6154343312510004e-08,2.5423087771266062e-08,4.0,0.012,3.0
sigma4_n012,119.0,28.538939203886912,3.202729036716514,1.9117328615926354,1.428,1.4655553587476704,2.169516779217699,2.0230741396638092,1.4420500858915817,0.013187833672181126,-1.5889589700389932,-1.9117328615926354,2.082320265011562,0.17058740341892675,-0.23971667838940425,1.2189104946464266,-1.45141942785754,-0.5861309606738381,0.5950741396638093,0.037555358747670464,1.774729036716514,0.023633327613256983,0.03870854066178634,0.02343698390080525,0.011436983900805251,0.006249198584610944,0.04323948802564814,0.031239488025648143,0.002878657177074473,0.30738479969940985,0.12592861032698832,0.10143698390080526,0.051436983900805255,0.18867738532401138,0.8113226146759887,0.3232803815087088,0.2758624305206967,0.21288856053432803,0.2270769441116822,0.15684664471646206,0.03097751787254431,0.23954771896743973,0.5726281184435539,1.0,0.45340214438916504,0.5588432223970937,1.3809530704490838,0.059751210894372825,7.831667898273533,2.407335668223108,3.3591996609905252,144.68399314676358,-1.9317880628477724e-14,0.0,-2.55351295663786e-14,0.0,0.0,1.3897296230469536e-08,3.1393689522984936e-09,2.5612335176339318e-08,1.4200528117985778e-08,4.0,0.012,3.0
sigma4_n012,120.0,27.538939203886912,3.2269486329265002,1.9506430870725464,1.44,1.4900261025409678,2.1759064294353476,2.067861207229343,1.4969674005426838,0.016173966826483976,-1.624980355175586,-1.9506430870725464,2.240802131866763,0.2901590447942164,-0.18766708360534423,1.2213622883380453,-1.393397566764863,-0.5327236360087939,0.6278612072293432,0.05002610254096784,1.7869486329265003,0.02482589171231779,0.03911378575886982,0.025544888993588193,0.013544888993588192,0.006549604957803604,0.0463735828293288,0.0343735828293288,0.003099971858100403,0.3137723908896612,0.12465655645472094,0.1035448889935882,0.0535448889935882,0.19638719503069235,0.8036128049693076,0.3493916205594753,0.277951329644758,0.214333414956007,0.2276014764125811,0.1690260958890173,0.03139022394126722,0.23847187925030183,0.5611118009194136,0.9999999999999999,0.43590761422515145,0.5424348785007229,1.3849481912458876,0.06506628988583113,7.83568507119053,2.4586216390458775,3.339197414854869,145.16113373300325,-9.547918011776346e-15,0.0,-1.9984014443252818e-14,0.0,0.0,-4.778068982136396e-10,-1.1481174344574185e-10,-8.905480311516278e-10,-4.946658681628802e-10,4.0,0.012,3.0
sigma4_n012,121.0,26.538939203886912,3.2524231927423872,1.989964729010437,1.452,1.5167301916597107,2.18265737604422,2.115901923983385,1.556122791609548,0.019401743167386742,-1.6612615456539883,-1.989964729010437,2.4006235875959456,0.41065885858550866,-0.13492402682466165,1.2231478767900072,-1.3341989573023638,-0.47850945326376093,0.663901923983385,0.06473019165971072,1.8004231927423873,0.02614564089518366,0.03953193354071269,0.02790806280159098,0.015908062801590978,0.006974232503973131,0.04974962533266236,0.037749625332662365,0.0033632280438400386,0.32093352364118477,0.12317795003837247,0.10590806280159099,0.05590806280159098,0.20455384716800024,0.7954461528319998,0.3767918690585939,0.28014334952468756,0.21575223862997184,0.22816941527100917,0.18172820896719172,0.031742433998985985,0.2372629696993488,0.5492663873344735,1.0,0.4175494477307421,0.5249248440565775,1.389165466957494,0.07072234330206617,7.82027860430271,2.509789568334635,3.3177104796700956,145.59970214182326,-5.10702591327572e-15,0.0,-1.3988810110276972e-14,0.0,0.0,-5.451351370311386e-09,-1.2816101166435168e-09,-9.864756674721198e-09,-5.5140295524003236e-09,4.0,0.012,3.0
sigma4_n012,122.0,25.538939203886912,3.279287432372367,2.0297124470484635,1.464,1.54593661207337,2.1899014872394256,2.167447258975191,1.6198244870034482,0.02291719830227379,-1.6978233059946852,-2.0297124470484635,2.5619468827442606,0.5322344356957971,-0.08131611416920559,1.2241623100359857,-1.2735601343771252,-0.4232951241176893,0.7034472589751912,0.08193661207337,1.815287432372367,0.027608026082280773,0.03996657725325735,0.03055451411728235,0.018554514117282348,0.007538711877220352,0.053386189213799895,0.0413861892137999,0.003676865723001299,0.3289530730826738,0.12149628784046285,0.10855451411728236,0.05855451411728235,0.2132444509747712,0.7867555490252288,0.40541416060002056,0.28243313284800164,0.21712786945676477,0.2287891070565508,0.19491088531094558,0.03203239984183975,0.2359243078503663,0.5371324069968484,1.0,0.3983725123979862,0.5063485257797803,1.393598347104527,0.07671660229106814,7.78474987217646,2.560817393632399,3.294465766488665,145.99998581838685,-1.3322676295501878e-15,0.0,-1.021405182655144e-14,0.0,0.0,-1.0921451860934628e-08,-2.4968339271125295e-09,-1.9194945022338317e-08,-1.0799787531282079e-08,4.0,0.012,3.0
sigma4_n012,123.0,24.538939203886912,3.3076927668072984,2.0699047431317816,1.476,1.5779441916129928,2.197787338197166,2.2227684857810326,1.688402795126305,0.02677562309824011,-1.7346922789092516,-2.0699047431317816,2.724972757257321,0.6550680141255394,-0.02665427666472686,1.2242785937069158,-1.211181447280707,-0.3668651268439247,0.7467684857810326,0.10194419161299284,1.8316927668072984,0.029231079630441303,0.04042181972235433,0.03351603290514891,0.021516032905148908,0.00826089602899428,0.05730545290738576,0.04530545290738576,0.004051019020234747,0.33792737243984516,0.11961688522154228,0.11151603290514892,0.06151603290514891,0.22253869627278033,0.7774613037272197,0.43517351566739926,0.2848138812533919,0.2184427859145152,0.22947061779446207,0.20852413862649397,0.03225926684251596,0.23446185805663114,0.5247547364743589,1.0,0.37843374450284245,0.48675573007762185,1.398237429094037,0.08304211687066351,7.728568018346161,2.6116946831623395,3.269140710183064,146.36262088477108,0.0,0.0,-6.8833827526759706e-15,0.0,0.0,-1.6912128430329743e-08,-3.74016707188618e-09,-2.888737497125371e-08,-1.6367290007687774e-08,4.0,0.012,3.0
sigma4_n012,124.0,23.538939203886912,3.33781016861644,2.1105645077529047,1.488,1.6130857526113394,2.206482659392225,2.2821612431071903,1.7622147574086047,0.031043468699332832,-1.7719015567154015,-2.1105645077529047,2.8899450109396496,0.7793805031867449,0.029269772295704932,1.2233423537602743,-1.1467217071180837,-0.3089791644943752,0.7941612431071903,0.12508575261133936,1.84981016861644,0.031035991618431014,0.040902349105725745,0.03682896138608482,0.024828961386084817,0.009161330501025373,0.06153413925735762,0.049534139257357626,0.004497959534832674,0.34796654965480245,0.11754678473060876,0.11482896138608481,0.06482896138608481,0.23253134921652635,0.7674686507834736,0.46596711207852043,0.28727736896628164,0.21967958799847598,0.2302261031405036,0.22251055508417697,0.032423138811542934,0.23288443012359133,0.5121818759806888,1.0,0.35780203490739126,0.46621061921177837,1.4030703620981146,0.0896874100084317,7.65137923724423,2.662424033284269,3.2413550880299646,146.68858629293817,0.0,-4.440892098500626e-16,-3.774758283725532e-15,0.0,0.0,-2.3421471821022388e-08,-4.9880344646369146e-09,-3.8912202550422936e-08,-2.22151179292418e-08,4.0,0.012,3.0
sigma4_n012,125.0,22.538939203886912,3.3698336740306636,2.151719649858771,1.5,1.6517331279572303,2.216177315251016,2.3459506255224825,1.8416500195408412,0.03580076745586935,-1.8094913106279666,-2.151719649858771,3.057155769854369,0.9054361199955978,0.08668517833312817,1.2211649019985875,-1.0797917035675848,-0.24936923544728337,0.8459506255224825,0.15173312795723026,1.8698336740306636,0.033047834629569395,0.04141353107870529,0.040535157691618855,0.028535157691618854,0.01026384916088327,0.06610464312828412,0.05410464312828413,0.0050326931766431215,0.35919744755036015,0.11529461403786571,0.11853515769161886,0.06853515769161886,0.24333533155616616,0.7566646684438338,0.49767471420682174,0.2898139771365458,0.2208215113756023,0.23107028317712633,0.2368058893947068,0.03252512767692671,0.23120385513854727,0.49946512778981916,1.0,0.33655794148142937,0.4447914056481569,1.408081781119857,0.09663616912386377,7.55301136165407,2.7130224024250125,3.2106611507536402,146.97919039441967,0.0,0.0,-2.4424906541753444e-15,0.0,0.0,-3.040826225542137e-08,-6.2114378224231714e-09,-4.9182451701546004e-08,-2.8311136877554044e-08,4.0,0.012,3.0
sigma4_n012,126.0,21.538939203886912,3.4039847060851955,2.1934038287187407,1.512,1.6943032585101405,2.227086955864557,2.4144975158503708,1.927138153495905,0.041144251439854784,-1.8475095019820547,-2.1934038287187407,3.2269516947170835,1.0335478659983428,0.14584362733517886,1.2175141255090085,-1.0099462865975601,-0.18773626769710383,0.9024975158503707,0.1823032585101405,1.8919847060851955,0.035296481739193336,0.04196152126387264,0.04468320505436931,0.03268320505436931,0.011596331486588778,0.0710563969730238,0.0590563969730238,0.005673770349101659,0.37176728804354336,0.1128703966524292,0.12268320505436932,0.07268320505436932,0.2550855314366761,0.7449144685633239,0.5301592973709081,0.29241274378967264,0.22185295606599348,0.23202106037697165,0.2513397549293209,0.0325673898550978,0.22943514527077746,0.48665770994480384,1.0,0.31479327076149155,0.4225898194307009,1.4132532648422287,0.10386697430918745,7.433473668074578,2.763522346323177,3.1765316133469383,147.23605099966258,-4.440892098500626e-16,0.0,-4.440892098500626e-16,0.0,0.0,-3.777291566336993e-08,-7.37304282211193e-09,-5.952624659161243e-08,-3.45734552983229e-08,4.0,0.012,3.0
sigma4_n012,127.0,20.538939203886912,3.4405174369892713,2.23565731020377,1.524,1.7412656510024715,2.2394575262027536,2.488206430643623,2.0191577260256173,0.047191422413742856,-1.8860127053820364,-2.23565731020377,3.399741449900881,1.164084139697111,0.2070209529268212,1.2121023831973279,-0.9366746190581413,-0.12374627702198204,0.9642064306436229,0.21726565100247153,1.9165174369892712,0.03781777887516831,0.04255340244392619,0.049329937166421,0.037329937166420996,0.013191669534701404,0.07643754544650605,0.06443754544650605,0.006444395906912703,0.38584829444369995,0.11028531953284365,0.127329937166421,0.07732993716642099,0.26794352532587956,0.7320564746741205,0.563267787795924,0.29506142302367394,0.2227600108885631,0.23310033506369762,0.2660363591662596,0.032553152966066284,0.22759664909697305,0.473813838770701,1.0,0.29261058217673086,0.3997103943476333,1.4185633084364206,0.11135305865700945,7.292952025059348,2.813973100328877,3.138344940618582,147.46107032890072,-4.440892098500626e-16,-4.440892098500626e-16,-4.440892098500626e-16,0.0,0.0,-4.532959482772547e-08,-8.42341638107591e-09,-6.964909100848349e-08,-4.08441430330142e-08,4.0,0.012,3.0
