scenario,time,time_to_terminal,log_capital,log_capability,log_population,log_consumption,log_shadow_value,log_output,log_service_composite,log_wage,log_ai_price,log_ai_marginal_cost,log_ai_services,log_inference_compute,log_human_research,log_production_labor,log_automated_research,log_effective_research,log_output_per_capita,log_consumption_per_capita,log_capital_per_capita,capital_growth,capability_growth,consumption_growth,consumption_per_capita_growth,shadow_growth,output_growth,output_per_capita_growth,wage_growth,output_capital_ratio,capability_growth_to_output_capital,gross_capital_return,net_capital_return,human_research_share,production_labor_population_share,ai_share,inverse_demand_elasticity,monopoly_soc_margin,automated_research_share,inference_share,research_resource_share,investment_share,consumption_share,resource_share_sum,production_labor_share,aggregate_labor_share,ai_markup,ai_profit_share,shadow_capability_to_output,shadow_capability_to_capital,human_to_automated_research_ratio,singularity_time_estimate,monopoly_foc_log_error,research_compute_foc_log_error,research_human_foc_log_error,labor_market_error,euler_residual,capital_law_residual,capability_law_residual,consumption_euler_path_residual,shadow_costate_residual
equilibrium_sigma_6.28,0.0,66.87757583206736,0.9200248718261719,-1.0155321733241027e-23,0.0,-0.5288028705237975,1.81344289785845,0.07705578546497238,-0.33813794363830507,-0.2506860842030189,0.17344746545227707,1.0155321733241027e-23,-11.442240616226117,-11.442240616226117,-2.6568366449829326,-0.07275333655794906,-4.396287230203281,-3.111457765105665,0.07705578546497238,-0.5288028705237975,0.9200248718261719,0.140670104457233,0.024258563866757836,0.09104211073355409,0.05204211073355409,0.07627229385042456,0.06935478818761998,0.030354788187619976,0.035126501783944164,0.4304306385865276,0.056358822286488426,0.1420421107335541,0.0920421107335541,0.07016984315163075,0.9298301568483692,1.7639473237668316e-05,0.15923868098265923,0.13388425596119663,0.18410724147549956,9.93649314666896e-06,0.011409111189229122,0.44297521450463245,0.5456057378129917,0.9999999999999999,0.6699881815529307,0.7205489912521607,1.1893982006317496,1.8819539225688109e-06,5.676796700079442,2.443467228741086,5.694214077723727,18.341791641098215,1.5543122243198974e-15,2.220446049250313e-16,-9.319767180215877e-13,0.0,0.0,0.0,0.0,0.0,0.0
equilibrium_sigma_6.28,1.0,65.87757583206736,1.0518677747077556,0.024775467130333892,0.039,-0.4424333441101528,1.8847063563705013,0.14355221165380866,-0.303827095522016,-0.21849933392157966,0.14867325537798592,-0.024775467130333892,-11.050222298547684,-11.074997765678019,-2.5575996507850762,-0.038449849913502206,-4.2326767354441674,-3.0002124697614296,0.10455221165380865,-0.48143334411015276,1.0128677747077557,0.12372268659899037,0.025283668503267347,0.08205693128495983,0.04305693128495983,0.06662025107353654,0.06386749794543012,0.02486749794543012,0.02948221877463464,0.40320282207563585,0.06270707226975818,0.13305693128495982,0.08305693128495982,0.07452656419428388,0.9254734358057162,2.3828607859352947e-05,0.1592397378660937,0.1338858648031118,0.18899130744345027,1.3422878215377488e-05,0.012572681583667976,0.43085682214397336,0.5565570733941433,1.0,0.6699840348327342,0.7239365376807891,1.1893996957728847,2.542289050388983e-06,5.847005277817357,2.357529028707096,5.339206704139287,20.580391447304798,-9.853229343548264e-16,-4.440892098500626e-16,-1.742883615207802e-12,0.0,0.0,-1.784043680980174e-07,1.2164425265692724e-09,-8.877031831833193e-08,-8.956397658244075e-08
equilibrium_sigma_6.28,2.0,64.87757583206736,1.1686656860629492,0.05055136448426802,0.078,-0.3640775311859066,1.9473052206177108,0.20517843842314565,-0.2693749820561606,-0.19132376487508573,0.12289891912843487,-0.05055136448426802,-10.68325392188878,-10.733805286373046,-2.46367539220912,-0.004006878513763315,-4.084401338777823,-2.8959024858795486,0.12717843842314563,-0.4420775311859066,1.0906656860629491,0.11037926975103528,0.02626078081051533,0.07491478980912716,0.035914789809127164,0.058842326247755844,0.059548951717308674,0.020548951717308674,0.025037444879028037,0.3815599691185671,0.06882477968320355,0.12591478980912715,0.07591478980912715,0.07873437826370454,0.9212656217362954,3.151471827016982e-05,0.1592410503795976,0.13388786275974657,0.19319184833966804,1.7752508558375285e-05,0.013710685629660626,0.42032519847803673,0.5659463633837443,1.0,0.6699788851387589,0.7272374756327712,1.1894015525514123,3.362352682638491e-06,6.005514597384958,2.2914639643193087,5.056759921948086,22.69103084146037,1.3530843112619095e-15,0.0,-3.0419000651704664e-12,0.0,0.0,1.4669421066759725e-08,-1.1686103820740534e-10,7.3656829246981914e-09,7.442118990508284e-09
equilibrium_sigma_6.28,3.0,63.877575832067365,1.273496259217525,0.07728343244465265,0.11699999999999999,-0.29215488592639316,2.0028486791360454,0.26293177813945745,-0.2348089364213818,-0.1681346708042702,0.09616878142076679,-0.07728343244465265,-10.335206404617837,-10.41248983706249,-2.3740790221468004,0.030547863188320368,-3.9484267805613715,-2.797262014192375,0.14593177813945746,-0.40915488592639315,1.156496259217525,0.09965618054511123,0.027197052154092953,0.06912443614562505,0.03012443614562505,0.05244259799517277,0.05607881882890853,0.017078818828908528,0.02146547263381926,0.36401344286553045,0.07471441697316593,0.12012443614562505,0.07012443614562505,0.08282055313326485,0.9171794468667351,4.1018317007744076e-05,0.1592426732552801,0.13389033313295842,0.19683203902749002,2.310592187184897e-05,0.01482621236983855,0.41112816979233224,0.5740225119159573,0.9999999999999999,0.6699725177276047,0.7304704875543846,1.189403848399206,4.376350523339558e-06,6.154603469542302,2.240358398420232,4.827591834859961,24.688399820485113,-1.4016565685892601e-15,0.0,3.2081559631080836e-12,0.0,0.0,8.017306156460347e-08,-7.346696584420442e-10,4.059700990655113e-08,4.107939684944162e-08
equilibrium_sigma_6.28,4.0,62.877575832067365,1.3686300207256785,0.10493372150770434,0.156,-0.22548961966415373,2.052537036262448,0.3175468383834916,-0.20015084844176464,-0.14817547843692172,0.0685208731071576,-0.10493372150770434,-10.001589666608194,-10.106523388115898,-2.288068421786578,0.06519200892152813,-3.8224977954725787,-2.7033309647325687,0.16154683838349163,-0.38148961966415373,1.2126300207256786,0.09089555720281693,0.02809804390024835,0.06435443961839515,0.025354439618395154,0.047085992463101065,0.05324310752341521,0.014243107523415212,0.018547696362947175,0.3495589079345307,0.080381427171385,0.11535443961839514,0.06535443961839514,0.08680696472334469,0.9131930352766553,5.273991096186141e-05,0.1592446748854324,0.1338933800106822,0.2000064746179293,2.9708711861459635e-05,0.015922140822109777,0.40306670493777097,0.5809814455282579,1.0000000000000002,0.6699646642596555,0.7336506503870643,1.1894066800751257,5.627028482987503e-06,6.296059234756381,2.200843590392558,4.638677822972214,26.585232158859984,9.020562075079397e-16,0.0,1.4468981568427353e-13,0.0,0.0,-2.5490722171950253e-08,2.655929053074768e-10,-1.3002952478635699e-08,-1.3178062120700051e-08
equilibrium_sigma_6.28,5.0,61.877575832067365,1.4557879486501693,0.1334692428832369,0.195,-0.16318388058047434,2.0972894035051266,0.36957957197997976,-0.1654185836933972,-0.13087227461733758,0.03998828457487846,-0.1334692428832369,-9.679025801510914,-9.81249504439415,-2.2050706518202263,0.09990709804910534,-3.704893617867349,-2.6133636180493793,0.17457957197997975,-0.35818388058047435,1.2607879486501692,0.08364088316342706,0.028968175630287033,0.06037292755321116,0.021372927553211157,0.04253772927546423,0.0508935100612673,0.0118935100612673,0.016132332789908777,0.33749371985821564,0.08583322866706036,0.11137292755321117,0.061372927553211165,0.09071154412729755,0.9092884558727025,6.717969442986088e-05,0.15924714068539914,0.1338971333815885,0.20278943091890755,3.784261852045704e-05,0.01700116870650701,0.3959803554850469,0.5869806331899255,0.9999999999999999,0.669954989604732,0.7367903829392985,1.1894101684235985,7.1677767475497445e-06,6.431315302010268,2.170528524856509,4.480895729432587,28.3926399940587,1.3322676295501878e-15,4.440892098500626e-16,1.6653345369377348e-16,0.0,0.0,-3.626100127107623e-08,4.233299891187592e-10,-1.8633831276593238e-08,-1.8915161985322282e-08
equilibrium_sigma_6.28,6.0,60.877575832067365,1.5363039406610797,0.16286098411463637,0.23399999999999999,-0.10453713622573392,2.1378249494369412,0.4194602689008602,-0.13062691271238233,-0.11577988045867932,0.010600155202338257,-0.16286098411463637,-9.364917595168,-9.527778579282637,-2.124634508095287,0.13467761661610272,-3.5942726858250937,-2.5267693838274448,0.1854602689008602,-0.3385371362257339,1.3023039406610797,0.0775654941793142,0.029811020223890726,0.05701271835103105,0.01801271835103105,0.03862826124961062,0.04892406474443778,0.009924064744437779,0.014110704067982205,0.3273112677303971,0.09107850282882946,0.10801271835103105,0.05801271835103104,0.09454924131326828,0.9054507586867317,8.496253679064991e-05,0.15925017736058186,0.13390175562361029,0.20524030322403097,4.7859599284281844e-05,0.018065830280275655,0.38973755796390297,0.5921487521565371,1.0,0.6699430751003501,0.739900064882642,1.1894144644130107,9.065300365453588e-06,6.561542185964683,2.1476666911545816,4.347661775586896,30.120370629592443,-2.7200464103316335e-15,-4.440892098500626e-16,-2.7755575615628914e-16,0.0,0.0,1.1301064958835205e-08,-1.4608889792322444e-10,5.847574598150107e-09,5.9458168319426186e-09
equilibrium_sigma_6.28,7.0,59.877575832067365,1.6112314179585678,0.19308316914117482,0.273,-0.04899288629449643,2.174716658701803,0.46752831732655425,-0.09578813522354204,-0.10254646003433426,-0.019617580253951772,-0.19308316914117482,-9.057231617530215,-9.25031478667139,-2.0463987371984613,0.16949033532349733,-3.4895700740795768,-2.4430729106403795,0.19452831732655423,-0.32199288629449646,1.3382314179585677,0.0724295101433995,0.030629505594468687,0.054150173674274764,0.015150173674274764,0.03523199349544294,0.047257106787212955,0.008257106787212955,0.012402946261425019,0.31863688992204475,0.09612667761715307,0.10515017367427477,0.05515017367427477,0.09833269162310379,0.9016673083768962,0.00010686972928942846,0.15925391832765762,0.13390744974566748,0.2074073165723057,6.019970512014577e-05,0.019118508314888028,0.3842289264540341,0.5965923655259576,0.9999999999999999,0.669928397281376,0.742988451569042,1.1894197568079992,1.1403013503771288e-05,6.687709979389602,2.130951108533325,4.234102312325325,31.777008998645563,-4.3021142204224816e-15,4.440892098500626e-16,2.7755575615628914e-16,0.0,0.0,2.2520777617773824e-08,-3.1872960520873406e-10,1.172805867005744e-08,1.1946189933109697e-08
equilibrium_sigma_6.28,8.0,58.877575832067365,1.6814156000085647,0.22411268838503162,0.312,0.00389771736189987,2.208428071062778,0.5140557710602973,-0.06091250289929703,-0.09088952254796101,-0.050641613543275454,-0.22411268838503162,-8.75435161769738,-8.978464306082412,-1.9700700653182606,0.20433383868496613,-3.3899275272266216,-2.3618863817802898,0.20205577106029732,-0.30810228263810013,1.3694156000085647,0.06805283747967844,0.031426056880463495,0.051691857093770076,0.012691857093770076,0.032253847168199894,0.04583446949535386,0.006834469495353858,0.01094904761161919,0.3111874457386972,0.1009875472510283,0.10269185709377009,0.052691857093770084,0.10207269072809658,0.8979273092719035,0.00013387936352492392,0.1592585306097841,0.13391446986722907,0.20933013138682616,7.541381498335111e-05,0.0201614422474265,0.37936246817234043,0.6004006757652497,1.0,0.6699103008264382,0.7460629539930623,1.189426281928604,1.4285358578347898e-05,6.810632461987037,2.119383319710801,4.136530785024123,33.370140077978036,-4.3021142204224816e-15,-4.440892098500626e-16,3.885780586188048e-15,0.0,0.0,-1.3635172352310931e-08,2.1009494838297726e-10,-7.139238922260205e-09,-7.285672239121244e-09
equilibrium_sigma_6.28,9.0,57.877575832067365,1.747543922885086,0.2559286502553894,0.351,0.0545014193975866,2.2393391074213373,0.5592637977638598,-0.026008502668982976,-0.0805791810339902,-0.08245080397646554,-0.2559286502553894,-8.454976615294623,-8.710905265550013,-1.8954075888252335,0.23919818045954377,-3.29464436770565,-2.2828897455041712,0.20826379776385984,-0.2964985806024134,1.396543922885086,0.06429765882921598,0.03220269953145723,0.04956582913510434,0.010565829135104343,0.02962048439472072,0.04461178489734152,0.005611784897341522,0.009703033585634069,0.30474493677304343,0.10567099119825558,0.10056582913510434,0.05056582913510434,0.10577854283966376,0.8942214571603362,0.00016721775873267518,0.15926422361854536,0.13392313456066865,0.2110417209144889,9.419258798263182e-05,0.021196734006494078,0.37506007495815535,0.6036489984473681,1.0000000000000002,0.6698879641016491,0.7491298254337644,1.1894343360812067,1.7843310368260537e-05,6.930999008707792,2.1121868546826823,4.052106133375547,34.90648157274746,-6.5503158452884236e-15,0.0,5.773159728050814e-15,0.0,0.0,-9.98964641563127e-09,1.6511971651089752e-10,-5.25871359652319e-09,-5.377792454408503e-09
equilibrium_sigma_6.28,10.0,56.877575832067365,1.8101820898676049,0.2885120216133896,0.39,0.10312124818625806,2.267764673056805,0.6033344546047901,0.008916962609672344,-0.07142618359346387,-0.11502580556360975,-0.2885120216133896,-8.158048337037618,-8.446560358651007,-1.8222114170886057,0.2740746248227803,-3.203142201087964,-2.20581627131767,0.21333445460479006,-0.28687875181374195,1.420182089867605,0.06105673742117615,0.03296113594590503,0.04771580044581849,0.008715800445818489,0.027274407696654276,0.04355468463612677,0.004554684636126773,0.008629080563704594,0.299138789229753,0.1101867665867608,0.0987158004458185,0.0487158004458185,0.10945832266726914,0.8905416773327308,0.0002084250548280177,0.15927126035490405,0.13393384386135235,0.21256975420827634,0.00011740338554953491,0.022226352252128607,0.3712548870948302,0.6064013572674917,1.0,0.6698603552132651,0.7521942793509336,1.18944429141571,2.2241401185236947e-05,7.049398119544319,2.1087484182789855,3.978603124708599,36.391993860867366,-1.5987211554602254e-14,-4.440892098500626e-16,8.104628079763643e-15,0.0,0.0,6.640493335763331e-09,-1.1653333853445247e-10,3.5122371330742475e-09,3.6005120690463244e-09
equilibrium_sigma_6.28,11.0,55.877575832067365,1.869800406341203,0.32184533504347757,0.429,0.15001003431032234,2.2939683442978227,0.6464193122806915,0.04385847490760373,-0.06327317422428835,-0.14834875726161822,-0.32184533504347757,-7.8626984791025345,-8.184543814146013,-1.7503142350900258,0.3089554472559406,-3.114939000351027,-2.1304417792755483,0.2174193122806915,-0.27898996568967765,1.440800406341203,0.05824540323876663,0.033702803726981374,0.046097105016632604,0.007097105016632604,0.025169890382069772,0.0426362053984608,0.0036362053984608025,0.007698850583715,0.29423365156555337,0.11454435462312375,0.09709710501663261,0.04709710501663261,0.11311907714182862,0.8868809228581713,0.00025943899179671314,0.15927997171573294,0.13394710098218685,0.21393763427905516,0.00014613742286932483,0.023252135245914417,0.3678892698466554,0.6087124574845609,1.0,0.6698261758754961,0.7552605525856076,1.1894566161826339,2.7686701634472953e-05,7.166335005272832,2.1085769169434743,3.914254012309913,37.8319719613717,-2.7478019859472624e-14,0.0,1.1435297153639112e-14,0.0,0.0,7.584661981807628e-09,-1.398825499876466e-10,4.027268837858422e-09,4.140888940767917e-09
equilibrium_sigma_6.28,12.0,54.877575832067365,1.9267933763268037,0.35591244755729223,0.46799999999999997,0.19538053566956093,2.3181726227878703,0.6886459026419217,0.07881207231951713,-0.0559881961445754,-0.18240301990305507,-0.35591244755729223,-7.568209716580699,-7.924122164137992,-1.6795749194818668,0.3438337780489666,-3.029629728583433,-2.0565764644709428,0.22064590264192174,-0.27261946433043904,1.4587933763268037,0.0557959383037477,0.034428920824945114,0.04467386620667454,0.005673866206674538,0.023270106952101587,0.041834981049926334,0.002834981049926334,0.006889621345929076,0.2899208066868926,0.11875284571116523,0.09567386620667455,0.045673866206674546,0.116766984034804,0.883233015965196,0.0003227020608906993,0.15929077479141707,0.13396354006719385,0.21516528977840035,0.00018177006172171402,0.024275792193065755,0.36491323100519907,0.6106292067400132,0.9999999999999997,0.6697837896192032,0.7583319209226619,1.1894719006465522,3.444031907505449e-05,7.282244810026874,2.1112742898144288,3.857636958518702,39.23112279907943,-5.651035195342047e-14,-4.440892098500626e-16,1.554312234475219e-14,0.0,0.0,-6.958683990143655e-09,1.3501900986145898e-10,-3.7048454928911845e-09,-3.822429660987892e-09
equilibrium_sigma_6.28,13.0,53.877575832067365,1.9814945363196315,0.39069833951033217,0.507,0.23941315424163284,2.3405667481775803,0.7301226389667151,0.11377528653915929,-0.04945978291711384,-0.21717294722367075,-0.39069833951033217,-7.273986439967233,-7.664684779477565,-1.609873623424626,0.3787034760205004,-2.9468716060712588,-1.984058586408968,0.22312263896671514,-0.26758684575836716,1.4744945363196313,0.053653563455381734,0.03514052123589369,0.043416963689466785,0.004416963689466785,0.02154506889759072,0.0411339624983853,0.0021339624983853014,0.006182946544197598,0.28611201118020235,0.12282085289233481,0.09441696368946678,0.04441696368946678,0.12040747980333825,0.8795925201966618,0.0004012987243218616,0.15930419629808323,0.1339839617035483,0.21626978752948167,0.0002260380028908002,0.02529890297051517,0.36228315975905484,0.6121918992675393,1.0,0.6697311298547043,0.7614106696871001,1.1894908902798058,4.2832142404847055e-05,7.397502540516239,2.1165143295777575,3.8075958620991153,40.59363039787414,-1.1007861289158427e-13,0.0,2.120525977034049e-14,0.0,0.0,-2.9983536625755036e-09,6.007085801007506e-11,-1.5987090887237265e-09,-1.6578053547988691e-09
equilibrium_sigma_6.28,14.0,52.877575832067365,2.0341878599896805,0.4261889455384054,0.546,0.28226191357575064,2.361312741775768,0.7709426498544375,0.14874724784752674,-0.04359319608683143,-0.2526436810368162,-0.4261889455384054,-6.979532518953977,-7.405721464492383,-1.5411079286320677,0.41355902339304307,-2.866372737618122,-1.9127495206116256,0.22494264985443746,-0.2637380864242494,1.4881878599896805,0.05177351805148936,0.03583848382670604,0.042302550527697234,0.0033025505276972345,0.019970112968579878,0.04051950102001989,0.001519501020019888,0.00556367737880592,0.28273500159908255,0.12675644551969872,0.09330255052769724,0.04330255052769724,0.12404536560490134,0.8759546343950987,0.0004991313435860369,0.1593209026198824,0.1340093784038738,0.21726581242902196,0.00028113822255808595,0.026322916024103738,0.3599608024329578,0.6134351433203804,1.0,0.6696655819997973,0.7644980181676225,1.1895145283333015,5.327977764455871e-05,7.512430416530313,2.1240270258306944,3.7631817474101252,41.92321093691061,-2.2365442831073779e-13,4.440892098500626e-16,2.7755575615628914e-14,0.0,0.0,3.902130521482583e-09,-8.001918572198008e-11,2.079183464287482e-09,2.171620012286768e-09
