sigma_xl,terminal_output_capital_ratio,duration,mesh_nodes,max_rms_residual,target_kappa,target_denominator,target_inference_share,target_capability_growth_to_z,target_investment_share,target_research_share,target_consumption_share,target_shadow_capability_to_capital,target_singularity_rate,terminal_time,terminal_time_to_terminal,terminal_log_capital,terminal_log_capability,terminal_log_population,terminal_log_consumption,terminal_log_shadow_value,terminal_log_output,terminal_log_wage,terminal_log_ai_services,terminal_log_human_research,terminal_log_production_labor,terminal_log_automated_research,terminal_log_effective_research,terminal_log_output_per_capita,terminal_log_consumption_per_capita,terminal_log_capital_per_capita,terminal_capital_growth,terminal_capability_growth,terminal_consumption_growth,terminal_consumption_per_capita_growth,terminal_shadow_growth,terminal_capability_growth_to_output_capital,terminal_gross_capital_return,terminal_net_capital_return,terminal_human_research_share,terminal_ai_share,terminal_automated_research_share,terminal_inference_share,terminal_research_resource_share,terminal_investment_share,terminal_consumption_share,terminal_resource_share_sum,terminal_production_labor_share,terminal_aggregate_labor_share,terminal_shadow_capability_to_capital,terminal_output_growth,terminal_output_per_capita_growth,terminal_wage_growth
2.0,100.00000000000075,208.99617833201404,346,2.9302896210946145e-05,2.03030303030303,2.38030303030303,0.4488999999999999,0.06238701464035648,0.20333545512412476,0.0848652450668364,0.262899299809039,3.022895622895622,0.12666454487587525,208.99617833201404,0.0,14.058697594053138,6.288030910268431,2.5079541399841685,17.32788356945566,8.87688187132984,18.663867780041237,7.506490261399202,24.15091298224305,2.4100714030973895,0.13542687011910637,16.184973509083328,14.089116144945654,16.15591364005707,14.819929429471493,11.55074345406897,20.3878550919895,6.174709680669961,32.92200000000025,32.91000000000025,14.086892737478351,0.061747096806699146,33.00000000000025,32.95000000000025,0.9067552264607174,0.999975613310381,0.9981083490014397,0.4488862751496125,0.08383587412145677,0.20437855091989346,0.2628992998090373,1.0,1.6339082044740658e-05,0.0001752278591556366,3.022895622895628,9.437110019525782,9.425110019525782,4.611903436815088
