scenario,time,time_to_terminal,log_capital,log_capability,log_population,log_consumption,log_shadow_value,log_output,log_wage,log_ai_services,log_human_research,log_production_labor,log_automated_research,log_effective_research,log_output_per_capita,log_consumption_per_capita,log_capital_per_capita,capital_growth,capability_growth,consumption_growth,consumption_per_capita_growth,shadow_growth,output_capital_ratio,capability_growth_to_output_capital,gross_capital_return,net_capital_return,human_research_share,ai_share,automated_research_share,inference_share,research_resource_share,investment_share,consumption_share,resource_share_sum,production_labor_share,aggregate_labor_share,shadow_capability_to_capital,output_growth,output_per_capita_growth,wage_growth
equilibrium_sigma_2,15.0,193.99617833201404,1.6053306632490771,0.04570215239787716,0.18,0.08401683462941503,-0.5234439901535619,0.38581225527810553,-0.21996837418503418,-4.310783388162775,-6.908601857673086,0.17916508816941523,-8.586617022855604,-7.351769617650291,0.20581225527810554,-0.09598316537058496,1.4253306632490772,0.024334954551205712,0.003541794845653245,0.019472885948171835,0.007472885948171835,0.024493934239787782,0.2953723816611268,0.011990947920502114,0.09747288594817184,0.04747288594817184,0.0008345633886818519,0.025799334705835078,0.18876624523218008,0.008718589612411665,0.0001268596401779541,0.2516652170834588,0.7394893336639516,1.0,0.6527144457470905,0.6532596323195281,0.12454695307959678,0.016331021338938823,0.004331021338938822,0.004155048910637005
equilibrium_sigma_2,16.0,192.99617833201404,1.6290379784112996,0.04927571924578059,0.192,0.10311379694216877,-0.49930391316204853,0.40192219159626674,-0.21603019894937317,-4.283655509981314,-6.86778319966293,0.19114066658123965,-8.537922014374125,-7.30946179361206,0.20992219159626674,-0.08888620305783124,1.4370379784112997,0.023103544748638266,0.0036053591439683466,0.01873515347165438,0.006735153471654379,0.02380070798661567,0.293136828701983,0.012299236366624298,0.09673515347165439,0.046735153471654384,0.0008589642975383471,0.025990437248010118,0.18937005128663173,0.008783736250231598,0.00013106145718331532,0.24938369249726328,0.7417015097953218,1.0,0.6525864070438332,0.6531474373735657,0.12504692997651998,0.01591323000646247,0.00391323000646247,0.0037451751049489973
equilibrium_sigma_2,17.0,191.99617833201404,1.651582490768972,0.05291292826587077,0.20400000000000001,0.12151363126263506,-0.47581538305939314,0.41763871529103047,-0.21247802397513618,-4.25717737228886,-6.827359242360971,0.2031158795197082,-8.49039370712369,-7.267690546802114,0.21363871529103046,-0.08248636873736495,1.447582490768972,0.022006363364850512,0.003669096430497787,0.018076896782454437,0.006076896782454436,0.02318906167927477,0.29114211146198316,0.01260242433522672,0.09607689678245444,0.04607689678245444,0.0008837297609361448,0.026174639888189074,0.1899159440094837,0.008846538593519492,0.0001352977811486356,0.24732376571450737,0.7436943979108247,1.0000000000000002,0.6524629912749133,0.653040102248355,0.12562111254506644,0.015541193755933685,0.003541193755933685,0.0033801013728155527
equilibrium_sigma_2,18.0,190.99617833201404,1.6730900051467477,0.05661400228929805,0.216,0.13929091794196596,-0.45290184526608435,0.4330045791081341,-0.20926999620374206,-4.23126424563541,-6.787267963530884,0.21509067986122046,-8.443886372750814,-7.226379172360143,0.21700457910813412,-0.07670908205803403,1.4570900051467477,0.021027104722456585,0.0037331044141699736,0.017488634355691847,0.005488634355691847,0.022649260984641314,0.28935949804755107,0.012901267936110756,0.09548863435569185,0.04548863435569185,0.0009089068325075265,0.026352868387155292,0.1904099833013553,0.008907311460964072,0.0001395774446648189,0.24546318749414112,0.74548992360023,1.0,0.6523435781806058,0.6529370371148369,0.12626431285252715,0.01520936696647815,0.003209366966478149,0.00305438492630164
equilibrium_sigma_2,19.0,189.99617833201404,1.693671300206354,0.06037925782927771,0.228,0.15651148417916574,-0.43049573522994633,0.44805744922398677,-0.2063692541225329,-4.205841259042512,-6.7474543523726735,0.22706502138396603,-8.398271277430187,-7.185459602823915,0.22005744922398676,-0.07148851582083426,1.465671300206354,0.02015175790049742,0.0037974741067753324,0.016962189154897216,0.004962189154897215,0.022172904030960137,0.2877642095602946,0.01319647816028927,0.09496218915489722,0.04496218915489722,0.0009345416597199572,0.026525954327875394,0.1908575459743921,0.008966337730055432,0.00014390909727382453,0.2437820811965801,0.7471076719760907,1.0,0.6522276106003234,0.6528377146416925,0.12697211575599254,0.01491299545277272,0.00291299545277272,0.0027633611584862577
equilibrium_sigma_2,20.0,188.99617833201404,1.713424098310382,0.06420909956312801,0.24,0.17323352473140335,-0.408537334029398,0.46283057001367955,-0.20374327388676955,-4.180842096082773,-6.707869541458892,0.23903885858829726,-8.353434506044877,-7.144871350125996,0.22283057001367956,-0.06676647526859664,1.473424098310382,0.019368236284593027,0.003862290518572866,0.01649048354146137,0.004490483541461369,0.021752712086087096,0.286334798610489,0.013488722074004256,0.09449048354146138,0.04449048354146137,0.0009606796632431192,0.026694646022897194,0.19126340782503728,0.009023872027654702,0.00014830122092360535,0.2422626820813247,0.748565144670097,1.0000000000000002,0.6521145871646589,0.6527416628054675,0.1277407661960205,0.014647961278090232,0.002647961278090232,0.0025029909841201153
equilibrium_sigma_2,21.0,187.99617833201404,1.7324348637631934,0.0681040144988202,0.252,0.18950863166959547,-0.38697371626343147,0.47735337178016723,-0.20136327215429267,-4.156207805269154,-6.668470002937056,0.25101214646667763,-8.309274964058087,-7.1045605205105655,0.22535337178016723,-0.06249136833040453,1.4804348637631934,0.018666064082406925,0.003927633411708517,0.016067363865693705,0.004067363865693705,0.02138235036721084,0.28505261777482943,0.013778626003747343,0.09406736386569371,0.04406736386569371,0.0009873657666479572,0.02685961912866809,0.19163182111248311,0.009080144326119826,0.00015276216306158157,0.2408890843326619,0.7498780091781566,0.9999999999999999,0.6520040551837923,0.6526484579288069,0.12856706996913786,0.014410700674078486,0.0024107006740784857,0.0022697798014605364
equilibrium_sigma_2,22.0,186.99617833201404,1.750780283644184,0.07206456704552199,0.264,0.20538264547127733,-0.3657578805739246,0.4916519713618365,-0.19920371428384848,-4.1318858205241185,-6.629216881418447,0.2629848403056314,-8.26570272679859,-7.064478996208283,0.2276519713618365,-0.05861735452872269,1.486780283644184,0.018036124893867564,0.003993577923322953,0.015687459369179292,0.003687459369179292,0.021056283887779526,0.28390139202781606,0.014066778238733223,0.0936874593691793,0.043687459369179296,0.0010146445940838497,0.02702148549701109,0.19196657900391623,0.009135362942775857,0.00015730016512412816,0.23964702817378764,0.7510603087183124,1.0,0.6518956047170025,0.6525577188787905,0.12944831400395346,0.01419811210339389,0.0021981121033938893,0.0020606870370754593
equilibrium_sigma_2,23.0,185.99617833201404,1.7685285209828994,0.07609139466687789,0.276,0.22089637809039525,-0.3448480109782779,0.505749595986955,-0.19724189808014175,-4.107829132377963,-6.590075424746702,0.2749568955016751,-8.222637637719433,-7.024583736009272,0.229749595986955,-0.05510362190960477,1.4925285209828993,0.017470456029090572,0.00406019511014791,0.015346066265049342,0.003346066265049342,0.02076965899990311,0.2828668674698465,0.01435373165639742,0.09334606626504935,0.043346066265049346,0.0010425606539396536,0.02718080082241956,0.1922710708400054,0.009189717132318847,0.000161923390342164,0.23852371482242576,0.7521246446549132,1.0,0.6517888634489788,0.6524691020627008,0.13038220059717154,0.014007486368848215,0.002007486368848215,0.0018730573642457837
equilibrium_sigma_2,24.0,184.99617833201404,1.785740281072043,0.08018520404497406,0.28800000000000003,0.23608623050031352,-0.32420684605100886,0.519666944099533,-0.1954575995553569,-4.083995582850326,-6.55101449589519,0.28692826738896227,-8.180008111818351,-6.984836174559482,0.23166694409953292,-0.05191376949968651,1.497740281072043,0.01696207909472401,0.004127552426614394,0.015039051860019657,0.003039051860019657,0.020518205395930682,0.28193652078793835,0.014640006250623266,0.09303905186001966,0.04303905186001966,0.0010711585107552927,0.02733807127964512,0.19254832975019692,0.009243379337774109,0.0001666399508568169,0.23750764501024071,0.7530823357011284,1.0,0.6516834922426377,0.6523822970924344,0.131366792827492,0.013836449005793505,0.001836449005793505,0.0017045640294999498
equilibrium_sigma_2,25.0,183.99617833201404,1.8024697231359101,0.08434676769617297,0.3,0.250984722537414,-0.3038011377554362,0.533422493998542,-0.19383277002114185,-4.060347262656652,-6.512006152652541,0.2988989110768592,-8.137750109507271,-6.945201704293241,0.23342249399854204,-0.04901527746258599,1.50246972313591,0.01650485957701979,0.004195714146006981,0.014762774765427776,0.002762774765427776,0.0202981545384288,0.28109931747099326,0.014926091545704087,0.09276277476542778,0.04276277476542778,0.0011004829471640346,0.027493759307595466,0.1928010738411502,0.009296507152662814,0.00017145793412654388,0.23658847760767848,0.7539435573055321,0.9999999999999999,0.651579181263911,0.652297023014224,0.13240046899923968,0.013682912593123597,0.001682912593123597,0.0015531619522492213
equilibrium_sigma_2,26.0,182.99617833201404,1.8187652440601147,0.08857692097872086,0.312,0.2656209499157235,-0.28360118473337204,0.5470327692857802,-0.19235127565085847,-4.036849993049659,-6.473025283869266,0.31086878129546924,-8.09580625198343,-6.90564922641725,0.23503276928578015,-0.04637905008427651,1.5067652440601147,0.01609338969256506,0.004264741733533938,0.014514018065110691,0.002514018065110691,0.020106171323205337,0.2803455092882142,0.015212448896941289,0.0925140180651107,0.042514018065110695,0.0011305791178455754,0.0276482886749384,0.19303174199948717,0.009349245040116048,0.00017638542874863787,0.23575690532861923,0.7547174642025161,1.0,0.6514756465877912,0.6522130250142593,0.13348188438839592,0.013545037036799101,0.001545037036799101,0.001417048677581828
equilibrium_sigma_2,27.0,181.99617833201404,1.8346701548191553,0.09287655945123069,0.324,0.28002097991641084,-0.2635804283059072,0.5605125680721402,-0.1909986726659782,-4.013472878616444,-6.434049293568622,0.32283783224786644,-8.054125055713026,-6.866150760429372,0.23651256807214022,-0.04397902008358917,1.5106701548191552,0.015722890115899474,0.004334694177619813,0.01428993303772507,0.0022899330377250705,0.019939296524477085,0.27966646375068205,0.015499513668839893,0.09228993303772508,0.042289933037725075,0.0011614926967260576,0.027802048931064412,0.19324252511361262,0.009401725843937265,0.00018143054969690906,0.2350045451802556,0.7554122984261101,0.9999999999999999,0.6513726272161867,0.6521300715315862,0.13460993897488038,0.013421196143001746,0.0014211961430017454,0.0012946315241754436
equilibrium_sigma_2,28.0,180.99617833201404,1.8502232663121134,0.09724663654607428,0.336,0.2942081950996831,-0.2437151016366507,0.5738751615717836,-0.18976201260250758,-3.9901879199581027,-6.395057825819565,0.3348060174680225,-8.012660267837028,-6.8266811035712465,0.23787516157178362,-0.04179180490031692,1.5142232663121133,0.015389127130994038,0.00440562828456658,0.01408799153779789,0.0020879915377978904,0.01979489808781499,0.27905451981150875,0.015787697284180967,0.0920879915377979,0.042087991537797895,0.0011932700184386137,0.027955399327766924,0.19343539337489404,0.009454072120446223,0.00018660146297627296,0.2343238417179626,0.7560354846986149,1.0,0.6512698824503961,0.65204795172177,0.13578375011967989,0.013309949412171562,0.001309949412171562,0.0011844998721955435
equilibrium_sigma_2,29.0,179.99617833201404,1.8654593988763837,0.10168816152130024,0.34800000000000003,0.30820359307195344,-0.22398392384700502,0.5871324668964834,-0.1886296729215871,-3.966969676802332,-6.356032524217972,0.346773289683207,-7.971370286873594,-6.787217532734737,0.23913246689648332,-0.03979640692804659,1.5174593988763836,0.01508834240890683,0.004477598941607929,0.01390594548994873,0.00190594548994873,0.019670629693039114,0.27850286512105676,0.016077389148803377,0.09190594548994874,0.041905945489948734,0.0012259582152607516,0.02810867228820703,0.193612120237228,0.009506397316993338,0.00019190640979359304,0.23370798135457208,0.7565937149186412,1.0000000000000002,0.6511671895669012,0.6519664732208209,0.13700262932264437,0.01321001817546441,0.0012100181754644106,0.0010854017244612268
equilibrium_sigma_2,30.0,178.99617833201404,1.8804098269612315,0.10620219766146753,0.36,0.32202604878861896,-0.20436783245956708,0.6002951979227125,-0.18759120915358513,-3.9437949739458777,-6.316956820994018,0.35873960067991595,-7.930217656113635,-6.7477395427633695,0.24029519792271248,-0.03797395121138103,1.5204098269612314,0.014817193202365714,0.004550659352303336,0.013741792273355556,0.001741792273355556,0.01956439533852244,0.2780054311313805,0.016368958454458304,0.09174179227335556,0.04174179227335556,0.001259605350468933,0.02826217648514058,0.19377430350428834,0.009558806818103236,0.00019735373030924832,0.23315081629370848,0.7570930231578791,1.0,0.6510643417549558,0.6518854601684769,0.138266062378435,0.013120265269376985,0.0011202652693769848,0.0009962237487495529
