scenario,population_growth,sigma_xl,investment_share,minimum_wage_index,minimum_wage_change_pct,year_of_minimum_wage,minimum_wage_growth_pct,first_negative_wage_growth_year,final_wage_index,final_wage_growth_pct,final_capital_deepening_contribution_pct,final_ai_substitution_contribution_pct,final_ai_share_pct,minimum_consumption_share_pct
wage_reference,0.012,4.0,0.23343234323432344,1.0,0.0,0.0,0.09323844667725734,,1.2815901672069692,0.1207191176185951,0.22497325805667223,-0.10328446803152552,15.891629445561314,68.29565940798642
wage_high_population,0.03,4.0,0.23343234323432344,1.0,0.0,0.0,0.06435039669789866,,1.1699785023163283,0.4312207200364959,0.9765958222899443,-0.532392261859691,43.040677144609944,55.51083935662522
wage_high_substitution,0.03,10.0,0.23343234323432344,0.9571024654831057,-4.2897534516894265,80.0,-1.497373428935278,50.5,0.9571024654831057,-1.497373428935278,3.7991272007772108,-5.263340416209326,79.93117320434223,37.792779604211866
wage_low_investment,0.03,10.0,0.15,0.81841352973139,-18.158647026860997,80.0,-1.080259184407506,0.0,0.81841352973139,-1.080259184407506,1.7986837589446178,-2.8868805528197448,59.51047086823815,54.061705627433795
