scenario,sigma_xl,sigma_hm,horizon,solver_status,solver_message,mesh_nodes,max_rms_residual,target_aggregate_growth,target_capability_growth,initial_consumption_share,initial_capability_growth,terminal_capital_growth,terminal_output_per_capita_growth,terminal_consumption_per_capita_growth,terminal_capability_growth,terminal_resource_share_sum,terminal_ai_share,terminal_automated_research_share,minimum_consumption_share,max_abs_euler_residual,max_abs_resource_residual,max_abs_research_compute_foc_log_error,max_abs_research_human_foc_log_error,max_abs_labor_market_error,max_abs_capital_law_residual,max_abs_capability_law_residual,max_abs_consumption_path_residual,max_abs_shadow_costate_residual,minimum_monopoly_soc_margin
equilibrium_sigma_0_75,0.75,2.0,600.0,0,The algorithm converged to the desired accuracy.,491,2.592913935001992e-07,0.012,0.00675,0.7785806535482476,0.010270426966705945,0.011912214271252143,5.5651900972463614e-05,0.0002497019136390201,0.0070333430907113465,1.0000000000000002,0.336383609261135,0.12230849183096501,0.7372132616067435,0.0,3.3306690738754696e-16,9.992007221626409e-16,4.440892098500626e-13,4.440892098500626e-16,7.480180932474545e-08,2.665552572070351e-09,5.3154325014431736e-08,4.100685268692422e-08,0.07881207795863282
equilibrium_sigma_1_00,1.0,2.0,2000.0,0,The algorithm converged to the desired accuracy.,203,1.3790443326805032e-05,0.01768421052631579,0.02273684210526316,0.7261175074779256,0.004445846454298343,0.017681138149171965,0.005678913343324609,0.005675842897044817,0.022710123189031647,1.0,0.2,0.9992525572284302,0.7261175074779256,0.0,3.3306690738754696e-16,4.440892098500626e-15,1.3210765814619663e-11,1.7763568394002505e-15,1.4688642941722979e-05,7.504261326143208e-08,8.809567042310923e-06,8.172736285214088e-06,0.11604399999999992
equilibrium_sigma_1_00_hm_1_00,1.0,1.0,2000.0,0,The algorithm converged to the desired accuracy.,203,1.4207301588419888e-05,0.016346076458752516,0.017384305835010064,0.7254125596843045,0.0037655973116458782,0.016346076151180097,0.004346076089195804,0.004346075966335575,0.017384304201600496,0.9999999999999999,0.2,0.34999999999999815,0.7254125596843045,0.0,2.220446049250313e-16,6.661338147750939e-15,3.5482727867020003e-13,1.7763568394002505e-15,1.513478549761832e-05,9.201194792456818e-08,9.069682500625897e-06,8.431214467082698e-06,0.11604399999999992
