sigma_xl,population_growth,terminal_output_capital_ratio,duration,mesh_nodes,max_rms_residual,target_kappa,target_denominator,target_inference_share,target_capability_growth_to_z,target_investment_share,target_research_share,target_consumption_share,target_shadow_capability_to_capital,target_singularity_rate,target_wage_growth_to_z,target_automation_consistency_threshold,terminal_time,terminal_time_to_terminal,terminal_log_capital,terminal_log_capability,terminal_log_population,terminal_log_consumption,terminal_log_shadow_value,terminal_log_output,terminal_log_service_composite,terminal_log_wage,terminal_log_ai_price,terminal_log_ai_marginal_cost,terminal_log_ai_services,terminal_log_inference_compute,terminal_log_human_research,terminal_log_production_labor,terminal_log_automated_research,terminal_log_effective_research,terminal_log_output_per_capita,terminal_log_consumption_per_capita,terminal_log_capital_per_capita,terminal_capital_growth,terminal_capability_growth,terminal_consumption_growth,terminal_consumption_per_capita_growth,terminal_shadow_growth,terminal_output_growth,terminal_output_per_capita_growth,terminal_wage_growth,terminal_capability_growth_to_output_capital,terminal_gross_capital_return,terminal_net_capital_return,terminal_human_research_share,terminal_production_labor_population_share,terminal_ai_share,terminal_inverse_demand_elasticity,terminal_monopoly_soc_margin,terminal_automated_research_share,terminal_inference_share,terminal_research_resource_share,terminal_investment_share,terminal_consumption_share,terminal_resource_share_sum,terminal_production_labor_share,terminal_aggregate_labor_share,terminal_ai_markup,terminal_ai_profit_share,terminal_shadow_capability_to_output,terminal_shadow_capability_to_capital,terminal_human_to_automated_research_ratio,terminal_singularity_time_estimate,terminal_monopoly_foc_log_error,terminal_research_compute_foc_log_error,terminal_research_human_foc_log_error,terminal_labor_market_error,terminal_euler_residual,terminal_capital_law_residual,terminal_capability_law_residual,terminal_consumption_euler_path_residual,terminal_shadow_costate_residual
5.0,0.03,3.0000000000000115,77.01511886235511,200,2.977379023630837e-05,2.03030303030303,2.38030303030303,0.4488999999999999,0.06238701464035648,0.20333545512412476,0.0848652450668364,0.262899299809039,3.022895622895622,0.12666454487587525,0.016090388287714818,6.289562289562289,77.01511886235511,0.0,6.543700426414975,3.353854711592483,2.3104535658706533,6.3063285044975155,4.296060902367624,7.642312715083088,8.18342026024798,1.610782475538982,-2.9533794859949634,-3.353854711592483,10.195202569242209,6.841347857649726,2.310119583387522,-5.694135432800469,4.293606117689386,3.2420800968534222,5.331859149212435,3.995874938626862,4.233246860544321,0.7092259111780077,0.13084489224350718,0.9300000000000037,0.9000000000000037,0.40945515216918327,0.9748553795674297,0.9448553795674297,0.45096537073519016,0.04361496408116889,0.9900000000000039,0.9400000000000038,0.9996660732828097,0.00033392671719034706,0.9999879348340672,0.3299984315284287,0.22110072147932355,0.5921122124125735,0.448895634810287,0.0351297616546734,0.2530753037260016,0.262899299809038,1.0,8.083661174957955e-06,0.024207889811793826,1.4925338194076632,0.22109628152853794,1.007631874298537,3.0228956228956227,0.13758869238395066,79.64674189198809,-8.881784197001252e-16,0.0,1.8173462734694112e-11,2.220446049250313e-16,0.0,0.0,0.0,-1.1102230246251565e-16,0.0
