scenario,sigma_xl,population_growth,terminal_output_capital_ratio,partial_equilibrium_wage_threshold,boundary_is_in_proved_region,terminal_time,initial_wage,minimum_wage,minimum_wage_year,minimum_wage_relative_to_initial_pct,maximum_peak_to_trough_decline_pct,peak_year,trough_year,trough_wage_relative_to_initial_pct,minimum_wage_growth_pct,minimum_wage_growth_year,first_negative_wage_growth_year,terminal_wage,terminal_wage_growth_pct,terminal_automated_research_share,terminal_human_research_population_share,max_solver_rms_residual,max_equilibrium_equation_residual,max_resource_constraint_residual,minimum_monopoly_soc_margin
sigma4_n012,4.0,0.012,3.0,3.0303030303030303,False,147.5389392038869,0.7436381290398086,0.7436381290398086,0.0,0.0,0.0,0.0,0.0,0.0,0.02632528228740938,53.0,nan,8.116534590310723,45.47923076847482,0.7017876129367071,0.9982671043183482,2.9902839032287762e-05,2.117512289054324e-07,2.220446049250313e-16,0.18756767764320276
sigma5_n030,5.0,0.03,3.0,3.0303030303030303,False,77.01511886235511,0.7604653408470287,0.7604653408470287,0.0,0.0,2.2216786718824544,45.0,62.0,28.035913223005473,-0.21610082812095754,57.0,46.0,5.006727337175587,45.096537073519016,0.5921122124125735,0.9996660732828097,2.977379023630837e-05,5.885859895027323e-07,2.220446049250313e-16,0.1600243396679233
sigma6_2_n030,6.2,0.03,10.0,3.0303030303030303,False,76.24889646572963,0.7679718455086576,0.7679718455086576,0.0,0.0,7.684514722533741,41.0,62.0,21.240454548480404,-0.6264630970642671,56.0,42.0,44.810260695439325,159.09407670758853,0.9285324320825233,0.9999999999713498,2.9451365930347662e-05,1.4398562745210342e-05,2.220446049250313e-16,0.1352805590337531
sigma6_28_n039,6.28,0.039,50.0,3.0303030303030303,False,66.87757583206736,0.7782666434101848,0.7782666434101848,0.0,0.0,9.388530070695323,33.0,54.0,16.72045553974346,-0.8001675786406537,48.0,33.0,388.43854296533766,775.4672901260312,0.9911992553397678,0.9999999999907121,2.8504954554780526e-05,1.1345370922732911e-05,3.3306690738754696e-16,0.13388425596119663
