target_share,sigma_xl,log10_relative_price_threshold
0.5,1.01,60.80805912412415
0.5,1.02,30.705059557726056
0.5,1.05,12.6432598178872
0.5,1.1,6.622659904607581
0.5,1.25,3.010299956639812
0.5,1.5,1.806179973983887
0.5,2.0,1.2041199826559248
0.9,1.01,156.23231006805656
0.9,1.02,78.41718502969226
0.9,1.05,31.728110006673685
0.9,1.1,16.165084999000822
0.9,1.25,6.827269994397112
0.9,1.5,3.714664992862537
0.9,2.0,2.1583624920952498
