scenario,sigma_xl,last_year,initial_gross_capital_return_pct,initial_net_capital_return_pct,minimum_net_capital_return_pct,minimum_net_capital_return_year,maximum_net_capital_return_pct,maximum_net_capital_return_year,final_net_capital_return_pct,final_capital_output_ratio,final_euler_gap_pct_points
complements,0.75,200.0,7.170442595957291,2.1704425959572906,2.1704425959572906,0.0,4.336023571759176,71.0,3.9469585570410652,3.6884042537594754,-0.16447769754687272
cobb_douglas,1.0,200.0,9.568428075301945,4.568428075301945,4.331244370853543,200.0,4.581411726595647,12.0,4.331244370853543,3.536505817281628,-0.06278206930695682
substitutes,2.0,196.0,13.250185331029696,8.250185331029696,4.392623313382825,65.0,78.45126685024792,196.0,78.45126685024792,0.39544037191452136,4.320074789637529
strong_substitutes,4.0,135.5,14.272413665510204,9.272413665510202,4.3158906257198035,58.5,75.81092767247277,135.5,75.81092767247277,0.4083606134772913,4.203463612165859
