scenario,sigma_hm,sigma_xl,last_year,acceleration_cutoff_reached,initial_capability_growth_pct,final_capability_growth_pct,final_capital_growth_pct,final_output_per_capita_growth_pct,final_ai_production_share_pct,final_automated_research_share_pct,final_human_research_population_pct,initial_production_labor_share_pct,final_production_labor_share_pct,production_labor_share_change_pp,initial_aggregate_labor_share_pct,final_aggregate_labor_share_pct,aggregate_labor_share_change_pp,minimum_consumption_share_pct
sigma_hm1_sigma_xl0_5,1.0,0.5,800.0,False,2.2736842105263158,1.548078567420223,1.200002873400758,2.132112842875844e-06,59.880284988958266,35.0,3.4096091159290363,16.515397330295357,26.88020905739796,10.364811727102602,17.464259523790023,27.829071620240086,10.364812096450063,63.103265810373166
sigma_hm1_sigma_xl0_75,1.0,0.75,800.0,False,2.2736842105263158,1.5506518939383285,1.200007632620021,5.69693026190865e-06,33.22265897610721,35.0,2.0767531336847576,36.065884472211415,44.740818486008166,8.674934013796747,37.01474735804437,45.689680354541665,8.674932996497292,72.1272229392974
sigma_hm1_sigma_xl1,1.0,1.0,800.0,False,2.2736842105263158,1.7441454496764128,1.636251758523398,0.43612047541761284,20.0,35.0,1.739472564509686,53.599999999999994,53.599999999999994,0.0,54.54886249739428,54.54886249739428,0.0,74.35023968125132
sigma_hm1_sigma_xl1_1,1.0,1.1,733.5,True,2.2736842105263158,11.479956561784265,50.93849637755159,57.65822760334633,88.73183739713839,35.0,11.1650123086338,57.272878758158996,7.549668943917277,-49.72320981424172,58.221740938490065,8.498530973119077,-49.723209965370984,40.19342469343992
sigma_hm1_sigma_xl2,1.0,2.0,171.5,True,2.2736842105263158,10.59017519131505,50.694613581401946,66.3880889215577,98.70920396415835,35.0,52.316531890131735,65.59375180156434,0.8648333440139027,-64.72891845755044,66.54261465635133,1.8136963989725454,-64.7289182573788,31.980401940352294
