sigma_xl,terminal_output_capital_ratio,duration,initial_log_consumption,initial_log_shadow_value,mesh_nodes,max_rms_residual
1.35,50.0,333.22103112977265,-0.4673842508107585,-0.7350228162292886,424,2.9998922807017578e-05
