sigma_xl,population_growth,terminal_output_capital_ratio,duration,mesh_nodes,max_rms_residual,target_kappa,target_denominator,target_inference_share,target_capability_growth_to_z,target_investment_share,target_research_share,target_consumption_share,target_shadow_capability_to_capital,target_singularity_rate,target_wage_growth_to_z,target_automation_consistency_threshold,terminal_time,terminal_time_to_terminal,terminal_log_capital,terminal_log_capability,terminal_log_population,terminal_log_consumption,terminal_log_shadow_value,terminal_log_output,terminal_log_service_composite,terminal_log_wage,terminal_log_ai_price,terminal_log_ai_marginal_cost,terminal_log_ai_services,terminal_log_inference_compute,terminal_log_human_research,terminal_log_production_labor,terminal_log_automated_research,terminal_log_effective_research,terminal_log_output_per_capita,terminal_log_consumption_per_capita,terminal_log_capital_per_capita,terminal_capital_growth,terminal_capability_growth,terminal_consumption_growth,terminal_consumption_per_capita_growth,terminal_shadow_growth,terminal_output_growth,terminal_output_per_capita_growth,terminal_wage_growth,terminal_capability_growth_to_output_capital,terminal_gross_capital_return,terminal_net_capital_return,terminal_human_research_share,terminal_production_labor_population_share,terminal_ai_share,terminal_inverse_demand_elasticity,terminal_monopoly_soc_margin,terminal_automated_research_share,terminal_inference_share,terminal_research_resource_share,terminal_investment_share,terminal_consumption_share,terminal_resource_share_sum,terminal_production_labor_share,terminal_aggregate_labor_share,terminal_ai_markup,terminal_ai_profit_share,terminal_shadow_capability_to_output,terminal_shadow_capability_to_capital,terminal_human_to_automated_research_ratio,terminal_singularity_time_estimate,terminal_monopoly_foc_log_error,terminal_research_compute_foc_log_error,terminal_research_human_foc_log_error,terminal_labor_market_error,terminal_euler_residual,terminal_capital_law_residual,terminal_capability_law_residual,terminal_consumption_euler_path_residual,terminal_shadow_costate_residual
6.28,0.039,49.999999999999396,66.87757583206736,514,2.8504954554780526e-05,2.03030303030303,2.38030303030303,0.4488999999999999,0.06238701464035648,0.20333545512412476,0.0848652450668364,0.262899299809039,3.022895622895622,0.12666454487587525,9.499406033722607e-05,6.289562289562289,66.87757583206736,0.0,11.893497653441269,4.642028133147438,2.608225457450627,14.469536448283845,8.357684707838963,15.805520658869403,17.732337960050426,5.9621349667288435,-4.241550566658114,-4.642028133147438,19.64659365893038,15.004565525782944,2.608225457441339,-22.7940827738034,13.294439664828424,11.212475215104226,13.197295201418775,11.861310990833218,9.285272195990641,10.301013195909878,3.010404393378808,16.448999999999803,16.4099999999998,7.068237143503312,16.413046359384456,16.374046359384455,7.754672901260312,0.060208087867576886,16.4999999999998,16.4499999999998,0.9999999999907121,9.287903779409135e-12,0.99999999999999,0.32999999999999835,0.2211000000000009,0.9911992553397678,0.44890000004838754,0.08118043622437042,0.20702026391820008,0.262899299809042,1.0,6.694644838489694e-15,0.0007207917951660362,1.4925373132719375,0.22109999995160573,0.06045791245791318,3.0228956228956227,2.2857889941321518e-05,67.03547321384535,-1.077991029774239e-10,0.0,1.1345370922732911e-05,-2.220446049250313e-16,0.0,0.0,0.0,3.552713678800501e-15,8.881784197001252e-16
