sigma_xl,terminal_output_capital_ratio,duration,mesh_nodes,max_rms_residual,target_kappa,target_denominator,target_inference_share,target_capability_growth_to_z,target_investment_share,target_research_share,target_consumption_share,target_shadow_capability_to_capital,target_singularity_rate,terminal_time,terminal_time_to_terminal,terminal_log_capital,terminal_log_capability,terminal_log_population,terminal_log_consumption,terminal_log_shadow_value,terminal_log_output,terminal_log_wage,terminal_log_ai_services,terminal_log_inference_compute,terminal_log_human_research,terminal_log_production_labor,terminal_log_automated_research,terminal_log_effective_research,terminal_log_output_per_capita,terminal_log_consumption_per_capita,terminal_log_capital_per_capita,terminal_capital_growth,terminal_capability_growth,terminal_consumption_growth,terminal_consumption_per_capita_growth,terminal_shadow_growth,terminal_output_growth,terminal_output_per_capita_growth,terminal_wage_growth,terminal_capability_growth_to_output_capital,terminal_gross_capital_return,terminal_net_capital_return,terminal_human_research_share,terminal_ai_share,terminal_inverse_demand_elasticity,terminal_monopoly_soc_margin,terminal_automated_research_share,terminal_inference_share,terminal_research_resource_share,terminal_investment_share,terminal_consumption_share,terminal_resource_share_sum,terminal_production_labor_share,terminal_aggregate_labor_share,terminal_shadow_capability_to_capital,terminal_singularity_time_estimate,terminal_monopoly_foc_log_error,terminal_research_compute_foc_log_error,terminal_research_human_foc_log_error,terminal_labor_market_error,terminal_euler_residual,terminal_capital_law_residual,terminal_capability_law_residual,terminal_consumption_euler_path_residual,terminal_shadow_costate_residual
1.35,49.999999999996284,333.22103115012817,791,2.9817240917830583e-05,2.03030303030303,2.38030303030303,0.4488999999999999,0.06238701464035648,0.20333545512412476,0.0848652450668364,0.262899299809039,3.022895622895622,0.12666454487587525,333.22103115012817,0.0,15.340417003586229,8.914628883492929,3.998652373801538,17.916455798428817,7.532003307638431,19.2524400090143,10.177337145222847,27.351054479876304,18.436425596383373,-2.2723744551209304,3.996760298369814,16.84422141851235,14.744839428745653,15.253787635212763,13.91780342462728,11.341764629784691,10.196736454970054,3.30761720733173,16.421999999998775,16.409999999998774,6.986026247669761,16.69171884820643,16.67971884820643,11.516944359886903,0.06615234414663952,16.499999999998774,16.449999999998774,0.0018902865853931742,0.9907011542443809,0.3338194147936969,0.22140300234076563,0.9998688789817832,0.44219053610497505,0.089975434986547,0.20493472909941632,0.26289929980906157,1.0,0.006230226656264812,0.006242025874040182,3.0228956228956227,333.3789285319062,-1.2797940485143044e-10,1.7763568394002505e-15,1.7763568394002505e-14,0.0,0.0,0.0,-4.440892098500626e-16,0.0,0.0
