sigma_xl,terminal_output_capital_ratio,duration,mesh_nodes,max_rms_residual,target_kappa,target_denominator,target_inference_share,target_capability_growth_to_z,target_investment_share,target_research_share,target_consumption_share,target_shadow_capability_to_capital,target_singularity_rate,terminal_time,terminal_time_to_terminal,terminal_log_capital,terminal_log_capability,terminal_log_population,terminal_log_consumption,terminal_log_shadow_value,terminal_log_output,terminal_log_wage,terminal_log_ai_services,terminal_log_human_research,terminal_log_production_labor,terminal_log_automated_research,terminal_log_effective_research,terminal_log_output_per_capita,terminal_log_consumption_per_capita,terminal_log_capital_per_capita,terminal_capital_growth,terminal_capability_growth,terminal_consumption_growth,terminal_consumption_per_capita_growth,terminal_shadow_growth,terminal_capability_growth_to_output_capital,terminal_gross_capital_return,terminal_net_capital_return,terminal_human_research_share,terminal_ai_share,terminal_automated_research_share,terminal_inference_share,terminal_research_resource_share,terminal_investment_share,terminal_consumption_share,terminal_resource_share_sum,terminal_production_labor_share,terminal_aggregate_labor_share,terminal_shadow_capability_to_capital,terminal_output_growth,terminal_output_per_capita_growth,terminal_wage_growth
1.5,49.99999999999993,280.29218803681806,403,2.9608194744266952e-05,2.03030303030303,2.38030303030303,0.4488999999999999,0.06238701464035648,0.20333545512412476,0.0848652450668364,0.262899299809039,3.022895622895622,0.12666454487587525,280.29218803681806,0.0,14.223867539447186,7.551536948304117,3.3635062564418168,16.799906334289766,7.778545778688202,18.13589054487533,8.60002596986302,24.881910332761123,-0.28051146762766166,3.3370112626234754,15.681462055285614,13.583087324553924,14.772384288433514,13.43640007784795,10.86036128300537,10.166582442835917,3.1598412330910266,16.42199999999998,16.40999999999998,7.004899103097528,0.06319682466182062,16.49999999999998,16.449999999999978,0.026147080892046367,0.996967523740275,0.9993654422841265,0.44685677015785125,0.08591228117638997,0.20433164885671865,0.2628992998090401,1.0,0.0020317590940157667,0.0020863100106295824,3.022895622895628,10.725744022981033,10.713744022981032,6.414536579499071
