countrycode,country,year,cn,cgdpo,pl_n,pl_gdpo
PAN,Panama,2021,762250.6875,136270.671875,0.3262721300125122,0.49465304613113403
PER,Peru,2021,2149082.25,478283.96875,0.27969980239868164,0.47326335310935974
PHL,Philippines,2021,4124357.75,1020730.875,0.23375137150287628,0.38608354330062866
POL,Poland,2021,3630236.0,1457955.25,0.3634655475616455,0.472696453332901
PRT,Portugal,2021,2738337.75,347459.0,0.4408787786960602,0.7369384169578552
PRY,Paraguay,2021,443667.28125,99247.640625,0.26991069316864014,0.4025375545024872
PSE,State of Palestine,2021,160232.21875,37669.5859375,0.40889251232147217,0.48073264956474304
QAT,Qatar,2021,1681213.0,327594.90625,0.3147386908531189,0.54864102602005
ROU,Romania,2021,2114499.5,623578.0,0.3157501220703125,0.4595707654953003
RUS,Russian Federation,2021,38930708.0,5514912.0,0.21063418686389923,0.3342558443546295
RWA,Rwanda,2021,75328.2578125,37184.625,0.28864383697509766,0.29767441749572754
SAU,Saudi Arabia,2021,7761615.5,1873030.125,0.2803516089916229,0.46670693159103394
SDN,Sudan,2021,400609.9375,148975.609375,0.2016908973455429,0.23621176183223724
SEN,Senegal,2021,248040.21875,68516.0,0.2726857662200928,0.4016694724559784
SGP,Singapore,2021,2437333.25,581491.5625,0.4202544391155243,0.7465481162071228
SLE,Sierra Leone,2021,31214.62890625,21826.626953125,0.3707278370857239,0.3282786011695862
SLV,El Salvador,2021,330467.625,67252.234375,0.23221421241760254,0.4318540096282959
SOM,Somalia,2021,,24011.724609375,,0.3949737548828125
SRB,Serbia,2021,682113.1875,141676.09375,0.30298125743865967,0.4453895092010498
SSD,South Sudan,2021,,10680.478515625,,0.4017033576965332
STP,Sao Tome and Principe,2021,3617.71923828125,1428.2532958984375,0.36467859148979187,0.3699171841144562
SUR,Suriname,2021,55165.55078125,9986.38671875,0.23753772675991058,0.3332827091217041
SVK,Slovakia,2021,848270.75,174792.0625,0.43457067012786865,0.6899181604385376
SVN,Slovenia,2021,564807.5,85286.7890625,0.3912752866744995,0.721439778804779
SWE,Sweden,2021,2981869.75,625638.3125,0.8118407130241394,1.0184589624404907
SWZ,Eswatini,2021,29168.5,10647.0283203125,0.28606677055358887,0.43080228567123413
SXM,Sint Maarten (Dutch part),2021,,1600.9493408203125,,0.8648849129676819
SYC,Seychelles,2021,10892.33984375,2262.0849609375,0.36637043952941895,0.6574413776397705
SYR,Syrian Arab Republic,2021,64557.9375,181572.5,0.23556993901729584,0.1817801147699356
TCA,Turks and Caicos Islands,2021,4284.52783203125,573.1671752929688,0.816057026386261,1.8245680332183838
TCD,Chad,2021,89417.109375,39079.578125,0.3103630840778351,0.40842577815055847
TGO,Togo,2021,74345.7265625,23181.181640625,0.2535148561000824,0.3640412390232086
THA,Thailand,2021,5865754.0,1446543.5,0.2154572457075119,0.34997668862342834
TJK,Tajikistan,2021,748501.875,44697.4296875,0.1421598196029663,0.19996240735054016
TKM,Turkmenistan,2021,867377.3125,160097.171875,0.2615303695201874,0.31235674023628235
TTO,Trinidad and Tobago,2021,251298.359375,42360.0,0.3844876289367676,0.5707579255104065
TUN,Tunisia,2021,509241.8125,152161.15625,0.2550191283226013,0.30682799220085144
TUR,Türkiye,2021,8893598.0,2618024.0,0.2516321837902069,0.3131618797779083
TWN,Taiwan,2021,5970017.5,1386752.875,0.37804749608039856,0.5575143098831177
TZA,U.R. of Tanzania: Mainland,2021,705175.875,200859.625,0.32531940937042236,0.338369756937027
UGA,Uganda,2021,358727.15625,126267.4453125,0.26651090383529663,0.339104562997818
UKR,Ukraine,2021,10268907.0,708698.3125,0.15715749561786652,0.28187716007232666
URY,Uruguay,2021,374393.5625,88723.6953125,0.4955238401889801,0.6848100423812866
USA,United States,2021,78158760.0,23681202.0,1.0,1.0
UZB,Uzbekistan,2021,1745123.875,303696.0,0.08705145865678787,0.22917857766151428
VCT,St. Vincent and the Grenadines,2021,12292.3193359375,1487.845458984375,0.37079721689224243,0.5972918272018433
VEN,Venezuela (Bolivarian Republic of),2021,126822.9375,4722.2060546875,32.00307846069336,23.678773880004883
VGB,British Virgin Islands,2021,5130.74560546875,1516.1123046875,0.9398325085639954,0.9630661010742188
VNM,Viet Nam,2021,4145646.75,1218280.875,0.21118810772895813,0.3008130192756653
YEM,Yemen,2021,572856.0,35301.98046875,0.09107577055692673,0.2558518350124359
ZAF,South Africa,2021,2963688.75,780391.125,0.3207409679889679,0.5383426547050476
ZMB,Zambia,2021,260885.78125,60616.9765625,0.32501286268234253,0.3646424114704132
ZWE,Zimbabwe,2021,110979.7734375,44440.19921875,0.3477388322353363,0.5427102446556091
ABW,Aruba,2023,22741.716796875,4823.1552734375,0.9725573062896729,0.7564700841903687
AGO,Angola,2023,703745.125,225950.1875,0.2145542949438095,0.4007616341114044
AIA,Anguilla,2023,4200.48291015625,327.04730224609375,0.5677392482757568,1.271178126335144
ALB,Albania,2023,262863.0,44771.5,0.32539132237434387,0.513221025466919
ARE,United Arab Emirates,2023,5953913.5,816201.875,0.23388132452964783,0.6299059987068176
ARG,Argentina,2023,4962359.5,1239621.0,0.4095405042171478,0.5211877822875977
ARM,Armenia,2023,257531.15625,61350.125,0.264207661151886,0.3947601914405823
ATG,Antigua and Barbuda,2023,20604.27734375,2526.366943359375,0.49016448855400085,0.8047466278076172
AUS,Australia,2023,8094737.0,1693461.75,0.9448615312576294,1.0485196113586426
AUT,Austria,2023,3247967.0,573178.375,0.7023159861564636,0.892715573310852
AZE,Azerbaijan,2023,521924.0,209686.515625,0.2215428203344345,0.3450683653354645
BDI,Burundi,2023,29873.900390625,13526.91015625,0.23916062712669373,0.29277271032333374
BEL,Belgium,2023,3989255.5,678327.1875,0.6028622984886169,0.9505481719970703
BEN,Benin,2023,154330.5,48862.8515625,0.34821146726608276,0.4026225507259369
BFA,Burkina Faso,2023,109766.9921875,54280.44140625,0.2946576178073883,0.37443724274635315
BGD,Bangladesh,2023,5614778.5,1357743.125,0.19493521749973297,0.31112730503082275
BGR,Bulgaria,2023,541700.625,191063.140625,0.40231260657310486,0.5359320640563965
BHR,Bahrain,2023,514556.21875,84147.0703125,0.29119670391082764,0.5307666063308716
BHS,Bahamas,2023,81121.5703125,13630.6630859375,0.6271283030509949,1.0519278049468994
BIH,Bosnia and Herzegovina,2023,186714.4375,60312.61328125,0.323016881942749,0.45620283484458923
BLR,Belarus,2023,1408204.875,260363.453125,0.19532446563243866,0.27598875761032104
BLZ,Belize,2023,14358.03515625,4817.3271484375,0.39837321639060974,0.6390689015388489
BMU,Bermuda,2023,12678.798828125,4022.883056640625,1.0503203868865967,2.0238471031188965
BOL,Bolivia (Plurinational State of),2023,353714.5625,117654.7421875,0.22926169633865356,0.3836258351802826
BRA,Brazil,2023,17139588.0,3936232.5,0.31481507420539856,0.5566571950912476
BRB,Barbados,2023,27237.16796875,3039.87060546875,0.6531476974487305,2.210861921310425
BRN,Brunei Darussalam,2023,290530.40625,38144.88671875,0.25355520844459534,0.3966009318828583
BTN,Bhutan,2023,78868.1640625,11285.705078125,0.21410557627677917,0.26752349734306335
BWA,Botswana,2023,197572.484375,45350.21484375,0.3038509786128998,0.42768850922584534
CAF,Central African Republic,2023,46466.8046875,5640.9072265625,0.27334773540496826,0.4530286192893982
CAN,Canada,2023,10595644.0,2157264.75,0.8764139413833618,0.9931423664093018
CHE,Switzerland,2023,3726945.75,799664.875,0.8563635349273682,1.1184996366500854
CHL,Chile,2023,2013679.0,513149.59375,0.5259815454483032,0.6538704633712769
CHN,China,2023,171874224.0,30892220.0,0.37028083205223083,0.5760279297828674
CIV,Côte d'Ivoire,2023,472480.5625,186820.359375,0.2937777042388916,0.4217357933521271
CMR,Cameroon,2023,322289.59375,136812.9375,0.3074396550655365,0.3601955771446228
COD,D.R. of the Congo,2023,349686.78125,113505.0078125,0.24510464072227478,0.6108829975128174
COG,Congo,2023,300522.90625,38316.03125,0.293240487575531,0.3697320818901062
COL,Colombia,2023,3050380.0,911782.625,0.34768393635749817,0.3987135589122772
COM,Comoros,2023,16872.62890625,3240.19482421875,0.23463349044322968,0.44685420393943787
CPV,Cabo Verde,2023,23191.2109375,4944.2666015625,0.6549654006958008,0.5241169929504395
CRI,Costa Rica,2023,430450.40625,127788.390625,0.38629594445228577,0.6768842339515686
CUW,Curaçao,2023,,4120.1240234375,,0.7964370846748352
CYM,Cayman Islands,2023,22720.73046875,4929.7373046875,0.7373948097229004,1.4457663297653198
CYP,Cyprus,2023,242610.0,32731.494140625,0.4442104697227478,1.0353013277053833
CZE,Czechia,2023,2866103.0,484214.03125,0.48236992955207825,0.7087937593460083
DEU,Germany,2023,20999284.0,5082011.5,0.9814417958259583,0.8905340433120728
DJI,Djibouti,2023,26842.5625,9383.6328125,0.36922597885131836,0.4262237846851349
DMA,Dominica,2023,6042.76220703125,1060.184814453125,0.3772677779197693,0.6139217019081116
DNK,Denmark,2023,1998499.625,390999.625,0.7396535873413086,1.0411568880081177
DOM,Dominican Republic,2023,1348759.5,260848.078125,0.3351876437664032,0.46557480096817017
DZA,Algeria,2023,2916442.0,669309.5,0.31599918007850647,0.3699725568294525
ECU,Ecuador,2023,1481233.125,253684.484375,0.26929330825805664,0.46847495436668396
EGY,Egypt,2023,3185428.5,1952033.75,0.1708579957485199,0.16986879706382751
ESP,Spain,2023,13514154.0,2184870.75,0.4744952917098999,0.7415042519569397
EST,Estonia,2023,304093.25,51244.5078125,0.46780306100845337,0.8057692050933838
ETH,Ethiopia,2023,878424.125,405363.34375,0.4301827549934387,0.3940821886062622
FIN,Finland,2023,1850916.75,288955.90625,0.7473989129066467,1.0227594375610352
FJI,Fiji,2023,32471.896484375,12808.0576171875,0.27488526701927185,0.42489245533943176
FRA,France,2023,21333246.0,3524885.75,0.642026960849762,0.8657959699630737
GAB,Gabon,2023,108239.640625,48670.5703125,0.287319540977478,0.41207101941108704
GBR,United Kingdom,2023,17216510.0,3472344.75,0.5837478041648865,0.9736517667770386
GEO,Georgia,2023,426327.34375,89092.078125,0.216448575258255,0.3427411615848541
GHA,Ghana,2023,596860.375,214299.921875,0.21684738993644714,0.35637155175209045
GIN,Guinea,2023,78917.3984375,51092.2734375,0.4608340859413147,0.45028620958328247
GMB,Gambia,2023,17995.138671875,7632.75830078125,0.2970130443572998,0.31458577513694763
GNB,Guinea-Bissau,2023,7472.45263671875,5230.0009765625,0.3135188817977905,0.35208824276924133
GNQ,Equatorial Guinea,2023,111980.765625,35663.6875,0.417007178068161,0.33975520730018616
GRC,Greece,2023,2603367.25,349482.25,0.3920329809188843,0.6967402100563049
GRD,Grenada,2023,9660.5029296875,1780.0379638671875,0.537973940372467,0.7397220730781555
GTM,Guatemala,2023,873987.8125,220558.15625,0.2571922838687897,0.47357380390167236
GUY,Guyana,2023,,35091.8984375,,0.4754062294960022
HKG,"China, Hong Kong SAR",2023,2526376.25,448473.6875,0.5782771706581116,0.8491296172142029
HND,Honduras,2023,303074.5,68287.9921875,0.2990387976169586,0.5037564039230347
HRV,Croatia,2023,758075.625,141711.28125,0.3270108997821808,0.5955162644386292
HTI,Haiti,2023,460279.25,34496.82421875,0.4414108395576477,0.5751606822013855
HUN,Hungary,2023,2046395.125,339931.8125,0.43963173031806946,0.6255863308906555
IDN,Indonesia,2023,25676676.0,3911209.5,0.18694055080413818,0.3505747616291046
IND,India,2023,51797352.0,12834592.0,0.18774330615997314,0.27860474586486816
IRL,Ireland,2023,2411348.75,690018.5625,0.5633606910705566,0.7991015911102295
IRN,Iran (Islamic Republic of),2023,8858677.0,1335731.0,0.2513447105884552,0.3006565570831299
IRQ,Iraq,2023,1710355.25,613829.8125,0.25644829869270325,0.37812966108322144
ISL,Iceland,2023,147983.703125,24300.697265625,0.8098705410957336,1.2890625
ISR,Israel,2023,1462970.25,406729.71875,0.9751412272453308,1.262782335281372
ITA,Italy,2023,20274386.0,3000232.25,0.4543670415878296,0.7669210433959961
JAM,Jamaica,2023,166536.203125,26697.310546875,0.7226069569587708,0.7275398373603821
JOR,Jordan,2023,746491.875,105979.7109375,0.22267481684684753,0.4794657826423645
JPN,Japan,2023,30113922.0,5492434.0,0.7682386040687561,0.7655067443847656
KAZ,Kazakhstan,2023,2257631.75,693263.0,0.2729319632053375,0.3812301456928253
KEN,Kenya,2023,725178.9375,314639.59375,0.2584591209888458,0.34337255358695984
KGZ,Kyrgyzstan,2023,237045.546875,69961.6875,0.24817460775375366,0.19993269443511963
KHM,Cambodia,2023,520901.40625,100880.484375,0.24980857968330383,0.424503356218338
KNA,Saint Kitts and Nevis,2023,12704.5,1192.7999267578125,0.5264812111854553,0.8869017958641052
KOR,Republic of Korea,2023,14919624.0,2907778.0,0.4794452488422394,0.6324617266654968
KWT,Kuwait,2023,907858.5,263227.5625,0.3666291832923889,0.6219131946563721
LAO,Lao People's DR,2023,266699.9375,64398.23046875,0.15966904163360596,0.2330506443977356
LBN,Lebanon,2023,489297.71875,73985.546875,0.3921676576137543,0.37120091915130615
LBR,Liberia,2023,22432.982421875,9155.5576171875,0.3985069990158081,0.5504019856452942
LCA,Saint Lucia,2023,20115.638671875,4130.431640625,0.44334009289741516,0.5883566737174988
LKA,Sri Lanka,2023,1103390.25,292060.40625,0.19521237909793854,0.2888570725917816
LSO,Lesotho,2023,26754.080078125,5330.93017578125,0.30576884746551514,0.3972970247268677
LTU,Lithuania,2023,531646.4375,118562.78125,0.4281701147556305,0.6729757785797119
LUX,Luxembourg,2023,321780.75,62703.34765625,0.7091087698936462,1.3676304817199707
LVA,Latvia,2023,515984.09375,64740.51171875,0.49504682421684265,0.6525720953941345
MAC,"China, Macao SAR",2023,240792.21875,45346.3046875,0.5671104788780212,1.0100728273391724
MAR,Morocco,2023,1405715.25,340716.90625,0.3295712471008301,0.4239223599433899
MDA,Republic of Moldova,2023,150590.984375,34896.77734375,1.7702741622924805,0.47402408719062805
MDG,Madagascar,2023,153387.859375,49936.03515625,0.2510395646095276,0.3178054988384247
MDV,Maldives,2023,86358.3828125,9736.5390625,0.38461849093437195,0.6769237518310547
MEX,Mexico,2023,10838618.0,2595842.5,0.6581324338912964,0.6910277009010315
MKD,North Macedonia,2023,183974.75,40621.640625,0.3020366430282593,0.38805973529815674
MLI,Mali,2023,98459.1640625,61050.59375,0.31916895508766174,0.3384372591972351
MLT,Malta,2023,88354.2890625,24950.080078125,0.4613318145275116,0.8902431130409241
MMR,Myanmar,2023,1443007.625,394980.90625,0.11726914346218109,0.15718121826648712
MNE,Montenegro,2023,58845.76171875,16633.796875,0.33746346831321716,0.4526650905609131
MNG,Mongolia,2023,231470.578125,51567.53515625,0.2516155540943146,0.38536202907562256
MOZ,Mozambique,2023,261282.875,51381.78515625,0.29153481125831604,0.40781423449516296
MRT,Mauritania,2023,112055.7109375,28905.203125,0.36001285910606384,0.3685052990913391
MSR,Montserrat,2023,963.0758666992188,117.80412292480469,0.6792328953742981,0.6827405095100403
MUS,Mauritius,2023,127058.0546875,35207.9765625,0.3252689242362976,0.4089166522026062
MWI,Malawi,2023,32814.76171875,36797.65625,0.3044978082180023,0.34313806891441345
MYS,Malaysia,2023,4309845.5,1066918.0,0.20961984992027283,0.3745823800563812
NAM,Namibia,2023,120450.71875,28718.919921875,0.24563805758953094,0.4300658106803894
NER,Niger,2023,170537.9375,50028.2578125,0.3419806957244873,0.3361934423446655
NGA,Nigeria,2023,10492865.0,1066455.0,0.27621763944625854,0.35161715745925903
NIC,Nicaragua,2023,249535.1875,49825.453125,0.22403782606124878,0.3578333556652069
NLD,Netherlands,2023,5719511.5,1259832.25,0.6632516980171204,0.9162817597389221
NOR,Norway,2023,2288498.75,540826.125,0.7419075965881348,0.8973509073257446
NPL,Nepal,2023,548879.3125,150352.625,0.2012597769498825,0.26925864815711975
NZL,New Zealand,2023,751810.1875,242408.765625,1.2299803495407104,1.0402904748916626
OMN,Oman,2023,1483532.5,218314.140625,0.24428363144397736,0.4850611984729767
PAK,Pakistan,2023,2131282.0,1394033.0,0.19841501116752625,0.2151055485010147
PAN,Panama,2023,860479.625,164027.484375,0.3354235887527466,0.5083441138267517
PER,Peru,2023,2341043.25,483526.5,0.3182922303676605,0.5534407496452332
PHL,Philippines,2023,4599231.5,1159995.125,0.2298002541065216,0.376851886510849
POL,Poland,2023,3916231.0,1516414.125,0.3960072994232178,0.5336278080940247
PRT,Portugal,2023,2817273.75,380725.6875,0.4536302387714386,0.7593769431114197
PRY,Paraguay,2023,480687.65625,102244.0703125,0.27298659086227417,0.4201241135597229
PSE,State of Palestine,2023,173518.390625,37017.08984375,0.374174565076828,0.469952791929245
QAT,Qatar,2023,1967448.0,345669.15625,0.27240118384361267,0.6162042617797852
ROU,Romania,2023,2358624.25,660009.375,0.3523860275745392,0.5314720273017883
RUS,Russian Federation,2023,39980452.0,5690624.5,0.22563815116882324,0.35293474793434143
RWA,Rwanda,2023,88583.375,43690.59765625,0.344114750623703,0.32267671823501587
SAU,Saudi Arabia,2023,8620562.0,1952031.875,0.3062163293361664,0.5469086170196533
SDN,Sudan,2023,412961.125,127310.3359375,0.23082862794399261,0.26723065972328186
SEN,Senegal,2023,294088.34375,73969.6953125,0.27594199776649475,0.4110890030860901
SGP,Singapore,2023,2613811.25,598800.6875,0.4702127277851105,0.8373865485191345
SLE,Sierra Leone,2023,35497.421875,24044.904296875,0.2908288240432739,0.2666623294353485
SLV,El Salvador,2023,360078.5,70638.046875,0.24921062588691711,0.48154813051223755
SOM,Somalia,2023,,25467.16015625,,0.4307115972042084
SRB,Serbia,2023,711482.4375,147939.796875,0.33047547936439514,0.5082278847694397
SSD,South Sudan,2023,,8304.6689453125,,0.5574155449867249
STP,Sao Tome and Principe,2023,4013.74853515625,1453.97265625,0.4667624831199646,0.4704824984073639
SUR,Suriname,2023,57708.32421875,10429.05859375,0.2773852050304413,0.3603905141353607
SVK,Slovakia,2023,883185.875,176671.9375,0.4743553698062897,0.7522889375686646
SVN,Slovenia,2023,583290.0625,89284.4296875,0.4245823323726654,0.774474024772644
SWE,Sweden,2023,3094806.75,627941.1875,0.7501586675643921,0.9315530061721802
SWZ,Eswatini,2023,30055.45703125,10955.1005859375,0.32563328742980957,0.41747960448265076
SXM,Sint Maarten (Dutch part),2023,,1804.931396484375,,0.9293009638786316
SYC,Seychelles,2023,11078.0166015625,2808.80859375,0.4540744721889496,0.762324333190918
SYR,Syrian Arab Republic,2023,72562.484375,167855.1875,0.1623445749282837,0.1729333996772766
TCA,Turks and Caicos Islands,2023,4467.9140625,605.9561157226562,1.0185973644256592,2.313788890838623
TCD,Chad,2023,94974.234375,41639.828125,0.34472981095314026,0.42370906472206116
TGO,Togo,2023,81846.890625,25721.76953125,0.25287574529647827,0.36068785190582275
THA,Thailand,2023,6157631.5,1647645.875,0.20551244914531708,0.31253379583358765
TJK,Tajikistan,2023,764474.9375,50162.3203125,0.18368488550186157,0.24043147265911102
TKM,Turkmenistan,2023,983045.6875,179414.59375,0.27578893303871155,0.3337930142879486
TTO,Trinidad and Tobago,2023,245120.578125,42053.89453125,0.36128106713294983,0.6061121225357056
TUN,Tunisia,2023,523601.9375,147581.765625,0.3040162920951843,0.32890960574150085
TUR,Türkiye,2023,9812269.0,3116399.5,0.349758118391037,0.35882851481437683
TWN,Taiwan,2023,6347527.5,1449511.875,0.3719120919704437,0.5212892889976501
TZA,U.R. of Tanzania: Mainland,2023,849884.0625,230056.40625,0.30366143584251404,0.3405797481536865
UGA,Uganda,2023,412704.84375,145813.640625,0.29123660922050476,0.34991616010665894
UKR,Ukraine,2023,10073253.0,618433.1875,0.17689330875873566,0.2890482544898987
URY,Uruguay,2023,395100.34375,90223.2265625,0.5901337265968323,0.8560518026351929
USA,United States,2023,80823096.0,24979372.0,1.171384334564209,1.1097437143325806
UZB,Uzbekistan,2023,2139875.25,347646.375,0.09428606927394867,0.2614414095878601
VCT,St. Vincent and the Grenadines,2023,13583.4814453125,1623.446533203125,0.41368556022644043,0.6720241904258728
VEN,Venezuela (Bolivarian Republic of),2023,120241.203125,4408.41650390625,23.605127334594727,31.62017822265625
VGB,British Virgin Islands,2023,5460.25,1613.8331298828125,0.9182092547416687,0.9330928921699524
VNM,Viet Nam,2023,4864514.5,1310058.25,0.2176571935415268,0.32801365852355957
YEM,Yemen,2023,573551.0,33412.0078125,0.09005741029977798,0.2621195614337921
ZAF,South Africa,2023,3039962.25,795678.1875,0.3011452555656433,0.4747919738292694
ZMB,Zambia,2023,279892.5625,71156.5625,0.35627031326293945,0.38756731152534485
ZWE,Zimbabwe,2023,119130.796875,50381.6796875,0.3088105618953705,0.6027628779411316
