sigma,time,output_effective_labor,output_per_person_growth,wage_growth,wage_productivity,net_interest,labor_income_share,ai_revenue_output_share,capability_frontier_ratio,consumption_effective_labor,capital_effective_labor,consumption_effective_labor_growth,capital_effective_labor_growth,inference_revenue_share,research_revenue_share,profit_revenue_share
1.5,263.75,122233.24891455141,0.03868596743456947,0.029212746878952534,1541.1752361812707,0.07853942742559027,0.01260847805214314,0.6573915219478568,0.9998541797830345,39961.90673416713,313810.11219419417,0.028539427425590264,0.02922664884175586,0.6636643966006649,1.0791909786181755e-05,0.33632481148954896
1.5,264.1666666666667,123702.24246594032,0.038656353500406124,0.029192589925147915,1553.555809308708,0.07851054044754573,0.01255883303600141,0.6574411669639986,0.9998569209380117,40439.70396376355,317652.854556491,0.028510540447545724,0.029194511254960955,0.6636893426038024,1.058780947238559e-05,0.3363000695867252
1.5,264.58333333333337,125187.34942996825,0.038626886331704,0.029172533035653023,1566.0227180932602,0.07848179470040832,0.012509432664115297,0.6574905673358846,0.9998596096820511,40922.72253448972,321538.3580858264,0.02848179470040832,0.029162533959519822,0.6637141656762382,1.0387624420692404e-05,0.33627544669934106
1.5,265.0,126688.734218607,0.03859756505141142,0.029152575615458382,1578.57651138661,0.07845318936972502,0.012460275344315198,0.6575397246556848,0.9998622470299523,41411.015577309314,325467.0631167202,0.028453189369725018,0.02913071601559338,0.6637388666180317,1.0191278864454736e-05,0.3362509421031038
1.5,265.4166666666667,128206.56279992963,0.03856838878389153,0.02913271707046307,1591.217741074008,0.07842472364635274,0.012411359499257096,0.6575886405007428,0.9998648339767913,41904.636726726094,329439.41417761677,0.028424723646352734,0.02909905648454645,0.6637634462217671,9.998698500343764e-06,0.33622655507973254
1.5,265.83333333333337,129741.00279185078,0.03853935666221883,0.02911295681234394,1603.9469627529531,0.07839639672490835,0.012362683563701415,0.6576373164362985,0.9998673714982161,42403.64014830905,333455.8602375866,0.028396396724908346,0.02906755443627363,0.6637879052739606,9.809810467831799e-06,0.3362022849155716
1.5,266.25,131292.22344925927,0.038510467825606055,0.02909329425684235,1616.7647355160748,0.07836820780433955,0.012314245985337499,0.6576857540146624,0.999869860550858,42908.080535459194,337516.8546739724,0.028368207804339546,0.029036208946639434,0.663812244554632,9.624543318638553e-06,0.3361781309020494
1.5,266.6666666666667,132860.39562759237,0.03848172141465591,0.02907372882059917,1629.671621544928,0.07834015608888996,0.012266045226245576,0.6577339547737544,0.9998723020727507,43418.013099486154,341622.85517822375,0.028340156088889956,0.029005019092732932,0.6638364648365618,9.442826985342699e-06,0.33615409233645277
1.5,267.08333333333337,134445.69187853948,0.038453116578542286,0.02905425992594697,1642.66818679419,0.07831224078657716,0.01221807976025148,0.6577819202397485,0.9998746969836118,43933.49359771332,345774.3240079033,0.028312240786577153,0.028973983960077908,0.6638605668866393,9.264592761808657e-06,0.33613016852059885
1.5,267.5,136048.2864382531,0.03842465247258558,0.029034886999295566,1655.7550007829,0.0782844611097304,0.012170348073692066,0.6578296519263078,0.9998770461852291,44454.57833056916,349971.727957145,0.028284461109730402,0.028943102640220188,0.6638845514654588,9.089773274477559e-06,0.3361063587612667
1.5,267.9166666666667,137668.35518914383,0.038396328253447076,0.02901560946792841,1668.9326361755902,0.0782568162759374,0.01212284866687503,0.6578771513331249,0.9998793505618562,44981.324131170615,354215.5382578353,0.028256816275937402,0.028912374225922903,0.6639084193265975,8.918302452708283e-06,0.33608266237094986
1.5,268.33333333333337,139306.07575755965,0.03836814308623318,0.028996426764743517,1682.2016694717147,0.07822930550657865,0.012075580051507032,0.6579244199484929,0.99988161098048,45513.78839400549,358506.23083688307,0.02822930550657865,0.028881797818299852,0.6639321712178988,8.750115510110731e-06,0.336059078666591
1.5,268.75,140961.62750312657,0.03834009614218571,0.028977338326715365,1695.5626808054747,0.0782019280273162,0.01202854075140319,0.6579714592485968,0.9998838282911828,46052.02907236674,362844.28628967446,0.028201928027316192,0.028851372524516104,0.6639558078811368,8.585148917571513e-06,0.3360356069699456
1.5,269.1666666666667,142635.19147875722,0.03831218659385859,0.028958343591679314,1709.0162535145378,0.07817468306903826,0.01198172930394294,0.658018270696057,0.9998860033275165,46596.10466743812,367230.18977653293,0.028174683069038253,0.02882109745296437,0.6639793300512529,8.423340375237199e-06,0.3360122466083718
1.5,269.58333333333337,144326.95053028123,0.038284413622096024,0.028939442002988338,1722.562974834134,0.07814756986642547,0.011935144257570404,0.6580648557424296,0.9998881369067563,47146.0742575525,371664.43128525733,0.02814756986642547,0.02879097172027143,0.6640027384576381,8.264628794720876e-06,0.3359889969135672
1.5,270.0,146037.08928698473,0.038256776413875516,0.028920633008076645,1736.2034357058715,0.07812058765841041,0.011888784172450685,0.6581112158275493,0.9998902298302406,47701.997495985,376147.50560770946,0.028120587658410412,0.02876099444915082,0.6640260338237912,8.108954273756216e-06,0.33596585722193506
1.5,270.4166666666667,147765.7941198272,0.038229274157453266,0.028901916055222916,1749.9382303340512,0.078093735689115,0.011842647621918372,0.6581573523780816,0.9998922828837241,48263.934599539774,380679.9122315446,0.028093735689114996,0.02873116476354628,0.6640492168665962,7.956258069740807e-06,0.33594282687533394
1.5,270.83333333333337,149513.25324299393,0.0382019060492185,0.028883290598124476,1763.7679568841747,0.07806701320644656,0.01179673319005132,0.6582032668099486,0.9998942968376189,48831.94637837905,385262.15560795466,0.028067013206446556,0.02870148179551369,0.6640722882975386,7.806482582781757e-06,0.3359199052198786
1.5,271.25,151279.6567057129,0.03817467129168909,0.028864756094562412,1777.6932173009247,0.07804041946253233,0.011751039472274214,0.6582489605277257,0.9998962724473137,49406.09423419587,389894.7451315841,0.02804041946253233,0.028671944683225682,0.6640952488223886,7.65957133187962e-06,0.33589709160627956
1.5,271.6666666666667,153065.19634865073,0.03814756908861796,0.028846312003138665,1791.714616852312,0.07801395371464244,0.011705565076800073,0.6582944349231998,0.9998982104535067,49986.440148296984,394578.19502747816,0.028013953714642437,0.028642552566074474,0.6641180991405135,7.515468929952559e-06,0.3358743853905566
1.5,272.08333333333337,154870.06590739684,0.03812059865174519,0.028827957787781883,1805.8327648321892,0.07798761522382607,0.011660308622274176,0.6583396913777257,0.9999001115824341,50573.046712000665,399313.02462401777,0.027987615223826062,0.028613304591451304,0.6641408399460222,7.374121067686675e-06,0.33585178593291
1.5,272.5,156694.46100560093,0.03809375919891997,0.028809692916496696,1820.0482743875502,0.07796140325531577,0.011615268738328242,0.6583847312616717,0.9999019765461709,51165.97712520544,404099.7583363107,0.027961403255315764,0.02858419991287637,0.6641634719275081,7.2354744911579085e-06,0.33582929259800076
1.5,272.9166666666667,158538.57910954332,0.03806704994918497,0.028791516858085897,1834.3617620506864,0.07793531707942979,0.011570444067012998,0.6584295559329869,0.9999038060429438,51765.295183969254,408938.9255483486,0.027935317079429783,0.028555237685078262,0.6641859957673231,7.099476978260745e-06,0.33580690475569874
1.5,273.33333333333337,160402.61963354438,0.038040470129427566,0.0287734290865889,1848.7738484454594,0.07790935597026537,0.011525833260511367,0.6584741667394886,0.9999056007573488,52371.06531147112,413831.0608910795,0.027909355970265365,0.02852641707067228,0.6642084121427312,6.9660773233302566e-06,0.3357846217799455
1.5,273.75,162286.78393446494,0.038014018972607935,0.028755429080101737,1863.2851581240038,0.07788351920604893,0.011481434981646074,0.6585185650183538,0.9999073613606333,52983.3525569943,418776.7042294554,0.027883519206048923,0.028497737238395375,0.6642307217256402,6.835225316115501e-06,0.3357624430490437
1.5,274.1666666666667,164191.2752644746,0.03798769571285106,0.028737516317504007,1877.896319087249,0.07785780607004698,0.011437247905300617,0.6585627520946993,0.999909088510991,53602.222583000024,423776.4005397712,0.02785780607004698,0.028469197358192387,0.6642529251819121,6.706871719538719e-06,0.3357403679463683
1.5,274.58333333333337,166116.2988783415,0.03796149959197493,0.02871969028281541,1892.6079634942946,0.07783221584928875,0.01139327071620096,0.6586067292837989,0.999910782853769,54227.74169664878,428830.70019283955,0.027832215849288744,0.02844079660777058,0.6642750231724547,6.580968255058202e-06,0.3357183958592902
