scenario,terminal_boundary_z,time,path_label,population_law_log_residual,final_ces_log_residual,final_output_log_residual,ai_share_residual,inference_identity_log_residual,research_service_identity_log_residual,research_ces_log_residual,capability_law_level_residual,wage_log_residual,ai_price_log_residual,ai_marginal_cost_log_residual,gross_return_residual,net_return_residual,inverse_elasticity_residual,monopoly_foc_log_residual,research_compute_foc_log_residual,research_human_foc_log_residual,labor_market_residual,resource_constraint_residual,household_budget_residual,final_firm_zero_profit_residual,research_machine_technology_share_residual,research_machine_cost_share_residual,inference_resource_share_residual,research_resource_share_residual,investment_share_residual,consumption_share_residual,resource_share_sum_residual,production_labor_income_share_residual,aggregate_labor_income_share_residual,ai_operating_profit_share_residual,ai_markup_residual,shadow_capability_to_capital_residual,capital_rhs_residual,capability_rhs_residual,consumption_euler_rhs_residual,shadow_costate_rhs_residual,reconstructed_ai_share,reconstructed_research_machine_share,reconstructed_output_capital_ratio,reconstructed_capability_growth,reconstructed_monopoly_soc_margin,minimum_positive_share_or_soc,positive_and_interior,share_clipping_detected,bounded_exp_clipping_detected,minimum_bounded_exp_argument,maximum_bounded_exp_argument,stored_capital_law_residual,stored_capability_law_residual,stored_consumption_euler_path_residual,stored_shadow_costate_residual
equilibrium_sigma_1.5_z_16,16.0,881.6230814751933,finite-boundary approximations to a conditional pre-singular branch; not an infinite-horizon equilibrium,0.0,-3.552713678800501e-15,0.0,8.881784197001252e-16,0.0,0.0,0.0,0.0,-1.2079226507921703e-13,3.552713678800501e-15,0.0,0.0,0.0,-3.3306690738754696e-16,-1.6785683953912667e-11,1.7763568394002505e-15,2.4442670110147446e-12,-7.771561172376096e-16,0.0,8.326672684688674e-17,-1.1102230246251565e-16,7.771561172376096e-16,7.771561172376096e-16,0.0,0.0,0.0,0.0,0.0,-5.950101522600448e-16,-5.9761223747401e-16,6.661338147750939e-16,5.329070518200751e-15,0.0,0.0,0.0,0.0,-4.440892098500626e-16,0.9926115297336809,0.9999980069433259,15.997745639436257,0.9476396994403131,0.2211165217495002,1.99305667414329e-06,1,0,0,-2.5185230997105883,2.772447814777557,4.633585959368247e-08,9.892184515969404e-09,5.758075438677679e-08,2.3792432024549726e-08
equilibrium_sigma_1.5_z_16,16.0,881.623087545516,finite-boundary approximations to a conditional pre-singular branch; not an infinite-horizon equilibrium,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.6783019418653566e-11,-3.552713678800501e-15,2.5561774918969604e-12,-4.440892098500626e-16,0.0,1.942890293094024e-16,0.0,0.0,-1.1102230246251565e-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9926116223134391,0.9999980069935522,15.997927941412698,0.9476502557766354,0.22111652154324532,1.993006447764678e-06,1,0,0,-2.518523365949097,2.7724592101917516,4.2704940472759745e-08,9.117022137239417e-09,5.30686703470451e-08,2.192803671974275e-08
equilibrium_sigma_1.5_z_16,16.0,881.6230931248899,finite-boundary approximations to a conditional pre-singular branch; not an infinite-horizon equilibrium,0.0,0.0,0.0,0.0,0.0,0.0,-3.552713678800501e-15,-1.6653345369377348e-15,0.0,0.0,0.0,0.0,0.0,0.0,-1.6780354883394466e-11,-3.552713678800501e-15,2.4353852268177434e-12,8.881784197001252e-16,0.0,1.6653345369377348e-16,0.0,6.661338147750939e-16,6.661338147750939e-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.6653345369377348e-15,0.0,8.881784197001252e-16,0.99261170740557,0.9999980070397143,15.998095503044363,0.9476599585607272,0.2211165213536718,1.992960285690515e-06,1,0,0,-2.5185236106662714,2.772469684095295,3.934972481189902e-08,8.400717343981512e-09,4.8899170046468043e-08,2.0205190409683382e-08
equilibrium_sigma_1.5_z_16,16.0,881.6230982530216,finite-boundary approximations to a conditional pre-singular branch; not an infinite-horizon equilibrium,0.0,-7.105427357601002e-15,-3.552713678800501e-15,8.881784197001252e-16,0.0,0.0,3.552713678800501e-15,1.6653345369377348e-15,-1.2434497875801753e-13,0.0,0.0,-1.865174681370263e-14,-1.865174681370263e-14,-3.3306690738754696e-16,-1.6774137634456565e-11,-1.7763568394002505e-15,2.446043367854145e-12,6.661338147750939e-16,-3.552713678800501e-15,-3.469446951953614e-15,0.0,-5.551115123125783e-16,-5.551115123125783e-16,1.609823385706477e-15,2.7755575615628914e-16,7.494005416219807e-16,9.43689570931383e-16,0.0,-5.950101522600448e-16,-5.9761223747401e-16,-1.0547118733938987e-15,0.0,0.0,-5.684341886080802e-14,1.6653345369377348e-15,-1.865174681370263e-14,-1.9539925233402755e-14,0.992611785615661,0.9999980070821443,15.998249515918003,0.9476688767926245,0.2211165211794305,1.9929178557420713e-06,1,0,0,-2.518523835600952,2.772479310999465,3.625064604051431e-08,7.739093144110143e-09,4.504800354965255e-08,1.861386866863768e-08
equilibrium_sigma_1.5_z_16,16.0,881.6231029664059,finite-boundary approximations to a conditional pre-singular branch; not an infinite-horizon equilibrium,0.0,-1.0658141036401503e-14,-7.105427357601002e-15,8.881784197001252e-16,0.0,0.0,3.552713678800501e-15,1.6653345369377348e-15,-1.2434497875801753e-13,-3.552713678800501e-15,0.0,-3.730349362740526e-14,-3.730349362740526e-14,-2.7755575615628914e-16,-1.6774137634456565e-11,-1.7763568394002505e-15,2.4424906541753444e-12,2.220446049250313e-16,-7.105427357601002e-15,-7.022160630754115e-15,-1.1102230246251565e-16,1.1102230246251565e-16,1.1102230246251565e-16,3.164135620181696e-15,5.828670879282072e-16,1.5543122344752192e-15,1.887379141862766e-15,0.0,-5.950101522600448e-16,-5.80265002714242e-16,-2.4980018054066022e-15,-5.329070518200751e-15,0.0,-1.1368683772161603e-13,1.6653345369377348e-15,-3.730349362740526e-14,-3.8191672047105385e-14,0.992611857500317,0.9999980071211405,15.998391075328165,0.9476770738964394,0.22111652101928142,1.992878859491398e-06,1,0,0,-2.5185240423516078,2.772488159391518,3.338942811126344e-08,7.1282298952368706e-09,4.1492307367718695e-08,1.7144660802159706e-08
equilibrium_sigma_1.5_z_16,16.0,881.6231072985865,finite-boundary approximations to a conditional pre-singular branch; not an infinite-horizon equilibrium,0.0,-3.552713678800501e-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.6770584920777765e-11,0.0,2.4442670110147446e-12,4.440892098500626e-16,-2.220446049250313e-16,-2.7755575615628914e-17,0.0,-7.771561172376096e-16,-5.551115123125783e-16,0.0,0.0,0.0,0.0,-1.1102230246251565e-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.881784197001252e-16,0.9926119235711319,0.9999980071569838,15.9985211880754,0.9476846081719221,0.22111652087208478,1.9928430161630928e-06,1,0,0,-2.518524232387687,2.7724962922229714,3.074860721596906e-08,6.5644542024401176e-09,3.82106444263286e-08,1.578866193341355e-08
equilibrium_sigma_1.5_z_16,16.0,881.6231112803939,finite-boundary approximations to a conditional pre-singular branch; not an infinite-horizon equilibrium,0.0,-7.105427357601002e-15,-7.105427357601002e-15,8.881784197001252e-16,0.0,0.0,3.552713678800501e-15,0.0,-1.2789769243681803e-13,-3.552713678800501e-15,0.0,-3.8191672047105385e-14,-3.8191672047105385e-14,-2.7755575615628914e-16,-1.6767920385518664e-11,1.7763568394002505e-15,2.438937940496544e-12,-5.551115123125783e-16,-7.105427357601002e-15,-6.994405055138486e-15,0.0,3.3306690738754696e-16,3.3306690738754696e-16,3.164135620181696e-15,5.689893001203927e-16,1.5543122344752192e-15,1.8318679906315083e-15,0.0,-5.950101522600448e-16,-5.9761223747401e-16,-2.609024107869118e-15,-5.329070518200751e-15,0.0,-1.1368683772161603e-13,0.0,-3.8191672047105385e-14,-3.907985046680551e-14,0.9926119842983111,0.9999980071899263,15.998640779578897,0.9476915332063238,0.22111652073679294,1.9928100737365284e-06,1,0,0,-2.5185244070599566,2.7725037673548982,2.8312222344339943e-08,6.044302613972263e-09,3.5182929458699164e-08,1.4537612003096001e-08
equilibrium_sigma_1.5_z_16,16.0,881.6231149401651,finite-boundary approximations to a conditional pre-singular branch; not an infinite-horizon equilibrium,0.0,0.0,0.0,8.881784197001252e-16,0.0,0.0,0.0,0.0,-1.2079226507921703e-13,3.552713678800501e-15,0.0,0.0,0.0,-3.3306690738754696e-16,-1.6768808563938364e-11,0.0,2.4371615836571436e-12,-6.661338147750939e-16,0.0,8.326672684688674e-17,0.0,-6.661338147750939e-16,-6.661338147750939e-16,0.0,0.0,0.0,0.0,0.0,-5.950101522600448e-16,-5.984795992119984e-16,5.551115123125783e-16,5.10702591327572e-15,0.0,0.0,0.0,0.0,8.881784197001252e-16,0.9926120401140379,0.999998007220206,15.998750700473225,0.9476978982564379,0.2211165206124432,1.992779793957844e-06,1,0,0,-2.518524567610097,2.7725106379708606,2.6064949310011798e-08,5.564556260218012e-09,3.239036949764795e-08,1.3383711916503671e-08
equilibrium_sigma_1.5_z_16,16.0,881.6231183039456,finite-boundary approximations to a conditional pre-singular branch; not an infinite-horizon equilibrium,0.0,-7.105427357601002e-15,-3.552713678800501e-15,0.0,0.0,0.0,0.0,0.0,-7.105427357601002e-15,-3.552713678800501e-15,0.0,-1.9539925233402755e-14,-1.9539925233402755e-14,0.0,-1.6766144028679264e-11,-1.7763568394002505e-15,2.559730205575761e-12,8.881784197001252e-16,-3.4416913763379853e-15,-3.469446951953614e-15,-1.1102230246251565e-16,-8.881784197001252e-16,-8.881784197001252e-16,1.609823385706477e-15,2.914335439641036e-16,7.771561172376096e-16,9.43689570931383e-16,0.0,0.0,-1.734723475976807e-17,-1.609823385706477e-15,-5.329070518200751e-15,0.0,-5.684341886080802e-14,0.0,-1.9539925233402755e-14,-1.9539925233402755e-14,0.9926120914155433,0.9999980072480361,15.998851732649408,0.9477037485983583,0.22111652049815045,1.9927519638862634e-06,1,0,0,-2.5185247151795203,2.7725169529550158,2.3993000031197198e-08,5.122203772245371e-09,2.981553492986677e-08,1.2319798514681679e-08
equilibrium_sigma_1.5_z_16,16.0,881.6231213956739,finite-boundary approximations to a conditional pre-singular branch; not an infinite-horizon equilibrium,0.0,-3.552713678800501e-15,0.0,8.881784197001252e-16,0.0,0.0,0.0,0.0,-1.2079226507921703e-13,3.552713678800501e-15,0.0,0.0,0.0,-2.7755575615628914e-16,-1.6767920385518664e-11,1.7763568394002505e-15,2.4442670110147446e-12,6.661338147750939e-16,0.0,1.3877787807814457e-16,-1.1102230246251565e-16,1.1102230246251565e-16,0.0,0.0,0.0,0.0,0.0,0.0,-5.958775139980332e-16,-5.984795992119984e-16,6.661338147750939e-16,5.329070518200751e-15,0.0,0.0,0.0,0.0,-4.440892098500626e-16,0.9926121385679199,0.9999980072736139,15.998944594782138,0.9477091258475758,0.22111652039310145,1.992726386124133e-06,1,0,0,-2.5185248508174354,2.772522757238022,2.208293992111976e-08,4.7144385062480865e-09,2.7441992678234328e-08,1.1339054140080407e-08
equilibrium_sigma_1.5_z_16,16.0,881.623124237353,finite-boundary approximations to a conditional pre-singular branch; not an infinite-horizon equilibrium,0.0,-7.105427357601002e-15,-3.552713678800501e-15,8.881784197001252e-16,0.0,0.0,0.0,0.0,-1.2079226507921703e-13,0.0,0.0,-1.865174681370263e-14,-1.865174681370263e-14,-3.3306690738754696e-16,-1.6763479493420164e-11,-3.552713678800501e-15,2.446043367854145e-12,2.220446049250313e-16,-3.4416913763379853e-15,-3.4416913763379853e-15,0.0,-1.1102230246251565e-16,0.0,1.5543122344752192e-15,2.7755575615628914e-16,7.494005416219807e-16,9.43689570931383e-16,0.0,-5.950101522600448e-16,-5.80265002714242e-16,-9.992007221626409e-16,0.0,0.0,-5.684341886080802e-14,0.0,-1.865174681370263e-14,-1.8207657603852567e-14,0.9926121819067439,0.9999980072971238,15.999029947469085,0.9477140682565645,0.2211165202965485,1.9927028761523857e-06,1,0,0,-2.518524975488276,2.7725280921186304,2.0322738603084645e-08,4.338644554735538e-09,2.5254567326271626e-08,1.0435190933577587e-08
equilibrium_sigma_1.5_z_16,16.0,881.6231268492058,finite-boundary approximations to a conditional pre-singular branch; not an infinite-horizon equilibrium,0.0,-7.105427357601002e-15,-7.105427357601002e-15,8.881784197001252e-16,0.0,0.0,0.0,0.0,-1.2789769243681803e-13,-3.552713678800501e-15,0.0,-3.8191672047105385e-14,-3.8191672047105385e-14,-2.7755575615628914e-16,-1.6759926779741363e-11,1.7763568394002505e-15,2.4442670110147446e-12,-7.771561172376096e-16,-6.8833827526759706e-15,-6.938893903907228e-15,0.0,7.771561172376096e-16,6.661338147750939e-16,3.164135620181696e-15,5.828670879282072e-16,1.5265566588595902e-15,1.8318679906315083e-15,0.0,-5.950101522600448e-16,-5.9761223747401e-16,-2.4980018054066022e-15,-5.329070518200751e-15,0.0,-1.1368683772161603e-13,0.0,-3.8191672047105385e-14,-3.774758283725532e-14,0.992612221740445,0.9999980073187315,15.999108397901074,0.9477186109852287,0.22111652020780445,1.9926812685477913e-06,1,0,0,-2.5185250900786045,2.7725329955558955,1.870085775124153e-08,3.99239341586366e-09,2.3239112856288102e-08,9.602429518196232e-09
equilibrium_sigma_1.5_z_16,16.0,881.6231292498203,finite-boundary approximations to a conditional pre-singular branch; not an infinite-horizon equilibrium,0.0,0.0,0.0,-8.881784197001252e-16,0.0,0.0,3.552713678800501e-15,1.6653345369377348e-15,1.2079226507921703e-13,0.0,0.0,0.0,0.0,2.7755575615628914e-16,-1.6765255850259564e-11,3.552713678800501e-15,2.6787461138155777e-12,4.440892098500626e-16,-1.1102230246251565e-16,2.7755575615628914e-17,0.0,1.1102230246251565e-16,0.0,0.0,0.0,0.0,0.0,0.0,5.950101522600448e-16,5.9761223747401e-16,-5.551115123125783e-16,0.0,0.0,0.0,1.6653345369377348e-15,0.0,-8.881784197001252e-16,0.992612258352512,0.9999980073385928,15.999180504190523,0.9477227863515317,0.2211165201262378,1.9926614072129922e-06,1,0,0,-2.518525195403292,2.7725375024399774,1.7206780889011952e-08,3.6734290054241114e-09,2.138243360150227e-08,8.835237874649238e-09
equilibrium_sigma_1.5_z_16,16.0,881.6231314562806,finite-boundary approximations to a conditional pre-singular branch; not an infinite-horizon equilibrium,0.0,0.0,0.0,8.881784197001252e-16,0.0,0.0,0.0,0.0,-1.2079226507921703e-13,0.0,0.0,0.0,0.0,-3.3306690738754696e-16,-1.6755485887642863e-11,1.7763568394002505e-15,2.447819724693545e-12,6.661338147750939e-16,0.0,8.326672684688674e-17,-1.1102230246251565e-16,4.440892098500626e-16,4.440892098500626e-16,0.0,0.0,0.0,0.0,0.0,-5.950101522600448e-16,-5.9761223747401e-16,6.661338147750939e-16,0.0,0.0,0.0,0.0,0.0,0.0,0.9926122920034955,0.9999980073568466,15.999246779321545,0.9477266240602503,0.221116520051268,1.9926431533701106e-06,1,0,0,-2.5185252922113968,2.7725416448392544,1.5830674549022206e-08,3.3796537790564685e-09,1.9672441453622014e-08,8.128654194194951e-09
equilibrium_sigma_1.5_z_16,16.0,881.6231334842893,finite-boundary approximations to a conditional pre-singular branch; not an infinite-horizon equilibrium,0.0,-3.552713678800501e-15,-3.552713678800501e-15,0.0,0.0,0.0,0.0,0.0,-3.552713678800501e-15,-3.552713678800501e-15,0.0,-1.865174681370263e-14,-1.865174681370263e-14,0.0,-1.6751933173964062e-11,3.552713678800501e-15,2.4442670110147446e-12,-6.661338147750939e-16,-3.6637359812630166e-15,-3.524958103184872e-15,-1.1102230246251565e-16,6.661338147750939e-16,5.551115123125783e-16,1.5543122344752192e-15,2.7755575615628914e-16,7.771561172376096e-16,9.43689570931383e-16,0.0,0.0,0.0,-1.5543122344752192e-15,-5.329070518200751e-15,0.0,-5.684341886080802e-14,0.0,-1.865174681370263e-14,-1.865174681370263e-14,0.9926123229328886,0.9999980073736243,15.999307694816322,0.9477301514152461,0.22111651998236154,1.9926263756797624e-06,1,0,0,-2.518525381191452,2.772545452229668,1.4563555250646232e-08,3.1091209606870507e-09,1.8097746412593096e-08,7.477988006598935e-09
equilibrium_sigma_1.5_z_16,16.0,881.6231353482789,finite-boundary approximations to a conditional pre-singular branch; not an infinite-horizon equilibrium,0.0,-3.552713678800501e-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.6759038601321663e-11,0.0,2.4353852268177434e-12,6.661338147750939e-16,0.0,8.326672684688674e-17,0.0,7.771561172376096e-16,7.771561172376096e-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9926123513607986,0.9999980073890449,15.999363684060768,0.9477333935120741,0.22111651991902803,1.9926109551260396e-06,1,0,0,-2.5185254629763314,2.772548951702742,1.3396752596150918e-08,2.860034320484317e-09,1.664780491239526e-08,6.8788721385715235e-09
equilibrium_sigma_1.5_z_16,16.0,881.6231370615149,finite-boundary approximations to a conditional pre-singular branch; not an infinite-horizon equilibrium,0.0,0.0,0.0,-8.881784197001252e-16,0.0,0.0,0.0,0.0,1.1723955140041653e-13,0.0,0.0,0.0,0.0,2.7755575615628914e-16,-1.6756374066062563e-11,0.0,2.5632829192545614e-12,-7.771561172376096e-16,0.0,-2.7755575615628914e-17,0.0,-6.661338147750939e-16,-7.771561172376096e-16,0.0,0.0,0.0,0.0,0.0,5.950101522600448e-16,5.629177679544739e-16,-6.661338147750939e-16,0.0,0.0,0.0,0.0,0.0,0.0,0.9926123774895427,0.9999980074032201,15.999415145416569,0.947736373418201,0.22111651986081676,1.9925967799094835e-06,1,0,0,-2.5185255381477525,2.7725521681602245,1.2322690867705433e-08,2.6307271916437003e-09,1.531307880497934e-08,6.327367518821347e-09
equilibrium_sigma_1.5_z_16,16.0,881.6231386361898,finite-boundary approximations to a conditional pre-singular branch; not an infinite-horizon equilibrium,0.0,0.0,0.0,0.0,0.0,0.0,3.552713678800501e-15,1.7763568394002505e-15,0.0,0.0,0.0,0.0,0.0,0.0,-1.6755485887642863e-11,-1.7763568394002505e-15,2.4371615836571436e-12,4.440892098500626e-16,0.0,1.1102230246251565e-16,0.0,3.3306690738754696e-16,4.440892098500626e-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7763568394002505e-15,0.0,-8.881784197001252e-16,0.9926124015050728,0.9999980074162461,15.999462445038093,0.9477391123360654,0.22111651980731348,1.99258375388478e-06,1,0,0,-2.518525607240452,2.772555124490264,1.133403948472278e-08,2.4196556980271566e-09,1.4084473143327614e-08,5.8197033858675695e-09
equilibrium_sigma_1.5_z_16,16.0,881.6231400835098,finite-boundary approximations to a conditional pre-singular branch; not an infinite-horizon equilibrium,0.0,-3.552713678800501e-15,-3.552713678800501e-15,0.0,0.0,0.0,0.0,0.0,-3.552713678800501e-15,-3.552713678800501e-15,0.0,-1.9539925233402755e-14,-1.9539925233402755e-14,0.0,-1.6751933173964062e-11,-1.7763568394002505e-15,2.575717417130363e-12,-6.661338147750939e-16,-3.6637359812630166e-15,-3.524958103184872e-15,-1.1102230246251565e-16,-3.3306690738754696e-16,-4.440892098500626e-16,1.5543122344752192e-15,2.914335439641036e-16,7.494005416219807e-16,8.881784197001252e-16,-1.1102230246251565e-16,0.0,-1.734723475976807e-17,-1.5543122344752192e-15,-5.329070518200751e-15,0.0,-5.684341886080802e-14,0.0,-1.9539925233402755e-14,-1.9539925233402755e-14,0.9926124235782955,0.9999980074282205,15.999505919455817,0.9477416297527276,0.22111651975813737,1.9925717794633258e-06,1,0,0,-2.5185256707459054,2.772557841728972,1.0424082930171608e-08,2.2253924258919255e-09,1.2953689676464819e-08,5.352482901344047e-09
equilibrium_sigma_1.5_z_16,16.0,881.6231414137751,finite-boundary approximations to a conditional pre-singular branch; not an infinite-horizon equilibrium,0.0,-7.105427357601002e-15,-3.552713678800501e-15,8.881784197001252e-16,0.0,0.0,0.0,0.0,-1.2434497875801753e-13,-3.552713678800501e-15,0.0,-1.865174681370263e-14,-1.865174681370263e-14,-2.7755575615628914e-16,-1.6753709530803462e-11,0.0,2.446043367854145e-12,-5.551115123125783e-16,-3.552713678800501e-15,-3.3861802251067274e-15,0.0,2.220446049250313e-16,2.220446049250313e-16,1.609823385706477e-15,2.914335439641036e-16,7.494005416219807e-16,8.881784197001252e-16,0.0,-5.950101522600448e-16,-5.9761223747401e-16,-9.43689570931383e-16,-5.329070518200751e-15,0.0,-5.684341886080802e-14,0.0,-1.865174681370263e-14,-1.8207657603852567e-14,0.9926124438662991,0.9999980074392251,15.9995458780052,0.9477439435805002,0.22111651971293844,1.9925607749327057e-06,1,0,0,-2.5185257291158614,2.772560339212312,9.586710536524379e-09,2.0466198735746843e-09,1.1913080300018919e-08,4.922501517512501e-09
equilibrium_sigma_1.5_z_16,16.0,881.6231426364527,finite-boundary approximations to a conditional pre-singular branch; not an infinite-horizon equilibrium,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.6751933173964062e-11,1.7763568394002505e-15,2.446043367854145e-12,-1.1102230246251565e-16,0.0,0.0,0.0,7.771561172376096e-16,7.771561172376096e-16,0.0,0.0,0.0,0.0,-1.1102230246251565e-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.3322676295501878e-15,0.9926124625134729,0.9999980074493395,15.999582605012588,0.9477460702835149,0.22111651967139506,1.9925506604678844e-06,1,0,0,-2.5185257827655825,2.7725626347127914,8.816071872530529e-09,1.8821146863245986e-09,1.095551471763656e-08,4.526820251982144e-09
equilibrium_sigma_1.5_z_16,16.0,881.623143760244,finite-boundary approximations to a conditional pre-singular branch; not an infinite-horizon equilibrium,0.0,0.0,0.0,-8.881784197001252e-16,0.0,0.0,0.0,0.0,1.2079226507921703e-13,0.0,0.0,0.0,0.0,3.3306690738754696e-16,-1.6751044995544362e-11,0.0,2.5650592760939617e-12,-4.440892098500626e-16,-1.1102230246251565e-16,0.0,-1.1102230246251565e-16,3.3306690738754696e-16,3.3306690738754696e-16,0.0,0.0,0.0,0.0,-1.1102230246251565e-16,5.950101522600448e-16,5.9761223747401e-16,-5.551115123125783e-16,0.0,0.0,0.0,0.0,0.0,0.0,0.9926124796525195,0.999998007458637,15.999616361803959,0.9477480249940419,0.2211165196332116,1.992541363016187e-06,1,0,0,-2.518525832076744,2.7725647445650665,8.107079452202015e-09,1.7307600908011977e-09,1.0074480805144503e-08,4.162779010385975e-09
equilibrium_sigma_1.5_z_16,16.0,881.6231447931466,finite-boundary approximations to a conditional pre-singular branch; not an infinite-horizon equilibrium,0.0,-3.552713678800501e-15,0.0,-8.881784197001252e-16,0.0,0.0,0.0,0.0,1.2079226507921703e-13,0.0,0.0,0.0,0.0,3.3306690738754696e-16,-1.6755485887642863e-11,0.0,2.5721647034515627e-12,-1.1102230246251565e-16,0.0,1.6653345369377348e-16,0.0,-6.661338147750939e-16,-7.771561172376096e-16,0.0,0.0,0.0,0.0,0.0,5.950101522600448e-16,5.9761223747401e-16,-5.551115123125783e-16,0.0,0.0,0.0,0.0,0.0,-4.440892098500626e-16,0.9926124954054089,0.999998007467183,15.999647388573402,0.9477498216207129,0.22111651959811635,1.9925328169634327e-06,1,0,0,-2.518525877400144,2.772566683782774,7.4548984763112e-09,1.5915078144246309e-09,9.263940725645625e-09,3.8278811231862164e-09
equilibrium_sigma_1.5_z_16,16.0,881.6231457425113,finite-boundary approximations to a conditional pre-singular branch; not an infinite-horizon equilibrium,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.6751044995544362e-11,0.0,2.4584778657299466e-12,6.661338147750939e-16,0.0,0.0,0.0,0.0,-1.1102230246251565e-16,0.0,0.0,0.0,0.0,-1.1102230246251565e-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.440892098500626e-16,0.9926125098842525,0.9999980074750363,15.999675906104898,0.9477514729481775,0.22111651956585945,1.9925249636898457e-06,1,0,0,-2.518525919058259,2.7725684661661845,6.8548309251070805e-09,1.4634092826426581e-09,8.518310501415272e-09,3.519774693927502e-09
equilibrium_sigma_1.5_z_16,16.0,881.6231466150942,finite-boundary approximations to a conditional pre-singular branch; not an infinite-horizon equilibrium,0.0,0.0,0.0,8.881784197001252e-16,0.0,0.0,0.0,0.0,-1.2079226507921703e-13,0.0,0.0,0.0,0.0,-2.7755575615628914e-16,-1.6749268638704962e-11,0.0,2.4584778657299466e-12,2.220446049250313e-16,-1.1102230246251565e-16,-1.1102230246251565e-16,0.0,-4.440892098500626e-16,-4.440892098500626e-16,0.0,0.0,0.0,0.0,-1.1102230246251565e-16,-5.950101522600448e-16,-5.9761223747401e-16,5.551115123125783e-16,0.0,0.0,0.0,0.0,0.0,0.0,0.9926125231920904,0.9999980074822554,15.999702117314927,0.9477529907264574,0.22111651953621136,1.9925177445756503e-06,1,0,0,-2.518525957347478,2.7725701043986533,6.302800947821652e-09,1.34557454067874e-09,7.832370307880865e-09,3.2363316471162307e-09
equilibrium_sigma_1.5_z_16,16.0,881.6231474171055,finite-boundary approximations to a conditional pre-singular branch; not an infinite-horizon equilibrium,0.0,0.0,0.0,-8.881784197001252e-16,0.0,0.0,0.0,0.0,1.1723955140041653e-13,0.0,0.0,0.0,0.0,2.7755575615628914e-16,-1.674660410344586e-11,-1.7763568394002505e-15,2.5703883466121624e-12,6.661338147750939e-16,0.0,-5.551115123125783e-17,0.0,-2.220446049250313e-16,-2.220446049250313e-16,0.0,0.0,0.0,0.0,-1.1102230246251565e-16,5.950101522600448e-16,5.80265002714242e-16,-6.661338147750939e-16,0.0,0.0,0.0,0.0,0.0,0.0,0.9926125354236344,0.9999980074888901,15.999726208723825,0.9477543857561668,0.2211165195089612,1.992511109882855e-06,1,0,0,-2.518525992540212,2.772571610138609,5.795122159923949e-09,1.2371889068774067e-09,7.201482965513151e-09,2.9756557218263424e-09
equilibrium_sigma_1.5_z_16,16.0,881.6231481542526,finite-boundary approximations to a conditional pre-singular branch; not an infinite-horizon equilibrium,0.0,-7.105427357601002e-15,-3.552713678800501e-15,-8.881784197001252e-16,0.0,0.0,3.552713678800501e-15,1.7763568394002505e-15,1.1723955140041653e-13,-3.552713678800501e-15,0.0,-1.865174681370263e-14,-1.865174681370263e-14,2.7755575615628914e-16,-1.674571592502616e-11,0.0,2.568611989772762e-12,4.440892098500626e-16,-3.774758283725532e-15,-3.635980405647388e-15,0.0,-3.3306690738754696e-16,-3.3306690738754696e-16,1.609823385706477e-15,2.914335439641036e-16,7.771561172376096e-16,9.43689570931383e-16,0.0,5.950101522600448e-16,5.80265002714242e-16,-2.275957200481571e-15,-5.329070518200751e-15,0.0,-5.684341886080802e-14,1.7763568394002505e-15,-1.865174681370263e-14,-1.865174681370263e-14,0.9926125466659267,0.9999980074949884,15.999748351758498,0.9477556679638969,0.2211165194839149,1.9925050116498255e-06,1,0,0,-2.5185260248868637,2.772572994101001,5.328260499481985e-09,1.1375004271840794e-09,6.6212519911346135e-09,2.735917270513255e-09
