scenario,sigma_xl,sigma_hm,horizon,time,population_path_error,labor_market_error_independent,final_production_log_error_independent,inference_identity_log_error_independent,automated_service_log_error_independent,research_ces_log_error_independent,capability_law_log_error_independent,capital_price_error_independent,net_interest_error_independent,wage_foc_log_error_independent,ai_price_foc_log_error_independent,ai_share_error_independent,research_price_log_error_independent,human_demand_log_error_independent,automated_service_demand_log_error_independent,automated_share_quantity_error_independent,automated_share_expenditure_error_independent,research_scale_foc_log_error_independent,research_compute_foc_log_error_independent,research_human_foc_log_error_independent,resource_constraint_error_independent,profit_shadow_ratio_error_independent,static_max_abs_error,monopoly_foc_log_error_independent,monopoly_soc_margin_independent,rhs_capital_growth,rhs_capability_growth,rhs_consumption_growth,rhs_shadow_growth,stored_capital_rate_error,stored_capability_rate_error,stored_consumption_rate_error,stored_shadow_rate_error,ai_share_independent,automated_research_share_independent,inference_output_share_independent,research_output_share_independent,human_population_share_independent,profit_shadow_ratio_independent,net_interest_rate_independent,bounded_exp_min_argument,bounded_exp_max_argument,bounded_exp_clipping_count,fd_capital_growth,fd_capital_growth_residual,fd_capability_growth,fd_capability_growth_residual,fd_consumption_growth,fd_consumption_growth_residual,fd_shadow_growth,fd_shadow_growth_residual
axm_complements_sigma_xl_075_hm_1,0.75,1.0,4500.0,3924.0,0.0,1.5543122344752192e-15,-3.552713678800501e-15,0.0,0.0,-2.0179413695586845e-12,0.0,0.0,0.0,0.0,0.0,-4.440892098500626e-16,0.0,3.105071755271638e-12,0.0,-7.066569551739121e-13,0.0,-8.881784197001252e-16,0.0,-3.1086244689504383e-12,2.220446049250313e-16,-6.938893903907228e-18,3.1086244689504383e-12,6.679101716144942e-12,0.07430925479634232,0.01200099610048383,0.0021249978199793618,0.012001036507818925,0.007752901349265026,0.0,0.0,0.0,3.122502256758253e-16,0.3323264443756444,0.35,2.2458662359357412e-05,1.0407434803959045e-07,4.320657543251783e-07,0.032099385311155346,0.04000103650781893,-31.3800930562555,27.941174658040794,0.0,0.012000996100496875,1.304512053934559e-14,0.0021249978199794906,1.2880321809127793e-16,0.012001036507822527,3.6012859361278515e-15,0.00775290134927098,5.953570969552402e-15
axm_complements_sigma_xl_075_hm_1,0.75,1.0,4500.0,3926.0,0.0,-3.219646771412954e-15,-1.0658141036401503e-14,0.0,0.0,-1.9966250874858815e-12,0.0,0.0,0.0,0.0,-7.105427357601002e-15,-4.440892098500626e-16,0.0,3.076650045841234e-12,0.0,-6.993849943626174e-13,0.0,-8.881784197001252e-16,-3.552713678800501e-15,-3.0802027595200343e-12,-1.1102230246251565e-16,6.938893903907228e-18,3.0802027595200343e-12,4.416023102749023e-12,0.07430877986552942,0.012000991883648622,0.002124993388070996,0.012001032119678602,0.007752897989887708,0.0,0.0,0.0,2.914335439641036e-16,0.33232601853813815,0.35,2.236350121525708e-05,1.0363315363752895e-07,4.3023385749648897e-07,0.03209938459262593,0.040001032119678606,-31.395598855591867,27.956680434992638,0.0,0.012000991883658885,1.026262408387879e-14,0.0021249933880716776,6.817463260588852e-16,0.012001032119682564,3.9621084191310274e-15,0.007752897989891372,3.6637359812630166e-15
axm_complements_sigma_xl_075_hm_1,0.75,1.0,4500.0,3928.0,0.0,1.3322676295501878e-15,0.0,0.0,0.0,-1.9824142327706795e-12,0.0,0.0,0.0,0.0,0.0,-4.440892098500626e-16,0.0,3.0482283364108298e-12,0.0,-6.928901896685602e-13,0.0,1.3322676295501878e-15,0.0,-3.0482283364108298e-12,0.0,0.0,3.0482283364108298e-12,4.462208380573429e-12,0.07430830694457301,0.012000987684649599,0.0021249889735297164,0.012001027750096017,0.007752894647219941,0.0,0.0,0.0,2.983724378680108e-16,0.332325594503164,0.35,2.2268743122002943e-05,1.0319382964267269e-07,4.2840972915646555e-07,0.032099383874729,0.04000102775009602,-31.4111046482262,27.97218620526215,0.0,0.012000987684642861,-6.737665980693919e-15,0.002124988973529668,-4.85722573273506e-17,0.012001027750093152,-2.8657631823136853e-15,0.007752894647216901,-3.039235529911366e-15
axm_complements_sigma_xl_075_hm_1,0.75,1.0,4500.0,3930.0,0.0,-3.4416913763379853e-15,7.105427357601002e-15,0.0,0.0,-1.9539925233402755e-12,0.0,0.0,0.0,0.0,0.0,-2.7755575615628914e-16,0.0,3.0055957722652238e-12,0.0,-6.832867605055526e-13,-5.551115123125783e-17,3.1086244689504383e-15,0.0,-3.0055957722652238e-12,0.0,0.0,3.0055957722652238e-12,4.858335955759685e-12,0.07430783602498166,0.012000983503398246,0.002124984576290012,0.012001023398988044,0.007752891321171788,0.0,0.0,0.0,2.914335439641036e-16,0.3323251722631028,0.35,2.2174386373928252e-05,1.0275636812548229e-07,4.265933363512498e-07,0.03209938315747596,0.04000102339898805,-31.426610434191822,27.987691968883013,0.0,0.012000983503396179,-2.067790383364354e-15,0.0021249845762898872,-1.249000902703301e-16,0.012001023398988842,7.979727989493313e-16,0.007752891321171962,1.734723475976807e-16
axm_complements_sigma_xl_075_hm_1,0.75,1.0,4500.0,3932.0,0.0,-6.661338147750939e-16,0.0,0.0,0.0,-1.9397816686250735e-12,0.0,0.0,0.0,0.0,0.0,-3.3306690738754696e-16,0.0,2.9842794901924208e-12,0.0,-6.800116025829084e-13,-5.551115123125783e-17,-4.440892098500626e-16,3.552713678800501e-15,-2.9878322038712213e-12,-1.1102230246251565e-16,0.0,2.9878322038712213e-12,4.614975068761851e-12,0.07430736709829985,0.012000979339822158,0.002124980196286553,0.012001019066276007,0.0077528880116598045,0.0,0.0,0.0,2.8449465006019636e-16,0.3323247518103679,0.35,2.2080429272570163e-05,1.0232076119002638e-07,4.2478464626684766e-07,0.03209938244087615,0.04000101906627601,-31.442116213521917,28.003197725888697,0.0,0.012000979339828799,6.6405214660392176e-15,0.002124980196287138,5.850354922731782e-16,0.012001019066274043,-1.9637069748057456e-15,0.007752888011662851,3.0461744238152733e-15
axm_complements_sigma_xl_075_hm_1,0.75,1.0,4500.0,3934.0,0.0,-1.6653345369377348e-15,-3.552713678800501e-15,0.0,0.0,-1.9184653865522705e-12,0.0,0.0,0.0,0.0,0.0,-1.6653345369377348e-16,0.0,2.9558577807620168e-12,0.0,-6.718514633519135e-13,5.551115123125783e-17,1.7763568394002505e-15,3.552713678800501e-15,-2.9523050670832163e-12,-1.1102230246251565e-16,0.0,2.9558577807620168e-12,1.6218137943724287e-12,0.07430690015610751,0.012000975193852272,0.002124975833454259,0.012001014751884455,0.007752884718600646,0.0,0.0,0.0,2.914335439641036e-16,0.33232433313740406,0.35,2.198687012664178e-05,1.0188700097383823e-07,4.2298362622846026e-07,0.03209938172494201,0.04000101475188446,-31.45762198624944,28.018703476312545,0.0,0.012000975193852736,4.649058915617843e-16,0.002124975833453613,-6.461844948013606e-16,0.01200101475188503,5.759281940243e-16,0.007752884718603192,2.546574062733953e-15
axm_complements_sigma_xl_075_hm_1,0.75,1.0,4500.0,3936.0,0.0,-3.552713678800501e-15,3.552713678800501e-15,0.0,0.0,-1.9042545318370685e-12,0.0,0.0,0.0,0.0,0.0,-5.551115123125783e-16,0.0,2.9345414986892138e-12,0.0,-6.670775043460253e-13,-5.551115123125783e-17,3.1086244689504383e-15,3.552713678800501e-15,-2.9309887850104133e-12,0.0,6.938893903907228e-18,2.9345414986892138e-12,6.439293542825908e-12,0.07430643519002135,0.012000971065408587,0.0021249714877282833,0.012001010455736004,0.0077528814419126,0.0,0.0,0.0,2.706168622523819e-16,0.332323916236689,0.35,2.189370725200083e-05,1.0145507964778773e-07,4.211902437000282e-07,0.03209938100968243,0.04000101045573601,-31.47312775240724,28.034209220187687,0.0,0.012000971065405763,-2.824129818890242e-15,0.002124971487727126,-1.1574942393455245e-15,0.012001010455738537,2.5326962749261384e-15,0.007752881441912662,6.245004513516506e-17
axm_complements_sigma_xl_075_hm_1,0.75,1.0,4500.0,3938.0,0.0,-3.1086244689504383e-15,-3.552713678800501e-15,0.0,0.0,-1.8829382497642655e-12,0.0,0.0,0.0,0.0,0.0,-4.440892098500626e-16,0.0,2.8919089345436078e-12,0.0,-6.589728762662617e-13,-5.551115123125783e-17,-1.3322676295501878e-15,0.0,-2.8990143619012088e-12,-1.1102230246251565e-16,0.0,2.8990143619012088e-12,1.978861519091879e-12,0.07430597219169047,0.012000966954420773,0.00212496715904401,0.012001006177752634,0.007752878181510964,0.0,0.0,0.0,2.7755575615628914e-16,0.3323235011007302,0.35,2.1800938971620053e-05,1.0102498941592415e-07,4.194044662835163e-07,0.032099380295108594,0.04000100617775264,-31.488633512027953,28.049714957547103,0.0,0.012000966954424763,3.989863994746656e-15,0.0021249671590442692,2.5934115965853266e-16,0.012001006177751739,-8.951173136040325e-16,0.007752878181511602,6.38378239159465e-16
axm_complements_sigma_xl_075_hm_1,0.75,1.0,4500.0,3940.0,0.0,2.886579864025407e-15,0.0,0.0,0.0,-1.8545165403338615e-12,0.0,0.0,0.0,0.0,0.0,-3.3306690738754696e-16,0.0,2.8563817977556027e-12,0.0,-6.493139359520228e-13,-5.551115123125783e-17,0.0,0.0,-2.8563817977556027e-12,2.220446049250313e-16,6.938893903907228e-18,2.8563817977556027e-12,2.376765451117535e-12,0.0743055111528024,0.01200096286081341,0.0021249628473370393,0.012001001917858238,0.00775287493731492,0.0,0.0,0.0,2.706168622523819e-16,0.33232308772206887,0.35,2.1708563615557074e-05,1.0059672251534793e-07,4.1762626171841433e-07,0.03209937958122973,0.04000100191785824,-31.504139265144097,28.0652206884236,0.0,0.012000962860821696,8.28503932126523e-15,0.0021249628473381105,1.0711917464156784e-15,0.012001001917862353,4.1147640850169864e-15,0.007752874937318965,4.045375145977914e-15
axm_complements_sigma_xl_075_hm_1,0.75,1.0,4500.0,3942.0,0.0,-3.3306690738754696e-15,-3.552713678800501e-15,0.0,0.0,-1.8332002582610585e-12,0.0,0.0,0.0,0.0,0.0,-2.220446049250313e-16,0.0,2.8208546609675977e-12,0.0,-6.419864639894968e-13,0.0,-8.881784197001252e-16,0.0,-2.8244073746463982e-12,2.220446049250313e-16,0.0,2.8244073746463982e-12,2.374989094278135e-12,0.07430505206507769,0.01200095878451355,0.002124958552543214,0.012000997675976711,0.007752871709241792,0.0,0.0,0.0,2.706168622523819e-16,0.3323226760932762,0.35,2.1616579520924725e-05,1.0017027121606155e-07,4.158555978810935e-07,0.0320993788680569,0.040000997675976716,-31.519645011787976,28.080726412849828,0.0,0.01200095878451407,5.204170427930421e-16,0.002124958552543174,-3.9898639947466563e-17,0.012000997675977843,1.1310397063368782e-15,0.007752871709243603,1.8110513089197866e-15
axm_complements_sigma_xl_075_hm_1,0.75,1.0,4500.0,3944.0,0.0,2.886579864025407e-15,0.0,0.0,0.0,-1.8118839761882555e-12,0.0,0.0,0.0,0.0,0.0,3.3306690738754696e-16,0.0,2.7853275241795927e-12,0.0,-6.331046797924955e-13,0.0,2.6645352591003757e-15,0.0,-2.7853275241795927e-12,0.0,0.0,2.7853275241795927e-12,-4.4568793100552284e-12,0.07430459492027162,0.012000954725450277,0.0021249542745986004,0.012000993452033239,0.00775286849721165,0.0,0.0,0.0,2.706168622523819e-16,0.33232226620695493,0.35,2.1524985031861633e-05,9.974562782083776e-08,4.140924427842785e-07,0.03209937815559969,0.04000099345203324,-31.535150751991765,28.096232130858258,0.0,0.012000954725451207,9.298117831235686e-16,0.0021249542745992583,6.578938782642041e-16,0.012000993452031983,-1.2559397966072083e-15,0.007752868497212406,7.563394355258879e-16
axm_complements_sigma_xl_075_hm_1,0.75,1.0,4500.0,3946.0,0.0,-2.9976021664879227e-15,-3.552713678800501e-15,0.0,0.0,-1.7905676941154525e-12,0.0,0.0,0.0,0.0,0.0,-1.6653345369377348e-16,0.0,2.7569058147491887e-12,0.0,-6.266098750984384e-13,0.0,0.0,-3.552713678800501e-15,-2.7604585284279892e-12,0.0,6.938893903907228e-18,2.7604585284279892e-12,9.841016890277388e-13,0.07430413971017684,0.012000950683545085,0.0021249500134394948,0.012000989245949147,0.007752865301140485,0.0,0.0,0.0,2.636779683484747e-16,0.33232185805574077,0.35,2.143377849950155e-05,9.932278466507488e-08,4.123367645764153e-07,0.0320993774438679,0.04000098924594915,-31.55065648578746,28.111737842481194,0.0,0.012000950683543732,-1.3530843112619095e-15,0.002124950013438598,-8.968520370800093e-16,0.012000989245946059,-3.0878077872387166e-15,0.0077528653011398885,-5.967448757360216e-16
axm_complements_sigma_xl_075_hm_1,0.75,1.0,4500.0,3948.0,0.0,-3.3306690738754696e-15,7.105427357601002e-15,0.0,0.0,-1.7763568394002505e-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7355895326763857e-12,0.0,-6.233902283270254e-13,-7.771561172376096e-16,-8.881784197001252e-16,0.0,-2.7391422463551862e-12,0.0,0.0,2.7391422463551862e-12,1.5614176618328202e-12,0.07430368642661672,0.012000946658736793,0.0021249457690024147,0.012000985057654102,0.007752862120953163,0.0,0.0,0.0,2.636779683484747e-16,0.3323214516322973,0.35,2.1342958281944526e-05,9.890173411666045e-08,4.1058853154113917e-07,0.03209937673287078,0.040000985057654107,-31.566162213206912,28.127243547750773,0.0,0.012000946658727751,-9.041378756791119e-15,0.0021249457690028506,4.358492733391728e-16,0.012000985057649793,-4.309053114326389e-15,0.007752862120953441,2.7755575615628914e-16
axm_complements_sigma_xl_075_hm_1,0.75,1.0,4500.0,3950.0,0.0,-7.771561172376096e-16,0.0,0.0,0.0,-1.7479351299698465e-12,0.0,0.0,0.0,0.0,0.0,4.440892098500626e-16,0.0,2.6929569685307797e-12,0.0,-6.136757768615553e-13,0.0,-1.3322676295501878e-15,0.0,-2.7000623958883807e-12,0.0,0.0,2.7000623958883807e-12,-4.407141318552021e-12,0.07430323506145078,0.012000942650940274,0.002124941541224111,0.012000980887067532,0.007752858956563045,0.0,0.0,0.0,2.636779683484747e-16,0.3323210469293207,0.35,2.1252522744228908e-05,9.848246857583777e-08,4.088477120966653e-07,0.0320993760226188,0.040000980887067536,-31.581667934281803,28.142749246699005,0.0,0.012000942650937374,-2.9004576518332215e-15,0.0021249415412225303,-1.5807667674838655e-15,0.012000980887066082,-1.4502288259166107e-15,0.007752858956563524,4.787836793695988e-16
axm_complements_sigma_xl_075_hm_1,0.75,1.0,4500.0,3952.0,0.0,1.1102230246251565e-15,-3.552713678800501e-15,0.0,0.0,-1.7266188478970435e-12,0.0,0.0,0.0,0.0,0.0,-2.220446049250313e-16,0.0,2.6574298317427747e-12,0.0,-6.056266599330229e-13,0.0,-4.440892098500626e-16,0.0,-2.6645352591003757e-12,0.0,0.0,2.6645352591003757e-12,4.495959160522034e-12,0.07430278560657519,0.012000938660091082,0.0021249373300415613,0.01200097673411777,0.007752855807893769,0.0,0.0,0.0,2.5673907444456745e-16,0.3323206439395396,0.35,2.116247025829985e-05,9.806498047506137e-08,4.0711427479525244e-07,0.0320993753131211,0.040000976734117774,-31.597173649043647,28.158254939357686,0.0,0.012000938660090665,-4.163336342344337e-16,0.0021249373300406826,-8.786374405822528e-16,0.012000976734119428,1.6583956430338276e-15,0.007752855807895864,2.095545958979983e-15
axm_complements_sigma_xl_075_hm_1,0.75,1.0,4500.0,3954.0,0.0,0.0,0.0,0.0,0.0,-1.7266188478970435e-12,0.0,0.0,0.0,0.0,0.0,1.6653345369377348e-16,0.0,2.6503244043851737e-12,0.0,-6.024070131616099e-13,-5.551115123125783e-17,2.6645352591003757e-15,-3.552713678800501e-15,-2.653877118063974e-12,-2.220446049250313e-16,-6.938893903907228e-18,2.653877118063974e-12,-4.689582056016661e-13,0.074302338053915,0.012000934686115912,0.0021249331353919328,0.012000972598729405,0.007752852674865626,0.0,0.0,0.0,2.636779683484747e-16,0.3323202426557092,0.35,2.107279920298098e-05,9.764926227886482e-08,4.053881883226047e-07,0.032099374604386346,0.04000097259872941,-31.612679357523813,28.173760625758458,0.0,0.01200093468611707,1.1587952819525071e-15,0.002124933135392734,8.014422459012849e-16,0.012000972598734894,5.488665077990618e-15,0.0077528526748649185,-7.077671781985373e-16
axm_complements_sigma_xl_075_hm_1,0.75,1.0,4500.0,3956.0,0.0,-2.220446049250313e-16,-7.105427357601002e-15,0.0,0.0,-1.6910917111090384e-12,0.0,0.0,0.0,0.0,0.0,-3.3306690738754696e-16,0.0,2.6076918402395677e-12,0.0,-5.943023850818463e-13,0.0,8.881784197001252e-16,3.552713678800501e-15,-2.611244553918368e-12,2.220446049250313e-16,0.0,2.611244553918368e-12,4.511946372076636e-12,0.07430189239543483,0.012000930728943336,0.0021249289572126797,0.012000968480828232,0.007752849557398099,0.0,0.0,0.0,2.5673907444456745e-16,0.3323198430706198,0.35,2.098350796394723e-05,9.723530648372504e-08,4.0366942149730774e-07,0.03209937389642525,0.040000968480828236,-31.628185059753488,28.18926630593284,0.0,0.012000930728946702,3.3653635433950058e-15,0.002124928957213515,8.352693536828326e-16,0.012000968480827101,-1.1310397063368782e-15,0.0077528495573983,2.0122792321330962e-16
axm_complements_sigma_xl_075_hm_1,0.75,1.0,4500.0,3958.0,0.0,-1.887379141862766e-15,0.0,0.0,0.0,-1.6839862837514374e-12,0.0,0.0,0.0,0.0,0.0,9.992007221626409e-16,0.0,2.5863755581667647e-12,0.0,-5.878075803877891e-13,8.326672684688674e-16,3.552713678800501e-15,3.552713678800501e-15,-2.5863755581667647e-12,0.0,0.0,2.5863755581667647e-12,-1.156408302449563e-11,0.07430144862312729,0.012000926788503424,0.0021249247954414144,0.012000964380340685,0.00775284645541445,0.0,0.0,0.0,2.498001805406602e-16,0.3323194451770869,0.35,2.0894594933692964e-05,9.682310561792845e-08,4.019579432702991e-07,0.03209937318924534,0.04000096438034069,-31.643690755763735,28.20477197991213,0.0,0.012000926788506505,3.0808688933348094e-15,0.0021249247954418654,4.510281037539698e-16,0.012000964380339929,-7.563394355258879e-16,0.007752846455415352,9.020562075079397e-16
axm_complements_sigma_xl_075_hm_1,0.75,1.0,4500.0,3960.0,0.0,-6.661338147750939e-16,3.552713678800501e-15,0.0,0.0,-1.6697754290362354e-12,0.0,0.0,0.0,0.0,0.0,4.440892098500626e-16,0.0,2.5721647034515627e-12,0.0,-5.845879336163762e-13,5.551115123125783e-17,3.9968028886505635e-15,7.105427357601002e-15,-2.5650592760939617e-12,0.0,0.0,2.5721647034515627e-12,-6.178169087434071e-12,0.07430100672902648,0.012000922864729383,0.0021249206500160273,0.012000960297195808,0.007752843368837116,0.0,0.0,0.0,2.498001805406602e-16,0.3323190489679633,0.35,2.080605851150566e-05,9.641265224142743e-08,4.0025372272424875e-07,0.032099372482857574,0.04000096029719581,-31.659196445585422,28.22027764772754,0.0,0.012000922864727592,-1.790234627208065e-15,0.0021249206500154882,-5.390653201597928e-16,0.012000960297195273,-5.342948306008566e-16,0.0077528433688385245,1.4085954624931674e-15
axm_complements_sigma_xl_075_hm_1,0.75,1.0,4500.0,3962.0,0.0,1.3322676295501878e-15,0.0,0.0,0.0,-1.6484591469634324e-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5366375666635577e-12,0.0,-5.765388166878438e-13,0.0,-1.7763568394002505e-15,0.0,-2.5366375666635577e-12,0.0,0.0,2.5366375666635577e-12,-1.0196288258157438e-12,0.07430056670519332,0.012000918957539942,0.0021249165208745923,0.012000956231315564,0.007752840297585453,0.0,0.0,0.0,2.42861286636753e-16,0.33231865443612574,0.35,2.071789710343623e-05,9.600393894572413e-08,3.985567290730628e-07,0.0320993717772689,0.04000095623131557,-31.674702129249305,28.235783309410035,0.0,0.012000918957541296,1.3530843112619095e-15,0.002124916520873363,-1.229485263598562e-15,0.012000956231312587,-2.976785484776201e-15,0.007752840297585495,4.163336342344337e-17
axm_complements_sigma_xl_075_hm_1,0.75,1.0,4500.0,3964.0,0.0,1.7763568394002505e-15,7.105427357601002e-15,0.0,0.0,-1.6342482922482304e-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5082158572331537e-12,0.0,-5.716538353794931e-13,-7.771561172376096e-16,3.1086244689504383e-15,3.552713678800501e-15,-2.5082158572331537e-12,0.0,-6.938893903907228e-18,2.5082158572331537e-12,-5.755396159656812e-13,0.07430012854372403,0.012000915066878302,0.0021249124079554212,0.012000952182631537,0.007752837241584626,0.0,0.0,0.0,2.498001805406602e-16,0.33231826157448313,0.35,2.0630109122271126e-05,9.559695835371169e-08,3.968669316612606e-07,0.032099371072490036,0.04000095218263154,-31.690207806785935,28.251288964990508,0.0,0.012000915066875562,-2.7408630920433552e-15,0.002124912407955412,-9.107298248878237e-18,0.012000952182630031,-1.5057399771478686e-15,0.007752837241586763,2.1371793224034263e-15
axm_complements_sigma_xl_075_hm_1,0.75,1.0,4500.0,3966.0,0.0,-1.4432899320127035e-15,0.0,0.0,0.0,-1.6058265828178264e-12,0.0,0.0,0.0,0.0,0.0,-1.6653345369377348e-16,0.0,2.4726887204451486e-12,0.0,-5.619948950652542e-13,0.0,-8.881784197001252e-16,0.0,-2.4726887204451486e-12,-1.1102230246251565e-16,0.0,2.4726887204451486e-12,1.2256862191861728e-12,0.07429969223674912,0.012000911192664346,0.0021249083111970256,0.01200094815106826,0.00775283420075653,0.0,0.0,0.0,2.42861286636753e-16,0.3323178703759747,0.35,2.0542692987502496e-05,9.519170311956651e-08,3.951842999634769e-07,0.03209937036852794,0.040000948151068264,-31.70571347822576,28.26679461449962,0.0,0.01200091119266955,5.204170427930421e-15,0.0021249083111982148,1.1891529427821013e-15,0.012000948151070168,1.908195823574488e-15,0.0077528342007605056,3.975986206938842e-15
axm_complements_sigma_xl_075_hm_1,0.75,1.0,4500.0,3968.0,0.0,-3.219646771412954e-15,0.0,0.0,0.0,-1.5987211554602254e-12,0.0,0.0,0.0,0.0,0.0,3.885780586188048e-16,0.0,2.4584778657299466e-12,0.0,-5.5871973714261e-13,0.0,-3.1086244689504383e-15,-3.552713678800501e-15,-2.462030579408747e-12,0.0,0.0,2.462030579408747e-12,-6.458833468059311e-12,0.07429925777643061,0.012000907334834741,0.0021249042305381753,0.012000944136555398,0.007752831175024857,0.0,0.0,0.0,2.3592239273284576e-16,0.3323174808335681,0.35,2.0455647125302715e-05,9.478816592859701e-08,3.9350880358388954e-07,0.032099369665392875,0.0400009441365554,-31.721219143599033,28.282300257967943,0.0,0.01200090733483733,2.588207426157396e-15,0.0021249042305374055,-7.697835424647081e-16,0.012000944136558223,2.824129818890242e-15,0.007752831175024566,-2.914335439641036e-16
axm_complements_sigma_xl_075_hm_1,0.75,1.0,4500.0,3970.0,0.0,1.7763568394002505e-15,0.0,0.0,0.0,-1.5774048733874224e-12,0.0,0.0,0.0,0.0,0.0,-4.440892098500626e-16,0.0,2.4300561562995426e-12,0.0,-5.538902669854906e-13,0.0,3.1086244689504383e-15,7.105427357601002e-15,-2.4300561562995426e-12,0.0,0.0,2.4300561562995426e-12,4.318323476582009e-12,0.07429882515496739,0.012000903493317915,0.002124900165917816,0.012000940139019999,0.007752828164313386,0.0,0.0,0.0,2.2898349882893854e-16,0.332317092940264,0.35,2.0368969968493165e-05,9.438633949712184e-08,3.918404122556498e-07,0.03209936896309237,0.04000094013902,-31.736724802935882,28.297805895425842,0.0,0.012000903493317283,-6.314393452555578e-16,0.0021249001659188888,1.0729264698916552e-15,0.012000940139021199,1.2004286453759505e-15,0.0077528281643155506,2.1649348980190553e-15
axm_complements_sigma_xl_075_hm_1,0.75,1.0,4500.0,3972.0,0.0,-2.3314683517128287e-15,0.0,0.0,0.0,-1.5631940186722204e-12,0.0,0.0,0.0,0.0,0.0,-1.1102230246251565e-16,0.0,2.4087398742267396e-12,0.0,-5.474509734426647e-13,-5.551115123125783e-17,4.440892098500626e-16,3.552713678800501e-15,-2.405187160547939e-12,0.0,0.0,2.4087398742267396e-12,5.861977570020827e-14,0.07429839436458505,0.01200089966804653,0.002124896117275144,0.01200093615839113,0.007752825168546439,0.0,0.0,0.0,2.2898349882893854e-16,0.33231670668908747,0.35,2.0282659956518555e-05,9.398621657233747e-08,3.901790958403598e-07,0.03209936826163544,0.040000936158391134,-31.752230456266258,28.313311526903547,0.0,0.01200089966804535,-1.1796119636642288e-15,0.00212489611727526,1.1622647289044608e-16,0.012000936158393594,2.463307335887066e-15,0.007752825168549027,2.588207426157396e-15
axm_complements_sigma_xl_075_hm_1,0.75,1.0,4500.0,3974.0,0.0,-3.1086244689504383e-15,3.552713678800501e-15,0.0,0.0,-1.5560885913146194e-12,0.0,0.0,0.0,0.0,0.0,-1.6653345369377348e-16,0.0,2.3945290195115376e-12,0.0,-5.442313266712517e-13,-5.551115123125783e-17,1.3322676295501878e-15,3.552713678800501e-15,-2.390976305832737e-12,0.0,-6.938893903907228e-18,2.3945290195115376e-12,-2.7355895326763857e-12,0.07429796539754702,0.012000895858950776,0.002124892084549559,0.012000932194597129,0.0077528221876488335,0.0,0.0,0.0,2.3592239273284576e-16,0.33231632207309714,0.35,2.0196715535417566e-05,9.35877899321816e-08,3.885248243275273e-07,0.03209936756102983,0.04000093219459713,-31.767736103619992,28.32881715243113,0.0,0.012000895858955585,4.808653475407709e-15,0.0021248920845496067,4.7704895589362195e-17,0.012000932194599412,2.282896094385478e-15,0.007752822187652664,3.83026943495679e-15
axm_complements_sigma_xl_075_hm_1,0.75,1.0,4500.0,3976.0,0.0,-1.887379141862766e-15,3.552713678800501e-15,0.0,0.0,-1.5276668818842154e-12,0.0,0.0,0.0,-7.105427357601002e-15,0.0,5.551115123125783e-16,0.0,2.3447910280083306e-12,0.0,-5.329070518200751e-13,-5.551115123125783e-17,-2.6645352591003757e-15,-3.552713678800501e-15,-2.348343741687131e-12,0.0,0.0,2.348343741687131e-12,-7.648992550457479e-12,0.07429753824614717,0.01200089206596372,0.0021248880676806746,0.012000928247566413,0.0077528192215443326,0.0,0.0,0.0,2.2898349882893854e-16,0.33231593908537893,0.35,2.0111135157796214e-05,9.319105238520964e-08,3.868775678339862e-07,0.03209936686128444,0.04000092824756642,-31.783241745026725,28.344322772038513,0.0,0.012000892065962387,-1.3322676295501878e-15,0.002124888067679992,-6.826136877968736e-16,0.01200092824756388,-2.5326962749261384e-15,0.007752819221543916,-4.163336342344337e-16
axm_complements_sigma_xl_075_hm_1,0.75,1.0,4500.0,3978.0,0.0,-1.1102230246251565e-16,0.0,0.0,0.0,-1.5134560271690134e-12,0.0,0.0,0.0,0.0,0.0,5.551115123125783e-17,0.0,2.3376856006507296e-12,0.0,-5.312972284343687e-13,7.771561172376096e-16,-8.881784197001252e-16,3.552713678800501e-15,-2.3376856006507296e-12,0.0,-6.938893903907228e-18,2.3376856006507296e-12,-4.055422664350772e-12,0.07429711290271337,0.012000888289014806,0.0021248840666083244,0.012000924317229232,0.0077528162701593,0.0,0.0,0.0,2.2898349882893854e-16,0.3323155577190496,0.35,2.0025917282799318e-05,9.279599677045997e-08,3.852372966034281e-07,0.032099366162407356,0.040000924317229236,-31.798747380515984,28.35982838575547,0.0,0.012000888289010747,-4.0592529337857286e-15,0.0021248840666081154,-2.0903417885520525e-16,0.012000924317228934,-2.983724378680108e-16,0.0077528162701613335,2.033095913844818e-15
