scenario,normalization,omega_h,chi,initial_capability_growth,initial_output_per_capita_growth,initial_aggregate_labor_share,initial_automated_research_share,estimated_singularity_time,year_output_pc_growth_above_0.02,year_output_pc_growth_above_0.05,year_output_pc_growth_above_0.1,year_output_pc_growth_above_0.25,year_output_pc_growth_above_1,year_labor_share_below_0.5,year_labor_share_below_0.25,year_labor_share_below_0.1,year_research_automation_above_0.5,year_research_automation_above_0.9,year_research_automation_above_0.99,max_abs_equation_residual,max_abs_resource_residual,minimum_consumption_share,minimum_investment_share,minimum_monopoly_soc_margin
humans_current,fixed chi,0.65,0.01,0.0016370742288376924,0.014605741362262236,0.6323679019620674,0.1581371012457398,1669.025620385317,1520.7125688565347,1586.4239275880893,1618.5431189876263,1644.7440018744308,1662.2110438413324,1071.783980914041,1481.5751231520746,1584.316443556543,628.8366307917855,1185.946477612956,1483.5455363590252,2.389990293494293e-05,3.3306690738754696e-16,0.23672376873661094,0.22760907533950492,0.22110000017294296
zero_h_fixed,fixed chi,0.0,0.01,0.0017487267038449792,0.014620553044698347,0.6322443985472507,1.0,1507.1801100358668,1359.5687579993676,1424.9459693248687,1456.8936938628265,1482.9618503076454,1500.3705294301108,946.6952913412927,1325.9855682840441,1424.6042412101986,0.0,0.0,0.0,1.766156106697281e-05,3.3306690738754696e-16,0.2367237687366143,0.2276436323238838,0.221100000182263
zero_h_matched,matched initial capability growth,0.0,0.009484034594491028,0.001637075638675661,0.014615817800557106,0.6322443985472507,1.0,1528.966271184285,1381.3406408615676,1446.723396746699,1478.6757592573822,1504.7467090042196,1522.156579420062,967.4865577707129,1347.6333043327918,1446.344114438065,0.0,0.0,0.0,1.8423927038213606e-05,3.3306690738754696e-16,0.236723768736616,0.22762496554100728,0.221100000182054
