alpha,eta,sigma_xl,sigma_hm,terminal_output_capital_ratio,duration,initial_log_consumption,initial_log_shadow_value,mesh_nodes,max_rms_residual,estimated_singularity_time
0.33,0.2,1.5,2.0,128.0,1668.860607382151,-0.34779826864783187,-0.7687383501899625,2908.0,9.991960781912144e-07,1669.025620385317
