scenario,time,time_to_terminal,log_capital,log_capability,log_population,log_consumption,log_shadow_value,log_output,log_service_composite,log_wage,log_ai_price,log_ai_marginal_cost,log_ai_services,log_inference_compute,log_human_research,log_production_labor,log_automated_research,log_automated_research_services,log_effective_research,log_output_per_capita,log_consumption_per_capita,log_capital_per_capita,capital_growth,capability_growth,consumption_growth,consumption_per_capita_growth,shadow_growth,output_growth,output_per_capita_growth,wage_growth,output_capital_ratio,capability_growth_to_output_capital,gross_capital_return,net_capital_return,human_research_share,production_labor_population_share,ai_share,inverse_demand_elasticity,monopoly_soc_margin,automated_research_share,inference_share,research_resource_share,investment_share,consumption_share,resource_share_sum,production_labor_share,aggregate_labor_share,ai_markup,ai_profit_share,shadow_capability_to_output,shadow_capability_to_capital,human_to_automated_research_ratio,human_to_automated_service_ratio,singularity_time_estimate,monopoly_foc_log_error,final_production_log_error,inference_identity_log_error,research_ces_log_error,research_compute_foc_log_error,research_human_foc_log_error,labor_market_error,euler_residual,capital_law_residual,capability_law_residual,consumption_euler_path_residual,shadow_costate_residual,terminal_boundary_z
equilibrium_sigma_1.5_z_128,392.0,490.10801356039394,6.179961373911065,0.23314193234005168,4.704,4.603268154646148,4.067196195309146,4.882732015208852,4.2437981519674635,-0.2910615189689132,0.799456798447642,-0.23314193234005168,0.9881405306112452,0.7549985982711935,-2.6496572389937505,4.7033595484159125,-4.236716761385322,-4.00357482904527,-3.027489290654159,0.17873201520885207,-0.10073184535385149,1.4759613739110655,0.01219542852257565,0.0020280464298285134,0.01218501620048764,0.00018501620048764003,0.011130126923143743,0.01221301487053239,0.00021301487053239018,0.00014249362578766522,0.27328792788026557,0.007420914804246503,0.09018501620048765,0.040185016200487644,0.0006402465387479976,0.999359753461252,0.06756554470712099,0.6439195999486026,0.22221709916237792,0.21483931686688074,0.01611937334663252,0.00010951502794756804,0.2275820560571013,0.7561890555683186,1.0,0.6247310850462289,0.625131323212178,2.8083545172820337,0.029149541607138542,0.5585596358557281,0.1526476054805676,4.8893507435498735,3.872566982215132,423.31575943497137,-6.436517985264345e-14,0.0,0.0,1.4644285784015665e-11,8.881784197001252e-16,9.325873406851315e-12,4.440892098500626e-16,0.0,-2.556063000147546e-13,1.5777830431051854e-13,-2.28650431921551e-13,-8.201755247183584e-13,128.0
equilibrium_sigma_1.5_z_128,392.53806603437533,489.5699475260186,6.1865235651402335,0.2342353130425016,4.710456792412504,4.609824727896921,4.073184224069161,4.8893036885426495,4.2503744955916005,-0.2909846715034563,0.7983274861970795,-0.2342353130425016,0.9964038371757162,0.7621685241332147,-2.638955368739512,4.709813615406356,-4.224767815497532,-3.9905325024550304,-3.0162843673072515,0.17884689613014526,-0.10063206451558315,1.4760667727277292,0.012196341192277041,0.0020360706829520175,0.012185871348301548,0.00018587134830154797,0.011127470789839725,0.012214000015831061,0.00021400001583106107,0.00014315007845766559,0.27329051923727743,0.007450206061426711,0.09018587134830156,0.04018587134830155,0.0006429702121554949,0.9993570297878445,0.06760354891472264,0.64390680519871,0.22221709339752876,0.2150367807870382,0.016129019687676785,0.00011010550626020343,0.22758323766905605,0.7561776371370069,1.0,0.6247056222271358,0.6251075477597389,2.8082536105694573,0.02916535808518738,0.5588444264600022,0.15272688348011249,4.883257153747113,3.8635140064647286,423.85352853144695,-6.447620215510597e-14,0.0,0.0,1.4787282509587385e-11,0.0,9.420020319339528e-12,0.0,0.0,0.0,0.0,0.0,0.0,128.0
equilibrium_sigma_1.5_z_128,393.0,489.10801356039394,6.192157650961838,0.23517743778187947,4.716,4.615453965888241,4.0783238537848465,4.8949459459831495,4.256020777859318,-0.29091841503472793,0.7973543849491933,-0.23517743778187947,1.0035037340744366,0.7683262962925571,-2.629770494633182,4.7153544757301535,-4.214508303714204,-3.979330865932325,-3.006665643433041,0.17894594598314928,-0.10054603411175922,1.476157650961838,0.01219712778809702,0.0020429771181845343,0.01218660831588305,0.00018660831588305019,0.011125188860086746,0.01221484902114156,0.00021484902114156032,0.00014371579482030938,0.2732927524723729,0.007475416379331385,0.09018660831588306,0.040186608315883054,0.0006453159638800732,0.9993546840361199,0.0676363133544965,0.6438957745039862,0.22221708842489665,0.2152070403747909,0.016137336578281845,0.0001106150668673375,0.22758425617007358,0.7561677921847771,1.0,0.6246836700524873,0.6250870487038301,2.808166622024903,0.02917899336923081,0.5590900908974761,0.1527952698214004,4.878012240318776,3.8557300684365035,424.31520660009215,-6.430966870141219e-14,0.0,0.0,1.4912071577555253e-11,8.881784197001252e-16,9.50084455553224e-12,4.440892098500626e-16,0.0,1.7081995540291217e-13,-1.1328221347084444e-13,1.5183687640529797e-13,5.454699192330992e-13,128.0
equilibrium_sigma_1.5_z_128,393.2731560456756,488.83485751471835,6.1954894338444815,0.23573604802897502,4.7192778725481075,4.618782871292527,4.081362582003383,4.898282574579319,4.259359793150209,-0.29087911239344866,0.7967774010787734,-0.23573604802897502,1.007704645128877,0.771968597099902,-2.624340394539378,4.718630957017045,-4.208440988090653,-3.9727049400616785,-3.000978132826869,0.17900470203121177,-0.10049500125558009,1.476211561296374,0.012197594261347991,0.002047068736371833,0.012187045335409714,0.00018704533540971416,0.011123838791707967,0.012215352485078768,0.00021535248507876734,0.00014405126425032222,0.27329407677396883,0.007490351640752484,0.09018704533540972,0.04018704533540972,0.0006467063263246999,0.9993532936736753,0.06765574796344484,0.6438892315189736,0.2222170854741835,0.2153080408539061,0.016142270067613096,0.00011091753478011797,0.22758486021923288,0.7561619521783739,0.9999999999999999,0.6246706488644919,0.6250748887494735,2.8081150263031596,0.029187081067894943,0.5592358702043176,0.15283585084637605,4.874904885297529,3.851122042779174,424.5882109016152,-6.411537967210279e-14,0.0,0.0,1.4983125851131263e-11,0.0,9.547918011776346e-12,-4.440892098500626e-16,0.0,1.734723475976807e-18,0.0,0.0,0.0,128.0
equilibrium_sigma_1.5_z_128,394.0,488.10801356039394,6.204355633919771,0.23722791189577672,4.728,4.627641375354973,4.089446570738619,4.907161717970293,4.268245311607118,-0.29077408425047135,0.7952364423256295,-0.23722791189577672,1.0188920391165985,0.7816641272208218,-2.609895746039653,4.727349370660585,-4.192294419437909,-3.955066507542132,-2.985845405981579,0.17916171797029357,-0.10035862464502632,1.4763556339197716,0.012198840351049768,0.002057983764491137,0.012188212662362634,0.0001882126623626336,0.011120243924654997,0.012216697315992064,0.00021669731599206418,0.00014494733857617348,0.2732976141283716,0.007530192940229891,0.09018821266236264,0.04018821266236264,0.0006504177260421887,0.9993495822739578,0.06770767958783817,0.6438717478720944,0.22221707758536233,0.21557795919246167,0.01615545378346059,0.00011172655586375006,0.2275864739961986,0.756146345664477,1.0,0.6246358546761483,0.625042393328297,2.8079771655992634,0.02920869154039098,0.5596256307453598,0.15294434968779191,4.866615242585121,3.838842011063379,425.314649537922,-6.397660179402465e-14,0.0,0.0,1.518429826319334e-11,0.0,9.679368417891965e-12,-2.220446049250313e-16,0.0,3.170901041738006e-14,-2.217757227862549e-14,2.7733024210441215e-14,9.955404556283298e-14,128.0
equilibrium_sigma_1.5_z_128,394.008246056976,488.0997675034179,6.204456226310802,0.23724488265865884,4.7280989526837125,4.627741880105779,4.089538268735372,4.907262457615483,4.268346123780475,-0.2907728889644625,0.7952189128724281,-0.23724488265865884,1.019019036677506,0.7817741540188472,-2.609731907697875,4.727448281112678,-4.1921112197612285,-3.95486633710257,-2.9856737351845,0.17916350493177013,-0.10035707257793369,1.4763572736270891,0.012198854528458834,0.002058107825746842,0.012188225942953011,0.000188225942953011,0.01112020312063475,0.01221671260598356,0.00021671260598355932,0.00014495752598264744,0.2732976543725849,0.007530645773274867,0.09018822594295302,0.040188225942953015,0.0006504599301935673,0.9993495400698065,0.06770827057436075,0.6438715489066319,0.222217077495552,0.2155810311617317,0.016155603822325733,0.00011173576921892652,0.22758649235848744,0.7561461680499678,1.0,0.6246354587151782,0.625042023506156,2.807975596810042,0.02920893746249597,0.5596300680986249,0.15294558492772417,4.866521019329715,3.838702540413702,425.32289098368597,-6.372680161348399e-14,0.0,0.0,1.518607462003274e-11,8.881784197001252e-16,9.681144774731365e-12,2.220446049250313e-16,0.0,-1.734723475976807e-18,0.0,1.734723475976807e-18,0.0,128.0
equilibrium_sigma_1.5_z_128,394.7433360682763,487.36467749211766,6.213423947842959,0.23876184708784165,4.736920032819316,4.636701759214468,4.09771128160559,4.916243343289531,4.277333493285604,-0.2906659974834911,0.7936519898016021,-0.23876184708784165,1.0303470650422524,0.7915852179544107,-2.595129922546514,4.736265587649728,-4.175778487218472,-3.9370166401306306,-2.970371158915872,0.179323310470215,-0.10021827360484803,1.4765039150236436,0.01220012202781049,0.0020691879267639808,0.01218941320137077,0.00018941320137077014,0.01111656388671551,0.01221808042739525,0.0002180804273952501,0.00014586887697731754,0.273301252125366,0.0075710883527706045,0.09018941320137078,0.040189413201370774,0.0006542310670563223,0.9993457689329437,0.06776111850930744,0.6438537567685332,0.22221706946125172,0.21585576152134606,0.016169021422149918,0.00011256026053732104,0.2275881341344118,0.756130284182901,1.0,0.624600050598764,0.6250089508716123,2.8078353176675654,0.02923092797908606,0.5600270378205288,0.1530560906604102,4.858105585366223,3.8262557635100896,426.0575687672705,-6.439293542825908e-14,0.0,0.0,1.539257610261302e-11,8.881784197001252e-16,9.815259716106084e-12,4.440892098500626e-16,0.0,0.0,0.0,0.0,0.0,128.0
equilibrium_sigma_1.5_z_128,395.0,487.10801356039394,6.216555336125112,0.2392934306101181,4.74,4.639830395315527,4.100564339435568,4.919379345352551,4.280471767807857,-0.290628517226442,0.7931028905728943,-0.2392934306101181,1.0343055797187195,0.7950121491086014,-2.5900330293421483,4.739344233097558,-4.170075049977638,-3.9307816193675196,-2.965028539501889,0.17937934535255096,-0.10016960468447333,1.476555336125112,0.012200566297508424,0.002073066308358614,0.012189829316519789,0.00018982931651978854,0.011115292393553515,0.012218559830579068,0.00021855983057906744,0.0001461882881415022,0.273302513080363,0.007585244222577056,0.0901898293165198,0.04018982931651979,0.0006555519343189744,0.999344448065681,0.06777964783904071,0.6438475185608563,0.22221706664281357,0.21595209799886325,0.016173726145194602,0.00011284962301059508,0.22758870965529215,0.7561247145765027,1.0,0.6245876359478427,0.6249973541723145,2.807786136879153,0.029238637906962666,0.5601662998574538,0.1530948574939703,4.855159823852235,3.821903473579193,426.3140882223198,-6.250555628639631e-14,0.0,0.0,1.546451855460873e-11,0.0,9.86233317235019e-12,-1.1102230246251565e-16,0.0,-1.9592313882377255e-13,1.5801596142672736e-13,-1.7476298186380745e-13,-6.398111207506219e-13,128.0
equilibrium_sigma_1.5_z_128,395.4784260795766,486.62958748081735,6.222392603769914,0.24028697145431338,4.745741112954919,4.645662513518808,4.105881618035785,4.925225237266187,4.2863219074956955,-0.2905584342002898,0.7920766001018289,-0.24028697145431338,1.0416887834518525,0.801401811997539,-2.5805344533166155,4.745082876584865,-4.159442767055428,-3.919155795601115,-2.9550703882776785,0.17948412431126837,-0.1000785994361113,1.4766514908149952,0.012201396793727413,0.002080309013403106,0.012190607141208003,0.0001906071412080025,0.011112921201008808,0.012219455958195624,0.00021945595819562388,0.00014678533943879302,0.27330487012487276,0.007611679266646858,0.09019060714120801,0.04019060714120801,0.00065801978001906,0.9993419802199809,0.06781429353766749,0.6438358545089853,0.22221706137089767,0.21613224178579754,0.016182523339647557,0.00011339106016277988,0.22758978559477427,0.7561143000054154,0.9999999999999999,0.6245644233297627,0.6249756696824447,2.8076941844365515,0.029253053330589654,0.5604267971435585,0.15316737300781866,4.849658614644097,3.8137819793269463,426.7922442419458,-6.42264019745653e-14,-8.881784197001252e-16,0.0,1.55990775851933e-11,0.0,9.950262835900503e-12,-3.3306690738754696e-16,0.0,0.0,0.0,0.0,0.0,128.0
equilibrium_sigma_1.5_z_128,396.0,486.10801356039394,6.22875677100472,0.24137406978970521,4.752,4.652021038116173,4.111677153420321,4.931598842402453,4.29270016115059,-0.29048170451378397,0.790953649728154,-0.24137406978970521,1.0497444898893153,0.8083704200996101,-2.57018238032465,4.751339062932057,-4.147850136354863,-3.906476066565158,-2.9442150042387003,0.17959884240245305,-0.09997896188382693,1.4767567710047205,0.012202305713909248,0.0020882246835533034,0.012191458355287614,0.00019145835528761382,0.011110334546788402,0.012220436667043089,0.00022043666704308837,0.00014743872789324541,0.2733074495614776,0.007640569940204207,0.09019145835528762,0.04019145835528762,0.000660718697152071,0.9993392813028479,0.06785222256583578,0.6438230850695019,0.2222170555962798,0.21632948161752255,0.016192154854134562,0.00011398439798036294,0.2275909632676057,0.7561028974802794,1.0,0.6245390108808899,0.6249519283047417,2.807593524681603,0.02926883426497541,0.5607121430207971,0.1532468057471645,4.843646063495065,3.804915130143215,427.3135226270337,-6.339373470609644e-14,0.0,0.0,1.574917973812262e-11,8.881784197001252e-16,1.0048850640487217e-11,4.440892098500626e-16,0.0,2.506675422786486e-13,-2.1261811755657334e-13,2.2217644390920555e-13,8.136460255547817e-13,128.0
equilibrium_sigma_1.5_z_128,396.21351609087696,485.894497469517,6.231362199445899,0.24182028587610807,4.754562193090524,4.654624147941508,4.114049275529698,4.934208145236601,4.295311372267843,-0.2904501953473124,0.7904927120218561,-0.24182028587610807,1.0530442451413586,0.8112239592652506,-2.565945514138237,4.753900147874947,-4.143104035749028,-3.9012837498729196,-2.9397714072454852,0.17964595214607737,-0.09993804514901594,1.4768000063553748,0.012202678860658102,0.0020914710579340553,0.012191807793116745,0.0001918077931167446,0.011109275175535942,0.01222083926055717,0.00022083926055717004,0.00014770694445331856,0.27330850846399013,0.007652418395930099,0.09019180779311675,0.04019180779311675,0.0006618261119982516,0.9993381738880017,0.06786779743639179,0.6438178415297481,0.22221705322410204,0.21641048185038997,0.016196110049616637,0.00011422821999437025,0.22759144678751794,0.756098214942871,1.0,0.6245285757176174,0.6249421787700168,2.807552192661151,0.02927531423276586,0.5608293639376163,0.1532794369605982,4.841180140123849,3.801281458230758,427.5269173972537,-6.25888230132432e-14,0.0,0.0,1.580735542461298e-11,8.881784197001252e-16,1.0087042312534322e-11,0.0,0.0,0.0,0.0,0.0,0.0,128.0
equilibrium_sigma_1.5_z_128,396.9486061021773,485.15940745821666,6.240332740250515,0.2433618204502462,4.763383273226127,4.663586667427836,4.122214251673766,4.943192072918443,4.304301893486228,-0.2903412771396443,0.7889002938248826,-0.2433618204502462,1.0644135033503876,0.8210516829001414,-2.551363119039107,4.762717401477013,-4.12676226966014,-3.8834004492098932,-2.924474199511628,0.17980879969231545,-0.09979660579829108,1.4769494670243875,0.012203968263177788,0.002102674030913969,0.012193015187856017,0.0001930151878560167,0.011105625923278562,0.012222230352243457,0.00022223035224345697,0.00014863370534357045,0.27331216723592733,0.0076933056152560814,0.09019301518785602,0.04019301518785602,0.0006656501057192828,0.9993343498942807,0.06792163199002374,0.6437997172300253,0.22221704502047435,0.216690491652721,0.01620978202910094,0.00011507179240760546,0.22759311776077043,0.7560820284177211,1.0,0.624492506566684,0.6249084769604376,2.8074093378688043,0.02929771140421496,0.5612347561694288,0.15339228753679382,4.832670196498222,3.788754473686316,428.26158822270105,-6.430966870141219e-14,0.0,0.0,1.602407095901981e-11,8.881784197001252e-16,1.0229150859686342e-11,0.0,0.0,0.0,0.0,0.0,1.734723475976807e-18,128.0
equilibrium_sigma_1.5_z_128,397.0,485.10801356039394,6.240959952071926,0.24346990523032674,4.764,4.664213316180119,4.122785006518483,4.943820223483095,4.304930506416954,-0.29033363660436784,0.7887886398751718,-0.24346990523032674,1.0652089036565684,0.8217389984262417,-2.5503438344241562,4.763333860055714,-4.125619619194539,-3.8821497139642123,-2.9234047594724895,0.17982022348309457,-0.09978668381988154,1.476959952071926,0.012204058687153234,0.002103458817980555,0.012193099855979099,0.00019309985597909876,0.011105370667659147,0.012222327900879293,0.00022232790087929263,0.0001486986933585399,0.2733124238059973,0.007696169785072167,0.0901930998559791,0.0401930998559791,0.0006659181223312291,0.9993340818776688,0.06792540825190693,0.6437984458885246,0.22221704444478105,0.2167101350167423,0.016210741108601448,0.00011513101206634924,0.22759323495410125,0.7560808929252311,1.0,0.6244899764712223,0.6249061127764756,2.807399317766538,0.029299282420176195,0.5612632053527647,0.15340020704808732,4.832074046801531,3.7878776655465116,428.3129527256873,-6.361577931102147e-14,0.0,0.0,1.603650545689561e-11,0.0,1.0237144465463643e-11,2.220446049250313e-16,0.0,-1.6015487547260676e-13,1.5228660346644496e-13,-1.4351193844408527e-13,-5.351691312327489e-13,128.0
equilibrium_sigma_1.5_z_128,397.68369611347765,484.4243174469163,6.249304231588827,0.24491160525147504,4.772204353361732,4.672550076945722,4.130376544137832,4.952177026056016,4.313293477062244,-0.2902316757749359,0.7872993137898203,-0.24491160525147504,1.0757966113213335,0.8308850060698585,-2.5367872819435258,4.771534637348303,-4.110417445033631,-3.8655058397821564,-2.9091787484831078,0.17997267269428363,-0.09965427641601021,1.4770998782270945,0.012205265035987303,0.0021139179011848723,0.012194229356293655,0.00019422935629365493,0.011101973558179122,0.012223629277663406,0.00022362927766340565,0.0001495656487549013,0.2733158465342232,0.007734340792860609,0.09019422935629366,0.04019422935629366,0.0006694918037150262,0.999330508196285,0.06797579899072169,0.643781481006457,0.2222170367596212,0.21697228117271217,0.01622353975739906,0.00011592183025935515,0.22759479856283518,0.7560657398495064,1.0,0.6244562146762164,0.6248745630745448,2.8072656155702655,0.029320245566384465,0.5616429919029945,0.1535059297819808,4.824128820201005,3.7762013022467205,428.99625670775913,-6.328271240363392e-14,0.0,0.0,1.623856604737739e-11,0.0,1.0369483049998962e-11,0.0,0.0,1.734723475976807e-18,0.0,0.0,0.0,128.0
equilibrium_sigma_1.5_z_128,398.0,484.10801356039394,6.253164892927073,0.24558101265284393,4.776,4.676407242007983,4.13388789284028,4.956043503048617,4.317162818481617,-0.2901843039304497,0.7866077811501393,-0.24558101265284393,1.0806989550600696,0.8351179424072257,-2.5305174266836072,4.775328624360788,-4.103383438724767,-3.857802426071923,-2.902597763509108,0.18004350304861738,-0.09959275799201706,1.4771648929270729,0.012205825304582862,0.0021187686336734874,0.012194753896281725,0.00019475389628172482,0.011100401042758876,0.012224233647550875,0.0002242336475508748,0.00014996826003255137,0.27331743604933856,0.007752043427229475,0.09019475389628173,0.04019475389628173,0.0006711503170157785,0.9993288496829842,0.06799920940699872,0.6437735994996437,0.22221703318732802,0.21709408330271082,0.016229486114630872,0.00011628959820547979,0.22759552483637974,0.756058699450784,1.0,0.6244405296973108,0.6248599046203869,2.8072035048366257,0.029329984188058263,0.561819532303337,0.1535550740915866,4.820443865213219,3.7707917753227336,429.3123784917816,-6.439293542825908e-14,0.0,0.0,-1.617328493352943e-11,8.881784197001252e-16,-1.0328626842692756e-11,2.220446049250313e-16,0.0,-9.866066297270493e-14,9.843211315474498e-14,-8.828007769245971e-14,-3.3033124846593154e-13,128.0
equilibrium_sigma_1.5_z_128,398.4187861247779,483.68922743561603,6.258276678891452,0.24646967033100672,4.781025433497335,4.6815143814858216,4.138536150675852,4.961163010420329,4.322286128934551,-0.2901213874333326,0.7856897402125171,-0.24646967033100672,1.0871936222976033,0.8407239519665965,-2.5222180166298385,4.780351855446214,-4.094069537998423,-3.8475998676674164,-2.893885037279478,0.18013757692299315,-0.09951105201151389,1.4772512453941165,0.012206569213908718,0.002125202635871516,0.01219545032940448,0.00019545032940447918,0.011098318195143602,0.012225036076785045,0.00022503607678504498,0.0001505028013326637,0.27331954645274087,0.007775523790571563,0.09019545032940449,0.040195450329404483,0.0006733512483523625,0.9993266487516477,0.06803030023828364,0.6437631322531112,0.22221702844114663,0.21725586042559158,0.016237383716074655,0.00011677838689281481,0.22759648924217987,0.7560493486548526,1.0,0.6244196988403499,0.6248404359279031,2.807121021259512,0.029342917443575384,0.5620540893000631,0.15362036876940155,4.8155560496151635,3.7636222236987202,429.73092284186407,-6.375455718909961e-14,0.0,0.0,-1.603028820795771e-11,0.0,-1.0239809000722744e-11,2.220446049250313e-16,0.0,1.734723475976807e-18,0.0,0.0,0.0,128.0
equilibrium_sigma_1.5_z_128,399.0,483.10801356039394,6.265371607258371,0.247707467696904,4.788,4.68860282817854,4.144985806785243,4.968268695644878,4.32939711231286,-0.2900336968642634,0.7844109937479091,-0.247707467696904,1.0962147781421852,0.8485073104452812,-2.5107031919106246,4.78732335574028,-4.08114153477492,-3.8334340670780156,-2.8817939736677074,0.18026869564487757,-0.0993971718214599,1.4773716072583705,0.012207605653936984,0.002134154046785827,0.012196420554240882,0.0001964205542408816,0.011095425961948943,0.012226153986993893,0.00022615398699389264,0.00015124749452866126,0.2733224865280027,0.007808190514786558,0.09019642055424089,0.040196420554240886,0.0006764153876183934,0.9993235846123816,0.06807363056701572,0.6437485443757713,0.22221702182292183,0.21748135174782618,0.016248391086015012,0.00011746029100164944,0.22759783303655712,0.7560363155864263,1.0,0.6243906675200994,0.6248133008511838,2.8070060745372176,0.02936094139388552,0.5623811696576745,0.1537114196673621,4.808755615565006,3.753658165074032,430.31179989870094,-6.394884621840902e-14,-8.881784197001252e-16,0.0,-1.582645126063653e-11,0.0,-1.0111911308285926e-11,2.220446049250313e-16,0.0,2.838701496088447e-13,-2.9228832895689116e-13,2.511046925945948e-13,9.370611925296757e-13,128.0
equilibrium_sigma_1.5_z_128,399.1538761360783,482.95413742431566,6.26725008761466,0.24803604571525562,4.78984651363294,4.690479586061601,4.1466930691265915,4.97015003180928,4.331279855069317,-0.2900104082774444,0.7840715414070254,-0.24803604571525562,1.0986045895218854,0.8505685438066298,-2.5076553368953345,4.789169055728425,-4.077718524567573,-3.8296824788523174,-2.878593048730695,0.18030351817634038,-0.09936692757133869,1.4774035739817206,0.012207880831908047,0.0021365282003795397,0.012196678138278232,0.00019667813827823136,0.01109465995001898,0.012226450771812836,0.00022645077181283543,0.00015144518972221022,0.2733232670856916,0.007816854463801287,0.09019667813827824,0.040196678138278236,0.0006772284817192037,0.9993227715182808,0.06808513754016943,0.6437446703614763,0.22221702006465177,0.2175412394901454,0.016251314388965404,0.00011764151614251727,0.2275981898474995,0.7560328542473925,0.9999999999999999,0.6243829578480864,0.624806094330719,2.806975550413778,0.02936572776294811,0.562468066620543,0.15373560960009927,4.806951924281725,3.751017520426397,430.46558661441475,-6.272760089132134e-14,0.0,0.0,-1.5773160555454524e-11,0.0,-1.0078160528337321e-11,-3.3306690738754696e-16,0.0,0.0,0.0,0.0,0.0,128.0
equilibrium_sigma_1.5_z_128,399.8889661473786,482.21904741301535,6.276224463240462,0.24961076140457342,4.798667593768544,4.699445695709422,4.154847297414334,4.979138096047651,4.340274661460146,-0.28989873445221725,0.7824446857068339,-0.24961076140457342,1.1100295662343131,0.8604188048297398,-2.4930992563061896,4.797986238152726,-4.061364380638331,-3.811753619233757,-2.8633027653750798,0.18047050227910688,-0.0992218980591213,1.4775568694719183,0.012209199925064786,0.0021478945583937575,0.012197912814110722,0.00019791281411072129,0.011090998939624376,0.012227873424919267,0.0002278734249192664,0.00015239283612800136,0.2733270085276083,0.007858332661540846,0.09019791281411073,0.040197912814110726,0.0006811235457903315,0.9993188764542097,0.06814031271152694,0.6437260947204526,0.2222170116297349,0.21782842846641629,0.016265332262193583,0.0001185112723394261,0.22759990042762696,0.75601625603784,0.9999999999999999,0.6243459904832769,0.6247715370879274,2.8068291984934866,0.029388677254529465,0.5628849422230375,0.15385165740305848,4.7983164861080185,3.738387478337979,431.20024801477496,-6.381006834033087e-14,0.0,0.0,-1.5512924278482387e-11,8.881784197001252e-16,-9.915623877532198e-12,-3.3306690738754696e-16,0.0,0.0,0.0,0.0,0.0,128.0
equilibrium_sigma_1.5_z_128,400.0,482.10801356039394,6.277580108841706,0.24984934591566313,4.8,4.700800087348536,4.156078743043375,4.980495815909638,4.341633402972948,-0.2898818057178607,0.7821981979271793,-0.24984934591566313,1.1117565069403765,0.8619071610247134,-2.4909011644269494,4.799318054087771,-4.058893846779239,-3.8090445008635756,-2.8609933462742876,0.18049581590963815,-0.09919991265146422,1.477580108841706,0.012209399823430597,0.0021496149675789226,0.012198099908294492,0.0001980999082944919,0.011090445718381328,0.012228088999144404,0.00022808899914440392,0.00015253642793311428,0.2733275754796803,0.007864610673864222,0.0901980999082945,0.040198099908294496,0.0006817134399629094,0.9993182865600371,0.06814867629415022,0.6437232789809694,0.22221701035055397,0.21787196574859008,0.01626745724435203,0.00011864322674883985,0.22760015967746866,0.7560137398514306,1.0000000000000002,0.6243403868829193,0.6247662984654186,2.806807015456174,0.029392155872728615,0.5629481635375966,0.1538692566604698,4.797009401325057,3.7364775513563506,431.31121691970094,-6.269984531570572e-14,0.0,0.0,-1.5473400338805732e-11,8.881784197001252e-16,-9.891643060200295e-12,2.220446049250313e-16,0.0,-2.60439239618826e-13,2.9527985959121317e-13,-2.332196935572739e-13,-8.848893839896732e-13,128.0
equilibrium_sigma_1.5_z_128,400.6240561586789,481.48395740171503,6.285199811276704,0.25119384737198414,4.807488673904147,4.708412715488617,4.1629988335495876,4.988127208987276,4.349270554128304,-0.2897863620849135,0.7808091414661309,-0.25119384737198414,1.121468605670727,0.8702747582987429,-2.4785497883624155,4.806803402677129,-4.0450070819922095,-3.7938132346202256,-2.848014169457122,0.180638535083129,-0.09907595841553007,1.477711137372557,0.012210526528593543,0.00215930167187691,0.012199154388211043,0.00019915438821104317,0.01108733528172828,0.01222930404054523,0.00022930404054523,0.00015334575387271343,0.2733307708733668,0.007899958226354642,0.09019915438821105,0.04019915438821105,0.0006850364823147767,0.9993149635176852,0.0681958275752151,0.6437074047163441,0.22221700313599155,0.21811743750394957,0.016279437824175402,0.00011938771031606241,0.2276016210315942,0.7559995534339143,1.0,0.6243087955246058,0.6247367629991034,2.8066819609422544,0.02941176665121871,0.5633047345652771,0.15396851733534447,4.789649778575252,3.725732386227086,431.9349070322719,-6.372680161348399e-14,0.0,0.0,-1.525002346625115e-11,8.881784197001252e-16,-9.751310869887675e-12,2.220446049250313e-16,0.0,0.0,0.0,0.0,0.0,128.0
equilibrium_sigma_1.5_z_128,401.0,481.10801356039394,6.28979041154146,0.25200672276952346,4.812,4.712999032253397,4.167166696599726,4.992724878573231,4.35387170561873,-0.28972862074271255,0.7799693140166908,-0.25200672276952346,1.1273242754786073,0.8753175527090837,-2.47111137822745,4.811312719297547,-4.036640313775134,-3.7846335910056106,-2.8401958366497078,0.18072487857323072,-0.09900096774660305,1.4777904115414593,0.012211207901715836,0.002165151300417772,0.012199792037259231,0.00019979203725923114,0.011085460608473114,0.012230038799465603,0.0002300387994656032,0.0001538351579455366,0.2733327031432098,0.0079213035085793,0.09019979203725924,0.040199792037259235,0.0006870445791687441,0.9993129554208312,0.06822435117698529,0.6436978017704149,0.22221699876920617,0.21826595085390874,0.01628668581908954,0.00011983854345515599,0.2276025048825604,0.755990970754895,1.0,0.6242896847114198,0.6247188944413498,2.8066063161237707,0.0294236294694906,0.5635205604041901,0.15402859805205368,4.785205331831067,3.719250660996121,432.3106295279135,-6.289413434501512e-14,0.0,0.0,-1.511546443566658e-11,0.0,-9.666933920016163e-12,0.0,0.0,1.6493750809587482e-14,-1.9739852114009082e-14,1.4958520533348008e-14,5.691627724679904e-14,128.0
